"";"Symbol";"Chromosome";"Description";"Cluster";"WT_00Hr_1";"WT_00Hr_2";"WT_00Hr_3";"WT_02Hr_1";"WT_02Hr_2";"WT_02Hr_3";"WT_04Hr_1";"WT_04Hr_2";"WT_04Hr_3";"WT_06Hr_1";"WT_06Hr_2";"WT_06Hr_3";"WT_08Hr_1";"WT_08Hr_2";"WT_08Hr_3";"WT_10Hr_1";"WT_10Hr_2";"WT_10Hr_3";"WT_12Hr_1";"WT_12Hr_2";"WT_12Hr_3";"WT_14Hr_1";"WT_14Hr_2";"WT_14Hr_3";"WT_16Hr_1";"WT_16Hr_2";"WT_16Hr_3";"WT_18Hr_1";"WT_18Hr_2";"WT_18Hr_3";"WT_20Hr_1";"WT_20Hr_2";"WT_20Hr_3";"WT_22Hr_1";"WT_22Hr_2";"WT_22Hr_3"
"66079";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66079"" target=""_blank"">Tmem42</a>";"9";"transmembrane protein 42";"Cluster_7";0,2487;0,2865;-0,5352;-1,6945;-0,9591;-0,7156;-2,3371;-0,6225;-1,5671;-1,4393;-1,7102;-0,9886;-2,0447;-2,0335;-1,5569;-0,8203;-1,5226;-1,3954;-0,915;-1,8534;0,2584;-0,588;0,3309;0,9031;-0,293;0,8692;-0,0542;-0,34;2,5132;-0,3927;-0,2884;0,0482;0,1659;-1,0168;-0,4622;-0,0013
"66292";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66292"" target=""_blank"">Mrps21</a>";"3";"mitochondrial ribosomal protein S21";"Cluster_7";0,6632;0,0586;-0,7217;-0,2534;0,2089;0,15;-0,1467;0,3336;-0,3432;-0,8829;-1,8066;-1,533;-0,6536;0,4206;-1,6811;-1,2538;0,424;-0,5867;-0,3823;-0,8899;-0,4849;1,2896;1,7177;0,5952;1,8804;1,6832;1,2042;0,4436;1,26;0,9157;0,5614;0,3762;1,26;1,0565;1,7902;0,4363
"66387";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66387"" target=""_blank"">Nudt8</a>";"19";"nudix (nucleoside diphosphate linked moiety X)-type motif 8";"Cluster_7";0,5924;0,0144;-0,6068;-0,9031;0,4136;-0,833;-0,3737;-1,1612;0,0855;-1,3913;-1,3402;-0,4738;-1,2146;-1,3512;-1,6245;-0,496;-1,665;-1,3;-0,7222;-0,4255;-0,5759;-0,7837;-0,2163;0,1382;1,8749;2,0535;0,4237;1,4647;0,7825;0,8069;1,5245;-0,1086;0,4366;1,2241;-0,3971;0,4303
"66390";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66390"" target=""_blank"">Slmo2</a>";"2";"slowmo homolog 2 (Drosophila)";"Cluster_7";-0,683;0,3616;0,3214;-0,477;-0,134;0,686;-0,4009;-1,4042;0,4646;-1,8293;-1,4704;-0,0714;-2,0336;-1,5459;-1,0393;-0,4372;-0,3645;-0,0785;-0,5785;-1,098;1,3055;1,1465;0,8945;1,4303;1,6467;1,0883;1,3139;1,0004;-0,5926;1,4031;0,0688;0,8296;-0,0714;0,7383;0,024;0,4646
"66953";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66953"" target=""_blank"">Cdca7</a>";"2";"cell division cycle associated 7";"Cluster_7";-0,0694;0,1774;-0,108;-0,2887;-0,5381;-1,0408;-0,3703;-0,8566;-0,8624;-0,534;-0,576;-0,7212;-0,8741;-0,3028;-0,9286;-0,8575;-0,0089;-1,183;-1,0426;0,3591;-0,5224;1,5716;1,119;0,3103;0,7078;2,0624;0,8585;1,5748;2,6206;1,0466;-0,7795;1,959;0,6679;0,1478;1,0668;0,0165
"66979";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66979"" target=""_blank"">Pole4</a>";"6";"polymerase (DNA-directed), epsilon 4 (p12 subunit)";"Cluster_7";0,4893;-0,7841;0,2948;-1,4251;-0,7227;-1,1105;-0,9942;-1,3555;-0,8731;-1,4378;-0,9675;-1,5062;-1,8535;-1,7578;-1,7252;-1,365;-0,4713;-0,9817;-1,8127;-0,5509;-0,6589;-0,3278;-1,3422;-0,262;0,8259;-0,5215;0,7411;1,673;-0,7227;1,7353;-0,003;1,9834;0,1565;0,0128;-0,5187;-0,0666
"66990";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66990"" target=""_blank"">Tmem134</a>";"19";"transmembrane protein 134";"Cluster_7";-0,3801;0,2842;0,0959;-1,6401;-0,6829;-2,5058;-2,2904;-1,9427;-2,0328;-1,4164;-1,2735;-1,1786;-1,6572;-1,8057;-2,6236;0,214;-2,5091;-1,2837;-0,5218;-1,5574;-0,3678;-0,9864;-1,2123;-1,2399;0,5725;-0,9089;-0,2014;0,7437;0,9667;-0,2272;1,0687;-0,9756;-0,8289;0,0959;-0,6094;-1,7346
"67892";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67892"" target=""_blank"">Coa6</a>";"8";"cytochrome c oxidase assembly factor 6";"Cluster_7";-0,0407;-0,5611;0,6019;-1,0493;-0,022;0,1854;-1,0799;-0,0873;-0,4182;-0,7423;-0,4359;-0,4999;-1,2074;-0,4464;0,2381;-0,0641;0,2557;0,9174;0,0631;0,3136;2,4533;0,6887;1,0124;1,1051;1,7068;1,9901;1,9302;1,9049;0,0915;2,4295;1,1606;-0,7322;1,321;1,2029;0,4872;0,7046
"68041";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68041"" target=""_blank"">Mid1ip1</a>";"X";"Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))";"Cluster_7";0,5376;-0,3211;-0,2165;-0,879;-0,9714;0,1146;-1,6349;-1,5399;-0,1971;-1,2172;-1,3403;-1,5986;-0,2775;-0,9371;-1,1694;-1,3512;-0,7042;-0,9062;-1,2488;-2,5264;-1,6169;1,1703;0,3169;-0,2095;1,1216;0,807;0,9333;0,1912;-0,129;1,0943;0,2735;-1,8817;0,7734;0,5298;0,3973;0,9421
"68241";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68241"" target=""_blank"">Fam195a</a>";"17";"family with sequence similarity 195, member A";"Cluster_7";0,0776;0,1254;-0,203;-0,4824;-0,2056;-0,3233;-0,2348;-0,6242;-0,5563;-0,5669;-0,3514;-0,9195;-0,0223;-0,628;-0,9805;1,14;0,1945;-0,6129;1,0389;-1,2625;1,5591;1,4376;1,6274;0,9445;1,8765;2,5928;1,8161;1,5431;1,7713;1,074;1,3902;1,4904;0,4269;0,7209;0,5613;0,8397
"68332";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68332"" target=""_blank"">Sdhaf1</a>";"7";"succinate dehydrogenase complex assembly factor 1";"Cluster_7";-0,3361;0,0289;0,3072;-2,0486;-0,6364;-1,2376;-1,3281;0,303;0,3408;-1,9398;-1,8256;-1,3981;-2,7315;-1,2376;-2,2279;-0,6911;-0,4908;-0,3682;-1,9314;-1,1197;-0,9219;-1,4045;-0,0291;-0,315;1,1141;0,4932;0,7464;0,5325;0,4221;0,8899;0,2032;0,4063;0,2727;0,4404;0,0462;-0,7747
"68832";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=68832"" target=""_blank"">1110057K04Rik</a>";"12";"RIKEN cDNA 1110057K04 gene";"Cluster_7";0,6749;0,4092;-1,0841;-0,632;0,9582;-0,1852;-0,111;-1,9379;0,3503;-0,8481;-1,1936;-1,5689;-0,208;-1,2766;-1,0144;0,1632;-0,8455;-0,2982;-0,0205;-1,1697;-0,6923;-0,6054;0,607;-1,2816;1,6223;0,1202;0,973;0,8758;2,3704;0,8087;0,7857;1,1682;1,4376;0,7846;0,3807;0,393
"69568";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=69568"" target=""_blank"">Vkorc1l1</a>";"5";"vitamin K epoxide reductase complex, subunit 1-like 1";"Cluster_7";0,0646;0,2227;-0,2874;0,2513;0,0143;-0,3333;-0,5394;-0,1071;-0,7011;-0,7423;-0,1142;-0,2246;-0,8765;-0,2708;-0,9037;0,9666;-0,6205;0,2148;1,1566;-1,1292;0,3044;1,7255;2,6029;1,6862;0,9221;1,9316;1,4909;0,3891;3,0224;1,0602;0,8399;-0,1656;0,7664;0,2252;-0,6702;-0,051
"70025";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=70025"" target=""_blank"">Acot7</a>";"4";"acyl-CoA thioesterase 7";"Cluster_7";-0,0484;0,4586;-0,4102;0,2186;-0,1447;0,6296;-0,5792;-0,831;-0,368;0,2349;-0,697;-0,8961;-0,6397;-0,2873;-0,8123;0,3486;-0,247;-0,0363;0,0694;-2,0634;0,8056;1,7549;1,0712;0,8506;2,2549;1,8274;0,8457;2,2471;1,4798;0,4277;1,5352;1,9036;0,3649;1,483;-0,2052;0,1764
"71562";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=71562"" target=""_blank"">Afmid</a>";"11";"arylformamidase";"Cluster_7";0,3129;-0,9983;0,6855;0,1173;-0,7582;0,2874;-0,7755;-0,9482;-2,0419;-1,083;-1,3868;-0,7064;-1,1636;-1,0061;-1,2874;-1,2683;-1,1481;-0,9333;-0,3948;-3,3448;-0,5275;0,651;-0,4501;-0,3096;0,3398;0,97;0,1504;-0,0939;0,6759;1,1711;1,3144;0,0972;1,3554;-0,7377;0,5121;0,4619
"71974";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=71974"" target=""_blank"">Prmt3</a>";"7";"protein arginine N-methyltransferase 3";"Cluster_7";-0,002;0,208;-0,206;0,2597;0,3427;-0,3225;-0,1779;-1,2922;0,4598;-1,5018;-1,0323;-0,43;-1,746;-1,4197;-1,3704;-0,2966;-1,4214;-1,0623;-0,0557;-1,7805;-0,5093;1,0663;0,7337;1,0146;1,6093;1,4548;0,9834;1,2852;1,272;0,7596;0,5605;1,5423;-0,5662;0,5514;0,1381;0,2208
"74325";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74325"" target=""_blank"">Cltb</a>";"13";"clathrin, light polypeptide (Lcb)";"Cluster_7";0,0512;0,3026;-0,3538;0,1205;-0,0279;0,1513;-1,4426;-0,9865;0,0723;0,2601;0,2635;-0,4509;-1,0993;-0,6413;-1,1145;-0,2603;-1,729;-0,9776;-0,4321;0,5233;-0,4925;0,6458;1,2887;0,9042;1,2667;0,415;0,2411;1,7281;2,9854;1,9378;0,3749;1,5626;1,2625;0,6845;0,6503;0,2429
"74747";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74747"" target=""_blank"">Ddit4</a>";"10";"DNA-damage-inducible transcript 4";"Cluster_7";-0,2196;-0,8894;1,1091;-0,5906;-0,5276;0,9966;-0,2422;-1,4056;-1,1476;-1,1074;-1,2412;-0,8849;-1,5834;-1,8274;-2,2593;-1,2211;-1,5804;-1,0422;-0,583;0,964;0,7193;-0,3658;-0,2415;1,1158;-0,7444;1,3675;1,2566;-0,0332;-0,5851;0,6788;-0,1961;-0,3318;1,6377;0,356;0,0407;0,4881
"77609";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=77609"" target=""_blank"">Ccdc151</a>";"9";"coiled-coil domain containing 151";"Cluster_7";-0,4666;0,1591;0,3076;-0,5178;-0,7142;-0,0684;-0,5588;-0,3965;-0,5739;-0,6304;-0,2725;-1,0149;-0,6939;-0,5989;-0,8819;-0,3702;-0,8044;-0,9674;-0,8453;-1,3354;-0,002;0,7151;-0,3216;0,3428;1,1642;2,811;1,1403;2,0249;0,658;2,4728;1,4265;0,613;1,0629;0,1876;0,1205;0,8099
"78894";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=78894"" target=""_blank"">Aacs</a>";"5";"acetoacetyl-CoA synthetase";"Cluster_7";0,1551;-0,3656;0,2105;-0,5025;-0,6899;-0,3348;-1,6681;-2,7877;-1,295;-2,2863;-1,5887;-1,549;-1,2254;-0,747;-1,0835;0,5067;-0,3899;-0,3472;0,4187;-1,2814;0,6379;0,6261;0,3007;0,2147;0,7903;1,1923;-0,3304;1,6832;0,6694;0,5048;-0,003;-0,2629;-0,8302;0,7903;-0,9454;0,7164
"80888";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80888"" target=""_blank"">Hspb8</a>";"5";"heat shock protein 8";"Cluster_7";0,5481;0,0419;-0,59;-0,2875;0,8806;0,0766;-0,0199;-1,0559;0,7305;-1,08;-0,2808;-0,0697;-0,1511;-0,5128;-0,1511;0,3522;-0,3985;-0,5315;-0,4776;0,9671;1,1681;1,9479;1,1768;2,1553;2,0466;1,5513;1,8355;1,4586;1,2379;1,7613;0,1967;2,7349;1,5082;-0,1933;0,1219;-0,3602
"83767";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=83767"" target=""_blank"">Wasf1</a>";"10";"WAS protein family, member 1";"Cluster_7";-0,0978;0,6202;-0,5224;-0,2452;-0,2771;-0,7961;-0,3763;-1,3348;-0,7766;-1,0133;-0,7627;-1,4706;-1,7932;-1,9122;-1,2592;-0,3327;-1,1899;-1,428;-0,1336;-1,5878;-0,6273;0,67;0,3794;-0,0107;0,8548;0,5517;1,0969;0,0558;1,7228;1,1499;-0,4002;2,0816;1,5517;-0,1042;-0,2473;-0,3825
"102247";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=102247"" target=""_blank"">Agpat6</a>";"8";"1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)";"Cluster_7";0,1083;-0,26;0,1517;-0,187;-0,1358;-1,0732;0,2243;-1,2126;-0,3432;-0,1306;-0,7354;-0,4875;-0,7155;-0,8868;-0,9432;0,9995;-0,7467;-0,0067;0,7443;-0,025;1,4004;1,8917;1,2531;1,2238;2,0084;1,5962;1,6726;1,3835;1,1219;1,3088;0,6415;2,8062;0,8405;0,1576;-0,2036;-0,058
"103551";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=103551"" target=""_blank"">E130012A19Rik</a>";"11";"RIKEN cDNA E130012A19 gene";"Cluster_7";-0,344;-0,007;0,351;-0,3817;-0,4163;-0,5094;-0,3079;-0,5002;-0,4985;-0,0294;-0,0557;-0,3848;-0,2066;-0,1928;-0,1437;1,6521;0,4642;0,2009;1,4028;0,7815;1,0729;1,3616;1,6607;1,796;2,4602;2,0076;1,5142;1,4327;2,2503;1,0152;0,863;3,4204;0,9164;0,7404;0,2168;1,2264
"103655";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=103655"" target=""_blank"">Sec14l4</a>";"11";"SEC14-like 4 (S. cerevisiae)";"Cluster_7";0,0913;0,2715;-0,3628;-0,4197;0,6744;-0,4423;-0,7443;-0,03;-0,2096;-0,3481;0,0635;-0,9417;-0,0168;-0,2695;-0,1591;-0,2067;0,5251;-0,1109;-0,6175;0,5727;1,5586;-0,1649;1,4761;1,5442;1,3592;2,6353;1,2634;2,7673;1,2633;2,4591;1,3489;1,8299;1,7062;1,3515;0,7023;0,7086
"105559";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=105559"" target=""_blank"">Mbnl2</a>";"14";"muscleblind-like 2";"Cluster_7";-0,2051;-0,3615;0,5666;0,5264;1,3667;0,4249;0,9154;-0,0055;0,725;-0,3209;-0,0949;-0,5208;-0,1751;-0,5435;-0,2052;0,8168;-0,138;0,5347;-0,3668;1,6401;2,2132;0,8233;1,6503;3,4873;2,4242;1,7591;1,7887;1,6609;1,5993;1,9645;0,0353;2,0588;1,1854;0,5034;-0,2;0,3536
"107094";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=107094"" target=""_blank"">Rrp12</a>";"19";"ribosomal RNA processing 12 homolog (S. cerevisiae)";"Cluster_7";0,0554;0,6509;-0,7063;-0,5047;-0,025;-0,2264;-0,4698;-1,3116;-0,8555;-1,7743;-1,1647;-0,8653;-2,0095;-1,772;-1,6857;-0,529;-1,2608;-1,2953;-0,8318;-0,985;0,3235;0,8605;0,929;1,2974;1,3625;1,1704;0,6349;1,1589;1,3059;0,4445;-0,2145;1,0102;-0,9569;0,3719;-0,2455;-0,0127
"108112";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=108112"" target=""_blank"">Eif4ebp3</a>";"18";"eukaryotic translation initiation factor 4E binding protein 3";"Cluster_7";-0,2101;0,0216;0,1885;-0,2983;-0,5875;-0,3375;-0,465;-0,4602;-0,5546;-0,5562;-0,0304;-0,115;-0,3048;-0,1051;-0,7271;0,6894;-0,124;0,0144;0,3705;1,2391;1,354;1,4112;2,0512;1,8336;1,3947;2,9866;2,0425;1,4303;1,1756;2,3665;1,1575;0,4239;2,2159;0,6477;0,4224;0,922
"108707";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=108707"" target=""_blank"">Fam207a</a>";"10";"family with sequence similarity 207, member A";"Cluster_7";0,6937;-1,0513;0,3576;-0,7235;-0,7856;-1,6262;-1,1402;-1,3102;-0,7641;-0,9751;-1,066;-0,6243;-1,5183;-1,8639;-0,9596;-0,6176;-2,2256;-1,3485;-2,04;-1,8301;-1,4614;1,3485;0,0678;0,6707;-0,1423;1,486;1,0318;0,3493;0,5102;0,9846;-1,1721;-1,008;0,1872;-1,5843;-0,6898;-0,531
"117109";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=117109"" target=""_blank"">Pop5</a>";"5";"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)";"Cluster_7";0,3642;-0,4299;0,0657;-1,0234;-0,0431;-0,9887;-1,0259;-1,2137;0,5894;-1,4441;-1,1675;-1,4356;-1,5511;-2,0757;-0,9701;-0,3044;-1,1134;-0,8229;-0,4628;-1,9919;-0,4761;-0,0286;0,1343;-0,4502;2,4471;0,8899;0,7874;0,8232;1,6587;0,5095;0,3259;0,7658;0,1642;0,5843;0,0232;-0,5394
"192185";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=192185"" target=""_blank"">Nadk</a>";"4";"NAD kinase";"Cluster_7";-0,0908;0,5615;-0,4708;-0,6435;0,0397;1,6744;-0,3431;-0,4356;0,9444;0,395;-1,224;-0,8499;0,5505;-0,231;-1,266;0,504;1,0197;0,9842;0,0948;-0,1342;0,5744;1,3314;1,2132;0,3692;1,7994;1,0883;1,427;1,7994;1,9617;0,703;1,0319;3,3447;2,2336;0,6277;1,201;1,0074
"209815";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=209815"" target=""_blank"">Tbc1d25</a>";"X";"TBC1 domain family, member 25";"Cluster_7";0,2763;0,2084;-0,4848;0,0389;-0,7619;-0,0639;-1,0335;-1,9645;-0,438;-1,5064;-2,2926;0,1158;-1,8752;-2,2023;-1,8965;-1,5791;-1,7591;-1,608;-1,8842;-1,4165;-1,1938;0,4161;-0,2299;-0,2213;0,5437;0,5608;-0,2189;1,1559;-0,1612;0,3757;0,0971;1,131;0,016;0,8103;-1,3218;-0,5031
"211548";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=211548"" target=""_blank"">Nomo1</a>";"7";"nodal modulator 1";"Cluster_7";0,3977;0,2548;-0,6525;0,1078;-0,5215;-0,7358;-0,6502;-1,4594;-0,8004;-0,2314;-1,2374;-0,8088;-0,7612;-1,8686;-2,2543;-0,5274;-1,3261;-2,0098;-0,1901;-1,9185;-1,579;-0,419;-0,6344;-0,1527;1,4037;-0,2991;0,3655;1,5179;0,2035;0,5733;1,0063;1,1158;-0,0666;1,8158;-0,6284;-0,5721
"214597";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=214597"" target=""_blank"">Sidt2</a>";"9";"SID1 transmembrane family, member 2";"Cluster_7";-0,8395;0,7306;0,1089;-1,2067;-1,1613;-0,6498;-1,2789;-0,7791;-0,4088;-0,9925;-1,7434;-0,3662;-0,303;-1,0607;-0,0597;-0,8895;-0,1194;-0,2166;-1,8588;1,5576;0,8866;-0,0139;1,0064;1,2365;0,7133;-0,0125;0,7155;0,8605;0,3771;1,3195;0,5631;1,6881;2,3187;0,4529;-0,3699;-0,3785
"235582";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=235582"" target=""_blank"">Glyctk</a>";"9";"glycerate kinase";"Cluster_7";-0,6965;-0,3047;1,0012;-0,0398;1,1222;-0,4153;-0,9802;-2,3892;-0,3526;-0,7339;-0,0998;-0,4893;-1,2791;-1,7943;-1,2475;-0,7607;-1,2281;0,0927;-0,8534;-0,6993;-0,1947;0,3326;-0,1744;-0,0368;1,1306;1,0931;1,7831;1,541;0,9661;1,3104;0,8527;0,5473;1,1534;0,3801;-1,2265;0,077
"244152";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=244152"" target=""_blank"">Tsku</a>";"7";"tsukushi";"Cluster_7";-0,1342;0,1889;-0,0547;-0,7804;-0,2094;0,3708;-1,1471;-1,1717;-0,6446;-1,1132;-1,2661;-0,8378;-0,8929;-0,9953;-0,8668;0,8383;0,191;0,3381;0,0797;0,1043;0,7597;1,8113;2,3878;2,0737;1,5441;1,883;1,4289;1,0539;0,873;1,0531;0,519;0,3679;1,0508;0,1394;0,519;0,4758
"272359";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=272359"" target=""_blank"">Irf2bp1</a>";"7";"interferon regulatory factor 2 binding protein 1";"Cluster_7";-0,3273;0,8619;-0,5346;-1,0496;-0,3108;-0,9166;-1,6099;-1,1153;-0,4033;-0,8235;-0,5314;-0,2821;-0,5299;-1,2614;-0,8802;0,3138;-0,5928;-0,8613;-0,2471;-1,5632;0,1345;1,2962;0,3085;-0,5963;1,595;1,3013;1,1381;0,8057;2,6622;0,3794;0,503;1,9857;0,746;0,2189;-0,1231;-0,2771
"319475";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=319475"" target=""_blank"">Zfp672</a>";"11";"zinc finger protein 672";"Cluster_7";-0,0161;-0,1486;0,1647;-1,8264;-0,2327;-1,1922;-0,4126;-1,9959;-0,8347;-1,2928;-1,7793;-0,5714;-1,8332;-3,3954;-2,1186;-0,5162;-1,6545;-1,7054;-2,2843;-0,4792;-0,096;0,3734;-0,526;0,8086;0,7521;1,3098;-0,6582;0,411;-0,4333;-0,1278;-0,8007;-0,5875;-0,365;0,5712;-0,6896;-0,6013
"328099";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=328099"" target=""_blank"">Prps1l3</a>";"12";"phosphoribosyl pyrophosphate synthetase 1-like 3";"Cluster_7";-0,2866;0,0464;0,2402;-0,6372;-1,1407;0,4098;-0,9404;-1,7013;0,0423;-2,2651;-1,0722;-0,8688;-1,2071;-1,0372;-0,3645;-0,2467;-1,3972;-0,9099;-1,2656;-0,8439;0,2342;1,4984;0,954;1,6892;0,5295;0,2901;0,9702;-0,3829;0,4798;1,1159;-1,3112;1,4632;1,4241;-0,8439;-0,8021;-0,1781
"329554";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=329554"" target=""_blank"">Gm826</a>";"2";"predicted gene 826";"Cluster_7";0,1694;0,5204;-0,6898;-0,0357;0,2974;-0,4947;-0,0769;-0,9929;-0,4822;-0,2698;-0,1769;-0,1216;-0,0426;-0,2413;-0,149;2,3012;-0,1791;0,1728;1,0046;-0,8336;1,9106;2,4277;1,6258;2,2956;1,2829;1,4178;1,3866;2,0386;0,9404;1,6719;1,2006;2,3303;0,6065;0,8915;0,1077;0,334
"329575";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=329575"" target=""_blank"">Gm14325</a>";"2";"predicted gene 14325";"Cluster_7";0,0443;-0,3929;0,3486;-0,1168;0,598;0,7136;0,4715;0,3507;0,3426;-0,3392;-0,1514;0,2749;-1,5323;-0,3419;0,1982;0,6183;-0,206;1,0309;-0,1866;0,7769;2,5398;1,3733;1,0178;2,6664;1,4599;1,7014;2,1411;0,8005;1,7658;3,4208;0,7459;-0,1696;1,2424;1,8006;0,8044;0,7687
"330189";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=330189"" target=""_blank"">Tmem120b</a>";"5";"transmembrane protein 120B";"Cluster_7";0,4213;-0,0812;-0,3401;-1,222;-0,8676;-0,4364;-0,8422;-1,6364;-0,3646;-2,0888;-1,2258;-1,2481;-0,9521;-1,3729;-1,9279;-0,1273;-1,4016;-0,7157;-0,8643;-0,6694;-0,8466;0,1634;1,6403;2,1489;1,2955;0,5965;-0,0635;0,3185;-0,3812;-0,2216;-0,6748;1,2488;-0,293;1,2802;-1,3565;-0,639
"381801";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=381801"" target=""_blank"">Tatdn2</a>";"6";"TatD DNase domain containing 2";"Cluster_7";0,1489;0,4883;-0,6372;-0,7423;-0,9088;-1,2409;-0,9625;-1,5529;-1,3677;-0,9434;-0,7803;-1,1554;-0,6911;-0,852;-1,5232;0,2126;-0,3275;-1,2003;0,8264;-0,3941;0,1813;1,0103;1,0976;0,8992;1,3154;1,3675;0,6065;0,9285;1,9925;-0,8045;-0,0232;2,1691;0,5005;-0,1927;-0,3374;-0,2777
"433224";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=433224"" target=""_blank"">Gm5512</a>";"19";"required for meiotic nuclear division 1 pseudogene";"Cluster_7";0,0068;-0,515;0,5081;-0,4658;-1,0891;0,6329;-1,2132;-2,0188;-0,4173;-2,0887;-1,8516;-0,6821;-1,4989;-1,2384;-2,3004;-0,7042;-1,0209;-1,1791;-0,0351;-2,1574;-0,5565;-0,4891;-1,1174;-0,0768;-0,4935;1,6302;0,3355;0,8286;1,2717;-0,4262;0,8938;1,3483;-0,1392;-0,6821;-0,6023;-0,1436
"624219";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=624219"" target=""_blank"">Gm6484</a>";"9";"predicted gene 6484";"Cluster_7";0,42;-0,298;-0,122;-0,9624;-1,364;-1,2662;-0,8095;-1,7185;-1,165;-1,7229;-1,3823;-1,2114;-1,6079;-1,6162;-1,6847;-1,6591;-2,0125;-1,9237;-2,0154;-1,854;-0,9795;0,788;0,6845;0,6169;0,4314;0,3649;0,8679;0,4618;0,0586;0,576;-0,9208;-1,2357;0,5495;-0,274;0,188;0,8658
"11772";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11772"" target=""_blank"">Ap2a2</a>";"7";"adaptor-related protein complex 2, alpha 2 subunit";"Cluster_8";-0,3582;0,7381;-0,3798;0,0905;-0,3118;-0,0725;-0,3244;-0,0138;-1,4356;-1,0867;-0,1961;-1,4251;-1,0266;-1,0529;-1,638;-2,2909;-0,9325;-2,8628;-2,2142;-1,1396;-2,7077;-1,361;-1,2819;-1,6022;-1,1359;-1,1667;-1,2503;-1,2179;-0,3502;-0,4478;-0,0865;1,8399;0,9636;-0,2737;0,6344;-0,0686
"12036";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12036"" target=""_blank"">Bcat2</a>";"7";"branched chain aminotransferase 2, mitochondrial";"Cluster_8";-1,219;0,3655;0,8535;-0,1369;0,0606;0,0342;-0,4345;-0,9361;0,8142;0,597;-0,7582;0,1233;-0,0043;-0,0572;-0,2609;-1,1811;-1,1687;-1,5399;-0,7104;-2,1349;-2,0376;-2,4104;-1,7312;-2,6899;0,0058;-0,809;0,088;0,1884;0,4407;0,2981;0,4893;0,6457;1,1696;-0,9473;-1,1618;0,8601
"12153";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12153"" target=""_blank"">Bmp1</a>";"14";"bone morphogenetic protein 1";"Cluster_8";-0,5888;-0,0929;0,6817;-0,8516;-0,6043;-0,3913;-0,7351;-1,1165;-0,4657;-0,9325;-1,3757;-0,7393;-1,9583;-1,8285;-1,4731;-2,0638;-1,8936;-2,4222;-1,8514;-1,6645;-1,2989;-1,8863;-2,0893;-1,5824;-1,7858;-0,5964;-0,0849;0,2057;-0,6594;0,7359;-0,0479;-0,561;2,0464;-0,6284;-0,2462;1,123
