"";"Symbol";"Chromosome";"Description";"Cluster";"Mean_WT_00Hr";"Mean_WT_02Hr";"Mean_WT_04Hr";"Mean_WT_06Hr";"Mean_WT_08Hr";"Mean_WT_10Hr";"Mean_WT_12Hr";"Mean_WT_14Hr";"Mean_WT_16Hr";"Mean_WT_18Hr";"Mean_WT_20Hr";"Mean_WT_22Hr";"Min";"Max";"Range";"pANOVA";"FDR"
"193740";"Hspa1a";"17";"heat shock protein 1A";"Cluster_5";6,7037;6,626;6,5919;6,5794;6,5944;6,5968;6,5939;6,859;6,6908;6,6893;6,6001;6,5945;6,528;6,9702;0,4422;0,0073;0,024
"217431";"Nol10";"12";"nucleolar protein 10";"Cluster_5";7,6586;7,4772;7,4473;7,3815;7,292;7,5755;7,497;7,9242;7,606;7,4831;7,3868;7,6236;7,2499;7,9759;0,726;1,8e-06;3,1e-05
"230734";"Yrdc";"4";"yrdC domain containing (E.coli)";"Cluster_5";7,2817;7,2166;7,0704;7,0848;7,2109;7,3107;7,4114;7,4511;7,24;7,1112;6,9806;7,1839;6,8748;7,4903;0,6155;0,0014;0,0066
"100034361";"Mfap1b";"2";"microfibrillar-associated protein 1B";"Cluster_5";7,434;7,3146;7,3102;7,3963;7,4051;7,4984;7,4657;7,7539;7,3608;7,3486;7,3754;7,441;7,1793;7,8231;0,6438;0,003;0,012
"15481";"Hspa8";"9";"heat shock protein 8";"Cluster_6";10,145;10,4532;10,1154;9,6316;9,521;9,8389;10,1781;10,9021;11,3453;10,9041;9,3746;9,1668;8,6556;11,5696;2,914;2,3e-05;0,00025
"76737";"Creld2";"15";"cysteine-rich with EGF-like domains 2";"Cluster_6";9,3919;9,3579;9,1268;8,5163;7,6737;7,8074;8,1877;9,1212;10,0313;9,9172;8,6618;8,0487;7,5812;10,4661;2,885;3,1e-06;4,9e-05
"74126";"Syvn1";"19";"synovial apoptosis inhibitor 1, synoviolin";"Cluster_6";11,5034;11,5868;11,1219;10,7967;10,2451;10,2156;10,5069;10,8966;11,5437;11,5444;10,7316;10,4516;10,0691;12,365;2,2959;0,00021;0,0014
"52004";"Cdk2ap2";"19";"CDK2-associated protein 2";"Cluster_6";8,7615;8,9025;8,7362;8,4857;8,2059;8,1613;8,1296;8,4982;8,9443;8,8617;8,6493;8,4322;7,7203;9,353;1,6327;0,00045;0,0025
"20867";"Stip1";"19";"stress-induced phosphoprotein 1";"Cluster_6";8,8617;9,0427;8,9712;8,5899;8,2747;8,2246;8,3065;8,8805;9,4279;9,4665;9,4196;8,9062;8,116;9,6922;1,5762;1e-07;3,5e-06
"56455";"Dynll1";"5";"dynein light chain LC8-type 1";"Cluster_6";8,6326;8,5827;8,6478;8,2435;7,9623;8,0153;8,1312;8,5484;8,9169;8,7729;8,4541;8,6686;7,6853;9,1181;1,4328;0,0017;0,0074
"171508";"Creld1";"6";"cysteine-rich with EGF-like domains 1";"Cluster_6";8,7389;8,7877;8,7584;8,6326;8,4143;8,4576;8,3081;8,4953;8,8669;9,0517;8,7234;8,5963;7,9719;9,3848;1,4129;0,0052;0,018
"66357";"Ostc";"3";"oligosaccharyltransferase complex subunit";"Cluster_6";10,2879;10,3272;10,1824;9,9136;9,632;9,6218;9,8167;10,1169;10,2271;10,357;9,9855;10,007;9,4667;10,735;1,2683;0,00034;0,002
"11938";"Atp2a2";"5";"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2";"Cluster_6";9,0827;8,8716;8,6062;8,3515;8,0257;8,1986;8,2982;8,6421;8,8808;8,9236;8,7174;8,5258;7,9611;9,1891;1,228;2,1e-05;0,00024
"15903";"Id3";"4";"inhibitor of DNA binding 3";"Cluster_6";7,3213;7,0405;7,0691;6,8685;7,0414;6,9025;6,9722;7,1714;7,5551;7,3008;7,0304;7,0115;6,7917;7,9661;1,1744;0,0039;0,015
"67475";"Ero1lb";"13";"ERO1-like beta (S. cerevisiae)";"Cluster_6";8,2313;8,4811;8,2557;8,1611;7,8066;7,7838;7,7643;8,0769;8,1623;8,2801;7,9224;7,9308;7,5231;8,6946;1,1715;0,0076;0,025
"110172";"Slc35b1";"11";"solute carrier family 35, member B1";"Cluster_6";9,6631;9,7403;9,7797;9,5861;9,2952;9,2995;9,1194;9,6915;9,7768;9,6083;9,477;9,6682;9,0125;10,0217;1,0092;0,00065;0,0034
"57377";"Mogs";"6";"mannosyl-oligosaccharide glucosidase";"Cluster_6";8,5503;8,5591;8,4871;8,3641;8,1766;8,0515;8,1515;8,3404;8,7073;8,5657;8,3748;8,4628;7,8693;8,8745;1,0052;0,0018;0,0078
"12282";"Hyou1";"9";"hypoxia up-regulated 1";"Cluster_6";7,0446;7,1688;7,0941;7,0232;6,8592;6,8331;6,8301;7,0098;7,1771;7,1461;7,1661;6,9922;6,7813;7,355;0,5737;0,0028;0,011
"13667";"Eif2b4";"5";"eukaryotic translation initiation factor 2B, subunit 4 delta";"Cluster_6";9,0434;9,0698;8,9145;8,9273;8,6977;8,833;8,8372;9,0079;9,1105;9,1069;8,9056;8,9485;8,5945;9,3429;0,7484;0,0095;0,03
"20333";"Sec22b";"3";"SEC22 vesicle trafficking protein homolog B (S. cerevisiae)";"Cluster_6";9,2444;9,3302;9,3035;9,1237;8,7682;8,7242;8,9314;9,1256;9,3482;9,3498;8,9864;9,0543;8,5876;9,4557;0,8682;5,1e-08;2e-06
"20641";"Snrpd1";"18";"small nuclear ribonucleoprotein D1";"Cluster_6";7,9833;7,9509;7,8793;7,7647;7,7732;7,6999;7,7384;8,0092;8,1036;7,9042;7,9246;7,9969;7,6306;8,3849;0,7543;0,0097;0,031
"21787";"Tfg";"16";"Trk-fused gene";"Cluster_6";8,9964;9,0188;8,8291;8,6946;8,5572;8,6096;8,689;8,7971;8,8753;8,9993;8,5524;8,7656;8,3852;9,2359;0,8507;6,3e-05;0,00055
"54369";"Nme6";"9";"NME/NM23 nucleoside diphosphate kinase 6";"Cluster_6";7,2981;7,4075;7,3132;7,1586;7,1065;7,0858;7,0855;7,2783;7,3894;7,3669;7,0929;7,1045;6,9008;7,5826;0,6818;0,008;0,026
"56041";"Uso1";"5";"USO1 vesicle docking factor";"Cluster_6";8,0904;8,1578;8,0146;8,0484;7,8598;7,8263;7,975;8,1306;8,1767;8,2245;7,964;7,8423;7,7305;8,364;0,6335;0,0014;0,0063
"57267";"Apba3";"10";"amyloid beta (A4) precursor protein-binding, family A, member 3";"Cluster_6";8,186;8,1462;8,0516;7,9797;7,8574;7,8314;7,9376;8,1321;8,3537;8,3193;8,247;8,0242;7,7593;8,509;0,7496;1,6e-06;2,9e-05
"57905";"Isy1";"6";"ISY1 splicing factor homolog (S. cerevisiae)";"Cluster_6";8,0326;8,0456;7,9425;7,8251;7,7812;7,74;7,8418;8,0111;8,0672;8,1063;8,05;7,9601;7,7193;8,1834;0,4641;6,7e-06;9,3e-05
"60365";"Rbm8a";"3";"RNA binding motif protein 8a";"Cluster_6";7,3341;7,2926;7,1894;7,1528;7,0528;7,0818;7,1366;7,1654;7,4149;7,4081;7,3833;7,2219;7,0182;7,5018;0,4836;0,00062;0,0033
"66111";"Tmed3";"9";"transmembrane emp24 domain containing 3";"Cluster_6";7,4988;7,5561;7,445;7,1966;7,1057;7,0703;7,2096;7,3687;7,59;7,444;7,1694;7,1221;6,9903;7,7436;0,7533;5,5e-05;0,00049
"66136";"Znrd1";"17";"zinc ribbon domain containing, 1";"Cluster_6";7,788;7,6525;7,6647;7,5595;7,4796;7,5023;7,5488;7,765;7,8267;7,7384;7,6719;7,6826;7,4534;7,8671;0,4137;2,9e-09;1,8e-07
"66256";"Ssr2";"3";"signal sequence receptor, beta";"Cluster_6";9,7427;9,7283;9,7557;9,5308;9,4849;9,4195;9,3591;9,6037;9,8736;9,8211;9,6154;9,6099;9,2439;9,9779;0,7341;0,0021;0,009
"66276";"1810009A15Rik";"19";"RIKEN cDNA 1810009A15 gene";"Cluster_6";7,3735;7,3939;7,4328;7,2843;7,2314;7,2112;7,2845;7,3683;7,6145;7,5385;7,4302;7,4603;7,1671;7,6638;0,4967;4,8e-06;7e-05
"66495";"Ndufb3";"1";"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3";"Cluster_6";9,4365;9,4515;9,5539;9,3282;9,3805;9,3954;9,2657;9,6581;9,633;9,5082;9,3397;9,4169;8,9761;9,7413;0,7652;0,0079;0,026
"67511";"Tmed9";"13";"transmembrane emp24 protein transport domain containing 9";"Cluster_6";8,5799;8,5822;8,5641;8,4648;8,2792;8,2311;8,3134;8,4826;8,5282;8,558;8,2955;8,3814;8,0984;8,6576;0,5592;0,00023;0,0015
"67976";"Trabd";"15";"TraB domain containing";"Cluster_6";7,4449;7,5162;7,507;7,3286;7,3655;7,3831;7,4575;7,6088;7,6402;7,5202;7,3349;7,3663;7,2347;7,6981;0,4634;0,0047;0,017
"69051";"Pycr2";"1";"pyrroline-5-carboxylate reductase family, member 2";"Cluster_6";7,2682;7,2899;7,1703;7,161;7,0107;6,9673;7,0298;7,025;7,2661;7,2254;7,1288;7,1312;6,841;7,4223;0,5813;0,0037;0,014
"74479";"Snx11";"11";"sorting nexin 11";"Cluster_6";7,6137;7,7212;7,6499;7,4783;7,5019;7,4863;7,471;7,6494;7,6713;7,6078;7,4316;7,6524;7,3438;7,865;0,5212;0,001;0,0048
"75692";"Nr2c2ap";"8";"nuclear receptor 2C2-associated protein";"Cluster_6";7,2453;7,2509;7,1178;6,9952;6,943;7,021;6,9958;7,2319;7,2653;7,2039;7,1562;7,1683;6,8791;7,4177;0,5386;0,00019;0,0013
"76899";"Golga1";"2";"golgi autoantigen, golgin subfamily a, 1";"Cluster_6";7,3685;7,3868;7,3648;7,2221;7,1468;7,1849;7,2262;7,3849;7,3973;7,331;7,2702;7,2635;7,0445;7,4856;0,4412;0,001;0,005
"94181";"Nans";"4";"N-acetylneuraminic acid synthase (sialic acid synthase)";"Cluster_6";7,232;7,34;7,1892;7,0914;6,9559;6,9615;6,9572;7,0311;7,1791;7,2146;6,9928;7,1057;6,874;7,4856;0,6116;0,0035;0,013
"98238";"Lrrc59";"11";"leucine rich repeat containing 59";"Cluster_6";7,2443;7,3684;7,191;7,1804;7,0887;6,994;7,1118;7,1757;7,3427;7,3843;7,169;7,1649;6,9651;7,4928;0,5277;0,0023;0,0095
"100494";"Zfand2a";"5";"zinc finger, AN1-type domain 2A";"Cluster_6";7,9233;7,8332;7,6498;7,7386;7,5721;7,6469;7,6664;7,9233;7,9038;7,8952;7,7547;7,7142;7,3753;8,0823;0,707;0,0081;0,026
"108960";"Irak2";"6";"interleukin-1 receptor-associated kinase 2";"Cluster_6";7,7242;7,6144;7,7275;7,4637;7,452;7,3072;7,3552;7,9421;8,0536;7,8844;7,6915;7,721;7,1971;8,082;0,8849;5,3e-07;1,2e-05
"223774";"Alg12";"15";"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)";"Cluster_6";7,4947;7,3959;7,3697;7,181;6,996;7,0042;7,0367;7,2169;7,3701;7,3875;7,1704;7,2003;6,9614;7,5802;0,6189;1,6e-09;1,2e-07
"226154";"Lzts2";"19";"leucine zipper, putative tumor suppressor 2";"Cluster_6";7,1273;7,1923;7,1064;7,0489;6,9181;6,9352;6,935;7,1524;7,2349;7,2262;7,0775;7,0731;6,8269;7,2907;0,4637;0,0043;0,016
"320011";"Uggt1";"1";"UDP-glucose glycoprotein glucosyltransferase 1";"Cluster_6";8,6957;8,7402;8,561;8,5622;8,3054;8,3426;8,4326;8,6185;8,7424;8,8197;8,7322;8,6262;8,1139;9,0797;0,9658;0,0069;0,023
"21835";"Thrsp";"7";"thyroid hormone responsive";"Cluster_7";9,9752;10,3421;8,9353;8,551;8,9837;10,1922;9,9266;11,6747;11,8573;11,4498;10,1921;10,8859;8,439;12,0659;3,6269;4,5e-05;0,00042
"78894";"Aacs";"5";"acetoacetyl-CoA synthetase";"Cluster_7";9,4861;9,0963;8,0182;8,1016;8,7061;9,4273;9,4287;9,7774;9,9077;10,2154;9,2063;9,6293;7,3515;10,7749;3,4234;9,5e-05;0,00075
"13122";"Cyp7a1";"4";"cytochrome P450, family 7, subfamily a, polypeptide 1";"Cluster_7";9,9369;10,501;8,9106;9,258;10,0021;11,2555;10,4204;11,2447;11,3047;11,4861;11,1349;10,7895;8,4899;11,6969;3,207;3,1e-05;0,00032
"624219";"Gm6484";"9";"predicted gene 6484";"Cluster_7";9,6994;8,3753;8,3383;8,1085;7,8902;7,6372;7,9123;10,4694;10,3127;10,1034;9,1071;9,9868;7,471;10,659;3,188;3,1e-08;1,3e-06
"18113";"Nnmt";"9";"nicotinamide N-methyltransferase";"Cluster_7";9,8399;9,6932;9,83;9,4637;9,3077;9,7681;10,3544;10,518;11,0678;10,8396;11,0152;10,2103;9,1125;11,8598;2,7473;0,00019;0,0013
"14605";"Tsc22d3";"X";"TSC22 domain family, member 3";"Cluster_7";9,2628;9,1446;8,7207;8,2754;8,4786;9,3018;9,2448;10,164;10,172;9,9939;9,6853;9,8834;8,0834;10,5198;2,4364;1,4e-07;4,6e-06
"108112";"Eif4ebp3";"18";"eukaryotic translation initiation factor 4E binding protein 3";"Cluster_7";7,2689;7,021;6,9691;7,1267;7,0385;7,3863;7,8693;8,3419;8,5704;8,2763;8,0382;7,6725;6,8269;9,0842;2,2572;3,7e-07;9e-06
"244152";"Tsku";"7";"tsukushi";"Cluster_7";7,3666;7,2514;6,8149;6,7676;6,8537;7,6212;7,5424;8,5346;8,2708;7,9215;7,7274;7,5778;6,6594;8,7004;2,0409;8,5e-12;2,2e-09
"68041";"Mid1ip1";"X";"Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))";"Cluster_7";8,3187;8,0654;7,8267;7,7122;7,9708;7,8865;7,5319;8,5051;8,7363;8,4874;8,1969;8,5914;7,2128;8,831;1,6182;0,00026;0,0016
"18263";"Odc1";"12";"ornithine decarboxylase, structural 1";"Cluster_7";9,8819;9,4502;9,4294;9,2889;8,8886;9,2578;9,2915;9,8802;10,1665;10,3489;10,2465;10,0435;8,8548;10,4707;1,6159;4,3e-08;1,7e-06
"22042";"Tfrc";"16";"transferrin receptor";"Cluster_7";7,838;8,1252;7,6258;7,5619;7,1687;7,7057;7,9362;8,1029;8,3235;8,5581;8,2381;8,1921;7,0629;8,649;1,5861;7,9e-05;0,00066
"14263";"Fmo5";"3";"flavin containing monooxygenase 5";"Cluster_7";8,9662;8,8007;8,5553;8,5369;8,4651;8,8966;8,8199;9,4447;9,4599;9,4576;9,3463;9,2478;8,4011;9,7745;1,3733;5,2e-07;1,2e-05
"56209";"Gde1";"7";"glycerophosphodiester phosphodiesterase 1";"Cluster_7";8,9862;8,8423;8,8153;8,698;8,7185;9,209;9,6422;9,8037;9,9382;9,7686;9,5988;9,1904;8,6484;9,9999;1,3516;1,1e-11;2,5e-09
"23945";"Mgll";"6";"monoglyceride lipase";"Cluster_7";8,2591;8,1433;8,1716;8,0979;8,1599;8,3132;8,2795;8,4767;8,8287;8,8216;8,5387;8,4842;7,6623;8,9269;1,2647;0,0013;0,0061
"80888";"Hspb8";"5";"heat shock protein 8";"Cluster_7";8,6828;8,754;8,6461;8,5306;8,5961;8,6213;8,8591;9,2445;9,2608;9,1571;9,1551;8,6369;8,3381;9,5557;1,2176;0,00021;0,0014
"21924";"Tnnc1";"14";"troponin C, cardiac/slow skeletal";"Cluster_7";6,9918;6,9362;6,8376;6,7919;6,7567;6,9259;6,9629;7,4704;7,6864;7,6717;7,3038;7,3055;6,7337;7,8895;1,1558;2,9e-11;5,7e-09
"67892";"Coa6";"8";"cytochrome c oxidase assembly factor 6";"Cluster_7";9,2888;9,2008;9,1313;9,1221;9,1482;9,3989;9,5699;9,5676;9,8478;9,7284;9,4626;9,5267;8,929;10,0199;1,0909;0,004;0,015
"19885";"Rorc";"3";"RAR-related orphan receptor gamma";"Cluster_7";7,4816;7,2532;7,0913;7,0435;7,0692;7,1876;7,2461;7,4417;7,7024;7,7733;7,9455;7,818;6,9651;8,0388;1,0737;1,1e-13;5,6e-11
"107094";"Rrp12";"19";"ribosomal RNA processing 12 homolog (S. cerevisiae)";"Cluster_7";7,757;7,6808;7,4915;7,3739;7,2065;7,4463;7,6066;8,0678;8,0759;8,0499;7,7407;7,7684;7,15;8,1685;1,0186;1,7e-06;3e-05
"11529";"Adh7";"3";"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide";"Cluster_7";7,4756;7,3716;7,2173;7,2104;7,3442;7,326;7,6144;7,7968;7,6973;7,7332;7,7789;7,6078;7,1468;8,1593;1,0124;0,00045;0,0025
"26379";"Esrra";"19";"estrogen related receptor, alpha";"Cluster_7";8,3244;8,1613;8,0881;7,9661;8,1951;8,3954;8,3455;8,5203;8,7511;8,5196;8,5199;8,2944;7,9164;8,925;1,0086;2,5e-05;0,00027
"68241";"Fam195a";"17";"family with sequence similarity 195, member A";"Cluster_7";8,1577;8,07;8,0349;7,9983;8,0162;8,2203;8,2736;8,5056;8,7031;8,5385;8,4447;8,3418;7,8291;8,8327;1,0036;4,5e-05;0,00042
"11647";"Alpl";"4";"alkaline phosphatase, liver/bone/kidney";"Cluster_7";7,0047;6,9839;6,978;6,9461;6,9771;7,0904;7,1056;7,0887;7,3037;7,3468;7,2028;7,1457;6,8484;7,4697;0,6213;8,3e-06;0,00011
"12361";"Cask";"X";"calcium/calmodulin-dependent serine protein kinase (MAGUK family)";"Cluster_7";7,8431;7,8659;7,828;7,797;7,8533;7,8816;7,9718;8,039;8,0458;8,1572;8,1543;7,9515;7,6215;8,3683;0,7468;0,00092;0,0045
"12492";"Scarb2";"5";"scavenger receptor class B, member 2";"Cluster_7";8,1506;8,127;8,034;8,1451;8,0347;8,1949;8,178;8,1808;8,3524;8,2859;8,4404;8,2059;7,9029;8,4691;0,5662;0,0024;0,01
"13046";"Celf1";"2";"CUGBP, Elav-like family member 1";"Cluster_7";7,573;7,5838;7,6156;7,529;7,5001;7,5399;7,6013;7,7149;7,7201;7,7618;7,7645;7,6658;7,4598;7,9302;0,4704;0,001;0,0049
"14057";"Sfxn1";"13";"sideroflexin 1";"Cluster_7";11,0013;10,8829;10,8003;10,871;10,7999;10,8572;10,9947;11,0537;11,1278;11,1708;11,2137;11,0616;10,6988;11,3268;0,628;0,00069;0,0036
"15378";"Hnf4a";"2";"hepatic nuclear factor 4, alpha";"Cluster_7";10,0747;9,9784;9,9337;9,9062;9,9723;10,1084;10,1988;10,4739;10,4661;10,1913;10,2171;10,1534;9,7624;10,5813;0,8189;0,00092;0,0045
"16438";"Itpr1";"6";"inositol 1,4,5-trisphosphate receptor 1";"Cluster_7";9,1161;9,2296;9,1543;9,1466;9,0986;9,2004;9,6719;9,5792;9,6284;9,7042;9,6395;9,293;9,0499;9,9548;0,905;7,6e-07;1,6e-05
"18226";"Nup62";"7";"nucleoporin 62";"Cluster_7";7,6936;7,5593;7,5198;7,4759;7,312;7,3067;7,4039;7,5878;7,7796;7,8663;7,7571;7,7016;7,1789;7,9208;0,7419;0,00027;0,0017
"20648";"Snta1";"2";"syntrophin, acidic 1";"Cluster_7";7,5015;7,4185;7,3742;7,4297;7,3817;7,4554;7,4618;7,5196;7,7391;7,764;7,6383;7,6742;7,2767;7,9394;0,6627;0,0098;0,031
"20714";"Serpina3k";"12";"serine (or cysteine) peptidase inhibitor, clade A, member 3K";"Cluster_7";7,8117;7,7259;7,6286;7,5924;7,4768;7,505;7,7945;7,8824;7,8856;7,8994;7,8123;7,8038;7,3261;8,1061;0,78;0,00015;0,0011
"20787";"Srebf1";"11";"sterol regulatory element binding transcription factor 1";"Cluster_7";7,4595;7,3976;6,985;7,066;7,1618;7,2307;7,1546;7,3672;7,5707;7,5612;7,4706;7,4335;6,8835;7,7024;0,8189;1,9e-05;0,00021
"20815";"Srpk1";"17";"serine/arginine-rich protein specific kinase 1";"Cluster_7";7,624;7,5781;7,5445;7,5533;7,5328;7,5221;7,6292;7,7491;7,7974;7,7465;7,7583;7,7161;7,4618;7,8576;0,3959;5,2e-05;0,00047
"21877";"Tk1";"11";"thymidine kinase 1";"Cluster_7";7,2038;7,1326;7,0956;7,1046;7,219;7,2247;7,1528;7,2318;7,327;7,317;7,3883;7,2261;6,9046;7,5002;0,5956;0,009;0,029
"22021";"Tpst1";"5";"protein-tyrosine sulfotransferase 1";"Cluster_7";8,8204;8,6983;8,6952;8,544;8,5273;8,5864;8,6452;8,8603;9,0565;9,1054;9,0187;8,781;8,4487;9,2521;0,8034;3,1e-05;0,00032
"22419";"Wnt5b";"6";"wingless-type MMTV integration site family, member 5B";"Cluster_7";6,8038;6,7828;6,7866;6,7931;6,7783;6,8133;6,9164;6,831;7,0567;7,0406;6,9446;6,8305;6,7491;7,1759;0,4268;1,2e-06;2,3e-05
"22628";"Ywhag";"5";"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide";"Cluster_7";8,7162;8,8145;8,79;8,5362;8,6241;8,8028;8,6351;8,9732;9,0878;9,1382;8,9807;8,9793;8,3574;9,2628;0,9054;1,7e-05;2e-04
"26416";"Mapk14";"17";"mitogen-activated protein kinase 14";"Cluster_7";8,8415;8,8501;8,8232;8,7433;8,6581;8,8482;8,9917;9,1039;9,2577;9,2896;9,2691;8,9494;8,5295;9,474;0,9445;0,002;0,0085
"26943";"Serinc3";"2";"serine incorporator 3";"Cluster_7";9,5804;9,4072;9,4191;9,3521;9,1821;9,4338;9,6702;9,6879;9,777;9,844;9,8053;9,7134;9,1472;10,0425;0,8953;1e-05;0,00013
"27407";"Abcf2";"5";"ATP-binding cassette, sub-family F (GCN20), member 2";"Cluster_7";7,5972;7,5691;7,4895;7,4877;7,4723;7,5346;7,6023;7,7351;7,768;7,6569;7,6039;7,5609;7,3991;7,8371;0,438;0,006;0,021
"52040";"Ppp1r10";"17";"protein phosphatase 1, regulatory subunit 10";"Cluster_7";7,3709;7,1073;7,1622;6,9834;6,9434;7,0832;7,4381;7,2948;7,4309;7,351;7,2117;7,3228;6,8516;7,6065;0,7549;0,0012;0,0055
"56412";"Noa1";"5";"nitric oxide associated 1";"Cluster_7";7,759;7,6134;7,5818;7,5108;7,4753;7,6061;7,589;7,8644;7,9936;7,909;7,7807;7,7144;7,2985;8,0927;0,7943;0,00011;0,00082
"57295";"Icmt";"4";"isoprenylcysteine carboxyl methyltransferase";"Cluster_7";7,6225;7,6016;7,6568;7,5692;7,5777;7,7027;7,6074;7,7428;7,8723;7,9223;7,8796;7,6488;7,4591;7,991;0,5319;0,00081;0,0041
"66048";"Emc6";"11";"ER membrane protein complex subunit 6";"Cluster_7";10,1305;9,958;9,9379;9,9479;9,9341;9,979;9,8901;10,0491;10,1108;10,1713;10,1794;10,0668;9,8099;10,2614;0,4515;0,0013;0,006
"66079";"Tmem42";"9";"transmembrane protein 42";"Cluster_7";8,1283;8,0028;7,9597;7,9742;7,9184;7,9891;8,0348;8,1523;8,1477;8,1945;8,1255;8,0731;7,8672;8,409;0,5418;0,0049;0,018
"66292";"Mrps21";"3";"mitochondrial ribosomal protein S21";"Cluster_7";8,5847;8,5915;8,5746;8,3132;8,4616;8,4936;8,4717;8,8163;8,8912;8,7531;8,726;8,7957;8,2363;8,9473;0,711;2,9e-05;3e-04
"66387";"Nudt8";"19";"nudix (nucleoside diphosphate linked moiety X)-type motif 8";"Cluster_7";7,9617;7,8995;7,8935;7,8108;7,7645;7,7988;7,8806;7,9211;8,1666;8,1055;8,0489;8,0209;7,7266;8,2517;0,5251;8,6e-05;7e-04
"66390";"Slmo2";"2";"slowmo homolog 2 (Drosophila)";"Cluster_7";9,9561;9,9621;9,8494;9,6877;9,5883;9,886;9,9266;10,2325;10,2785;10,1003;10,022;10,0538;9,4703;10,3495;0,8792;0,0015;0,0068
"66953";"Cdca7";"2";"cell division cycle associated 7";"Cluster_7";7,033;6,9511;6,9413;6,9527;6,9406;6,9431;6,9801;7,1648;7,1923;7,2632;7,1141;7,0871;6,8772;7,3782;0,5009;0,00029;0,0018
"66979";"Pole4";"6";"polymerase (DNA-directed), epsilon 4 (p12 subunit)";"Cluster_7";7,2873;7,1181;7,1199;7,0842;7,0102;7,141;7,1303;7,187;7,3416;7,4268;7,3983;7,2576;6,9985;7,5963;0,5977;0,00088;0,0044
"66990";"Tmem134";"19";"transmembrane protein 134";"Cluster_7";8,3516;8,1125;8,0414;8,1601;8,0502;8,1744;8,2304;8,1813;8,3249;8,425;8,3151;8,2403;7,9619;8,5103;0,5484;0,0046;0,017
"68332";"Sdhaf1";"7";"succinate dehydrogenase complex assembly factor 1";"Cluster_7";8,1861;7,9979;8,1533;7,9383;7,8888;8,1117;7,9955;8,1022;8,299;8,2746;8,2284;8,1723;7,7929;8,3465;0,5535;6,9e-06;9,4e-05
"68832";"1110057K04Rik";"12";"RIKEN cDNA 1110057K04 gene";"Cluster_7";8,3944;8,4004;8,3215;8,2395;8,2871;8,3523;8,3136;8,3394;8,5108;8,5683;8,5398;8,4612;8,1449;8,6994;0,5545;0,0035;0,014
"69568";"Vkorc1l1";"5";"vitamin K epoxide reductase complex, subunit 1-like 1";"Cluster_7";7,8772;7,8746;7,8251;7,8354;7,7979;7,8988;7,89;8,1095;8,045;8,0499;7,9328;7,858;7,7463;8,2274;0,4811;0,00054;0,003
"70025";"Acot7";"4";"acyl-CoA thioesterase 7";"Cluster_7";7,6274;7,6547;7,5584;7,5747;7,5599;7,6299;7,5813;7,77;7,8186;7,7886;7,775;7,6838;7,3872;7,8899;0,5027;0,0021;0,0089
"71562";"Afmid";"11";"arylformamidase";"Cluster_7";7,913;7,8903;7,6721;7,7098;7,6918;7,6987;7,64;7,906;8,0064;8,0251;8,09;7,9281;7,271;8,1731;0,9021;0,0035;0,013
"71974";"Prmt3";"7";"protein arginine N-methyltransferase 3";"Cluster_7";8,1027;8,1246;8,0238;7,8713;7,7486;7,8856;7,9196;8,3225;8,4187;8,3617;8,2227;8,1738;7,6857;8,4797;0,794;1,4e-05;0,00017
"74325";"Cltb";"13";"clathrin, light polypeptide (Lcb)";"Cluster_7";7,4425;7,4513;7,3574;7,4451;7,3395;7,3354;7,428;7,5449;7,5119;7,6825;7,558;7,4994;7,2553;7,7657;0,5104;1,6e-06;3e-05
"74747";"Ddit4";"10";"DNA-damage-inducible transcript 4";"Cluster_7";7,2997;7,2896;7,0687;7,0325;6,8312;6,9821;7,3906;7,3417;7,455;7,3047;7,3914;7,3728;6,7396;7,7057;0,966;0,0063;0,022
"77609";"Ccdc151";"9";"coiled-coil domain containing 151";"Cluster_7";6,9578;6,86;6,8428;6,8136;6,7942;6,7967;6,7936;7,0132;7,3427;7,3457;7,1912;7,042;6,6565;7,5923;0,9358;4e-06;6,2e-05
"83767";"Wasf1";"10";"WAS protein family, member 1";"Cluster_7";7,2773;7,1888;7,1102;7,0593;6,9439;7,0791;7,1196;7,347;7,4454;7,4739;7,4944;7,228;6,8921;7,6967;0,8046;7,1e-05;0,00061
"102247";"Agpat6";"8";"1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)";"Cluster_7";8,8255;8,7111;8,7164;8,7146;8,6169;8,8457;8,9992;9,1835;9,258;9,1381;9,177;8,817;8,5274;9,5155;0,9881;1,9e-05;0,00021
"103551";"E130012A19Rik";"11";"RIKEN cDNA E130012A19 gene";"Cluster_7";6,972;6,8658;6,8658;6,9338;6,9279;7,1603;7,2367;7,3636;7,4582;7,3538;7,3946;7,1495;6,8478;7,8059;0,9581;2e-05;0,00023
"103655";"Sec14l4";"11";"SEC14-like 4 (S. cerevisiae)";"Cluster_7";7,54;7,5305;7,4901;7,4778;7,5175;7,5506;7,6168;7,6849;7,8068;7,8693;7,7879;7,6802;7,3967;7,9612;0,5645;0,00011;0,00086
