"","symbol","chromosome","length","num_transcript","b_cell, Mean_Control","b_cell, Mean_SLE","b_cell, LogFC","b_cell, Pvalue","b_cell, FDR","t_cell, Mean_Control","t_cell, Mean_SLE","t_cell, LogFC","t_cell, Pvalue","t_cell, FDR"
"NA.510",NA,NA,NA,NA,0.666666666666667,0.666666666666667,0.289394323999008,1,1,0,0.333333333333333,1.88652408904901,0.999999999999999,1
"NA.511",NA,NA,NA,NA,0,0.333333333333333,1.98300398251756,0.999999999999994,1,0,0,0,1,1
"101927647","LOC101927647","chr3","4076","1",27.3333333333333,31.6666666666667,0.555353858278232,0.286725104726354,0.706625716106292,38.6666666666667,22.6666666666667,-0.747579452032953,0.277159855446603,0.79073975186384
"101927651","LOC101927651","chr18","774","3",0,0,0,1,1,0,0,0,1,1
"101927652","LOC101927652","chr18","391.25","4",0,0,0,1,1,0,0,0,1,1
"101927659","SMAD1-AS2","chr4","1123","1",0.666666666666667,0,-2.52698665629558,0.529152172647024,0.995484195295411,0,0.666666666666667,2.5962610509767,0.526954849917911,1
"101927660","LOC101927660","chr1","2238","1",0,0,0,1,1,0,0.333333333333333,1.89140657331528,1,1
"101927663","LOC101927663","chr1","259.25","4",1,0.333333333333333,-0.993004449166916,0.678181401707324,1,0.333333333333333,1.66666666666667,1.90302911628848,0.299272454301804,0.819684874503104
"101927670","LOC101927670","chr5","236","1",0.666666666666667,1.66666666666667,1.48180058570119,0.571440919420617,1,1.66666666666667,1.66666666666667,-0.259504274324393,1,1
"101927671","MIR202HG","chr10","741","2",0.333333333333333,0,-1.77099093994111,1,1,0.333333333333333,0.333333333333333,-0.0656354752496968,1,1
"101927673","LOC101927673","chr11","1640","1",0.666666666666667,0.333333333333333,-0.534323815764263,1,1,3.33333333333333,1,-1.79479722923674,0.231741472540474,0.710458114736122
"NA.512",NA,NA,NA,NA,0,0.333333333333333,2.03368831470759,0.999999999999998,1,0,0,0,1,1
"NA.513",NA,NA,NA,NA,7,6,0.143426435084469,0.912303927735107,1,11.6666666666667,3.33333333333333,-1.85843957203253,0.0686488604895882,0.358909038632146
"101927681","LOC101927681","chr4","1838","1",3,0.333333333333333,-2.46187140923767,0.0859779178419501,0.327524804403989,0.333333333333333,0,-1.90131079211692,1,1
"101927682","CD81-AS1","chr11","1174","1",0,0,0,1,1,0.333333333333333,0.666666666666667,0.634659468975853,1,1
"NA.514",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101927685","LOC101927685","chrX","1726","1",6,4,-0.132797887586432,0.921634719701091,1,6.66666666666667,3.66666666666667,-1.11039214348759,0.274129068001803,0.785850168827047
"101927686","LOC101927686","chr6","827","10",12.3333333333333,3.66666666666667,-1.39723007181258,0.116035905430733,0.397174230207976,1,1.33333333333333,0.370046326605358,0.999999999999997,1
"101927687","LOC101927687","chr2","462.6","5",0,0,0,1,1,0,0.333333333333333,1.88657748597355,1,1
"101927690","LOC101927690","chr14","2323","1",0,0,0,1,1,0,0.333333333333333,1.88670326206582,1,1
"101927691","LOC101927691","chr6","2468","1",0,1.33333333333333,3.80781983411066,0.211151313056611,0.582700504856332,0,0,0,1,1
"101927696","LOC101927696","chr11","406","1",0,0,0,1,1,0,0,0,1,1
"101927697","LOC101927697","chr5","3748","1",0,1,3.35213097072957,0.314240464306257,0.738585816196402,0,0,0,1,1
"101927699","LOC101927699","chr10","1283","1",0,0,0,1,1,0,0,0,1,1
"101927702","LOC101927702","chr14","2853","1",0.666666666666667,3.66666666666667,2.51738549476918,0.0723333839559834,0.290582170105929,2,0.666666666666667,-1.40495435459737,0.456454184077716,0.99750112232376
"NA.515",NA,NA,NA,NA,0,0,0,1,1,0,0.333333333333333,1.8868263939308,0.999999999999994,1
"NA.516",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101927708","LOC101927708","chr11","614","1",0.333333333333333,0,-1.77100316983646,1,1,0,0.666666666666667,2.59992457537119,0.528132869698617,1
"101927712","LOC101927712","chr13","812","1",0.333333333333333,0,-1.7709941638097,1,1,0,0,0,1,1
"NA.517",NA,NA,NA,NA,9.33333333333333,26,1.78993821266426,0.0431656723050424,0.204218647262238,0.666666666666667,2.33333333333333,1.77784864101699,0.296037024981356,0.815048848488984
"NA.518",NA,NA,NA,NA,4.33333333333333,4.33333333333333,0.256053743476224,0.912031040430401,1,2.66666666666667,2.33333333333333,-0.42355784710108,0.846317991467013,1
"NA.519",NA,NA,NA,NA,0.333333333333333,0.666666666666667,1.04995146026626,1,1,0,0.333333333333333,1.7914547035743,0.999999999999993,1
"NA.520",NA,NA,NA,NA,0.666666666666667,0,-2.50502979867275,0.588773014021587,1,1,1,-0.21411830294348,1,1
"101927723","LOC101927723","chr2","1525","1",12.6666666666667,4,-1.21078605079149,0.264022356727506,0.674089773534012,1,2.33333333333333,1.18489224195701,0.421645276791285,0.95716008204649
"NA.521",NA,NA,NA,NA,0,0.666666666666667,2.85109461925305,0.534202836471149,0.995484195295411,1,0.333333333333333,-1.3663957428149,0.727884099635839,1
"NA.522",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101927727","LOC101927727","chr17","838","1",0.666666666666667,0.666666666666667,0.265189938182134,1,1,0,0,0,1,1
"101927729","LOC101927729","chr14","378","1",0,0,0,1,1,0,0,0,1,1
"101927730","LOC101927730","chr6","1035","1",53.6666666666667,10.3333333333333,-2.00550007393476,0.000944845829152784,0.0122362004095958,22.6666666666667,6.33333333333333,-1.99341606806559,0.00294478125505514,0.0501323696910339
"NA.523",NA,NA,NA,NA,7.33333333333333,12,1.03519358392068,0.236379433352368,0.627827228141554,21,13,-0.953073234322904,0.173676207890577,0.60242767908735
"NA.524",NA,NA,NA,NA,0,0,0,1,1,0.666666666666667,0,-2.7090257568814,0.527062937499637,1
"101927736","LOC101927736","chr1","389","1",0,0,0,1,1,1,0.333333333333333,-1.39100575000195,0.686952339102246,1
"101927741","LOC101927741","chr2","475.5","2",0.333333333333333,0,-1.74729344547032,1,1,0,0.333333333333333,1.79151863708209,1,1
"101927745","LOC101927745","chr21","1136","1",0,0,0,1,1,0,0.333333333333333,1.88686083135844,0.999999999999997,1
"101927751","LOC101927751","chr15","1090","1",0.666666666666667,0.333333333333333,-0.493544798684824,0.999999999999996,1,0,0,0,1,1
"101927752","LOC101927752","chr8","619","1",8,6,-0.0557378647289473,1,1,3.33333333333333,8.33333333333333,1.09326795105566,0.314252621978856,0.830209003961077
"NA.525",NA,NA,NA,NA,0,0,0,1,1,0,0.333333333333333,1.89135579047035,0.999999999999996,1
"101927756","LOC101927756","chr14","471","1",0,0.333333333333333,1.98300252116657,0.999999999999993,1,0.666666666666667,0.333333333333333,-0.837614910679982,1,1
"101927759","LOC101927759","chr6","1668","1",24.6666666666667,2,-3.21443204982948,0.000234111773811649,0.00415896885507228,8.66666666666667,4.66666666666667,-0.886714433180225,0.38778023921663,0.921047328745602
"101927761","LOC101927761","chr5","534","1",2,1.66666666666667,-0.0145623768500445,1,1,0.666666666666667,1.33333333333333,0.661850197141816,0.764176054431382,1
"101927762","LOC101927762","chr10","988.5","2",0,0.666666666666667,2.86211651500998,0.583645790897209,1,0,0.666666666666667,2.59626073747843,0.526955988945885,1
"101927763","LOC101927763","chr11","3157","1",3.33333333333333,1.33333333333333,-0.894055386895763,0.584305831142932,1,5,1.33333333333333,-1.83509289026493,0.190810023406556,0.636817849522066
"101927764","LOC101927764","chr2","504.666666666667","3",0,0,0,1,1,0,0,0,1,1
"101927765","LOC101927765","chr1","615","1",7.33333333333333,4.33333333333333,-0.385507079971395,0.685185219350329,1,2.66666666666667,6,1.03074071607391,0.424600106765735,0.961173599149509
"101927767","LOC101927767","chr1","1325","1",0,0,0,1,1,1.33333333333333,0,-3.62507559537945,0.165730295269477,0.588231678048383
"NA.526",NA,NA,NA,NA,33,9.66666666666667,-1.42412114381329,0.0177589373197099,0.109363850040828,14.3333333333333,7.66666666666667,-0.939805052668894,0.23827373441774,0.723258878460381
"NA.527",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.528",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.529",NA,NA,NA,NA,8,0.666666666666667,-3.010024174553,0.0244798191020509,0.13661735015418,1.66666666666667,1,-0.645753922639459,0.796719270909145,1
"NA.530",NA,NA,NA,NA,2.33333333333333,1,-0.757716173272868,0.843677907081733,1,3.33333333333333,6.33333333333333,0.715327672305571,0.458972567587489,1
"101927779","LOC101927779","chr18","141","1",0,0,0,1,1,0,0,0,1,1
"NA.531",NA,NA,NA,NA,0.666666666666667,1,0.739837274183063,0.999999999999995,1,1.66666666666667,1.33333333333333,-0.396125498387376,0.999999999999999,1
"101927788","LOC101927788","chr15","347","1",0,0,0,1,1,0,0,0,1,1
"101927789","LOC101927789","chr11","855","3",2.66666666666667,0.333333333333333,-2.28096712324162,0.146238012866898,0.462666102153442,0.666666666666667,0.333333333333333,-0.843992647839386,1,1
"NA.532",NA,NA,NA,NA,0,0,0,1,1,0.333333333333333,1,1.06585794460687,1,1
"101927793","LOC101927793","chr16","1866.5","2",9,8,0.178738522534945,0.864289287430818,1,0,0.333333333333333,1.89130505926491,1,1
"NA.533",NA,NA,NA,NA,8,8.33333333333333,0.331917086348509,0.779155888408305,1,8,8.66666666666667,0.0769678643004585,0.941338000071825,1
"NA.534",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.535",NA,NA,NA,NA,3.33333333333333,0.666666666666667,-1.75434157508227,0.291592471998644,0.71300863763371,1,1.33333333333333,0.356797051596039,0.999999999999997,1
"101927805","LOC101927805","chr3","513","1",0.333333333333333,0,-1.74716415092033,1,1,0.333333333333333,1,1.17053911147045,0.673822506104427,1
"101927806","LOC101927806","chr1","1314","1",0,0,0,1,1,0,0.333333333333333,1.88693070091468,0.999999999999999,1
"101927809","LOC101927809","chr18","593","1",2,1.66666666666667,0.10186025555385,1,1,6.33333333333333,3,-1.16818132718735,0.198346737141491,0.649314557256996
"NA.536",NA,NA,NA,NA,0.666666666666667,0.333333333333333,-0.519669327248921,0.999999999999997,1,0,0.333333333333333,1.88698421212567,0.999999999999996,1
"101927811","LOC101927811","chr7","862.5","2",5,0.333333333333333,-3.17685687864964,0.0117628045107925,0.0812537805209744,0.666666666666667,0.666666666666667,-0.0416409851279583,1,1
"101927814","LOC101927814","chr16","1333","1",2.66666666666667,1.66666666666667,-0.239195401731884,1,1,2.33333333333333,0.333333333333333,-2.57187568021063,0.123455526897126,0.498016471130162
"101927823","LOC101927823","chr9","563","1",0,0,0,1,1,0,0,0,1,1
"101927824","LOC101927824","chr10","1596","1",1,0.666666666666667,-0.32203400262797,0.999999999999999,1,0,0.333333333333333,1.89132367619711,0.999999999999999,1
"101927825","LOC101927825","chr11","622.25","4",0,0,0,1,1,0.333333333333333,0,-1.98461479675331,1,1
"NA.537",NA,NA,NA,NA,0.666666666666667,0,-2.56140061844249,0.587716924900608,1,0,0,0,1,1
"101927828","OVOL1-AS1","chr11","544","1",0,0,0,1,1,0,0,0,1,1
"101927837","LOC101927837","chr16","1286","1",2,0.666666666666667,-1.12680062592169,0.548420495610103,1,0.333333333333333,0.666666666666667,0.530355381189025,0.999999999999995,1
"NA.538",NA,NA,NA,NA,28.6666666666667,38,0.753393140257698,0.117255119592248,0.399994304185105,32.6666666666667,20.3333333333333,-0.876494485456626,0.111800319852743,0.469049403932403
"101927839","LOC101927839","chr17","929","1",2.33333333333333,1.66666666666667,-0.162716737735701,1,1,7,3,-1.30552951988835,0.152977565814985,0.561176949966853
"101927840","LOC101927840","chr2","758","1",3.66666666666667,0.333333333333333,-2.77427313380358,0.0867902878793171,0.329545371109066,23.6666666666667,13.3333333333333,-0.958893635458495,0.160757209958479,0.57742580493189
"101927841","LOC101927841","chr7","1767.75","8",107.666666666667,86.3333333333333,0.0719681458928235,0.87656076524733,1,121.666666666667,40,-1.80615968898049,2.92897823657011e-05,0.00174689645273623
"NA.539",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.540",NA,NA,NA,NA,22.6666666666667,13.6666666666667,-0.412066983658669,0.474202944918491,0.943056822264837,36.6666666666667,13,-1.67243286379969,0.013113803161073,0.129762809853219
"NA.541",NA,NA,NA,NA,5.66666666666667,1,-2.03662776281023,0.0805400041375424,0.312752707540278,8,3.33333333333333,-1.39862112669783,0.104572035805589,0.453015714308949
"101927853","LOC101927853","chr11","2649","3",21,3,-2.43082626622042,0.0148812172590722,0.0963058086910814,136,0.333333333333333,-8.46037609189349,5.48016486429497e-15,1.15940360656248e-11
"101927854","LOC101927854","chr3","796","3",5.33333333333333,13.6666666666667,1.71311582148548,0.0242208117324311,0.135856044983643,3,27.3333333333333,3.40820977711968,0.00821622637161424,0.095764980733826
"101927855","LOC101927855","chr17","439","1",0,0,0,1,1,0,0,0,1,1
"101927856","LOC101927856","chr14","369","1",0,0,0,1,1,0,0,0,1,1
"101927858","LOC101927858","chr7","2469","1",17.6666666666667,24,0.786364150142184,0.139030492708303,0.446463036609304,35,33.6666666666667,-0.116459810454441,0.865779336014673,1
"NA.542",NA,NA,NA,NA,15,27,1.10012422464084,0.278245585126337,0.697563246237968,11.6666666666667,34.3333333333333,1.09048309662348,0.286254046055451,0.802236676597986
"101927862","CTB-178M22.2","chr5","518","1",0,0,0,1,1,0,0,0,1,1
"101927863","LOC101927863","chr16","220","1",0,0,0,1,1,0,0,0,1,1
"101927864","LOC101927864","chr17","895","1",2.33333333333333,0.333333333333333,-2.08130547313436,0.251962079748178,0.653478381800913,0.666666666666667,0.333333333333333,-0.743401564114166,0.999999999999999,1
"101927868","GRK5-IT1","chr10","1805","1",90.3333333333333,145,1.05685532292226,0.00734620021113899,0.0577375114196645,110,61,-0.975926418264556,0.025553272695612,0.197795399928882
"101927870","LOC101927870","chr7","2725","1",0,0,0,1,1,0.333333333333333,0,-1.90138781173793,1,1
"101927872","LOC101927872","chr8","682","1",0,0,0,1,1,0.333333333333333,0,-1.90135463489861,0.999999999999999,1
"NA.543",NA,NA,NA,NA,0,0,0,1,1,0,1,3.21191614699432,0.314919312219178,0.830209003961077
"101927879","LOC101927879","chr18","244","1",1,0,-2.9986422160534,0.394564206569143,0.849039660567284,0,0,0,1,1
"101927886","LOC101927886","chr1","505","1",4.66666666666667,8,1.10502254475935,0.249962163052498,0.650356909798384,1.33333333333333,1.33333333333333,-0.0802115752345307,1,1
"101927888","LOC101927888","chr6","567","1",0.333333333333333,0,-1.77096833847292,1,1,0,0,0,1,1
"NA.544",NA,NA,NA,NA,2.33333333333333,2.33333333333333,0.340880067093631,0.888843779594557,1,1.33333333333333,1,-0.351713144687968,1,1
"101927895","LOC101927895","chr1","635","1",11.3333333333333,5.33333333333333,-0.713827076527419,0.328768115575371,0.760848407485088,16,3.33333333333333,-2.45989857648641,0.00344864999485998,0.0550644223067084
"101927896","LOC101927896","chr2","380","1",0,0,0,1,1,0,0,0,1,1
"101927897","LOC101927897","chr18","858","1",1,2,1.1869481160126,0.639359909367823,1,3,0.666666666666667,-2.1092892091874,0.156214045855391,0.568566355199666
"101927898","LOC101927898","chr17","1123","1",23.3333333333333,19.3333333333333,0.110800944801696,0.861155949862484,1,20.6666666666667,15.6666666666667,-0.455480054313075,0.534984315076198,1
"NA.545",NA,NA,NA,NA,0,0,0,1,1,0,0.666666666666667,2.67058846892361,0.532729874998528,1
"101927902","LOC101927902","chr7","1141","1",272,162.666666666667,-0.370724119601388,0.363090049538449,0.808132329079837,130.666666666667,37.6666666666667,-2.02190815272477,0.000338173430183799,0.0107955721086932
"NA.546",NA,NA,NA,NA,9.33333333333333,3.66666666666667,-0.980479568604414,0.406849492240388,0.86199939761638,7,1.66666666666667,-2.42245946563239,0.0609664958254045,0.335112562919175
"101927904","LOC101927904","chr10","543.333333333333","3",0,0,0,1,1,0,0.333333333333333,1.88703755843277,1,1
"101927906","LOC101927906","chr1","335","1",0,0.333333333333333,2.03368091050013,1,1,0,0,0,1,1
"101927910","LOC101927910","chr16","2346","1",34.6666666666667,27.6666666666667,-0.0207822840914029,1,1,61,21.3333333333333,-1.70330226478291,0.00138769531071288,0.0302949768019794
"101927911","LOC101927911","chr17","2796","1",5.66666666666667,2.66666666666667,-0.714839695989608,0.455605966151703,0.923755187687961,5,3.33333333333333,-0.616084128638662,0.623909130154567,1
"101927913","LOC101927913","chr6","369","1",0,0,0,1,1,0,0,0,1,1
"101927919","LOC101927919","chr6","1647","1",0.333333333333333,0.333333333333333,0.261996248331017,1,1,0.666666666666667,0,-2.70902755692062,0.527059109838974,1
"NA.547",NA,NA,NA,NA,3.33333333333333,0,-4.66382357666703,0.0371444842847641,0.184055755202054,0.333333333333333,0,-1.90132147830975,1,1
"NA.548",NA,NA,NA,NA,1,2,1.23141603777667,0.440785600042287,0.905780351804335,1.33333333333333,2.33333333333333,0.611387174298086,0.80434520982902,1
"NA.549",NA,NA,NA,NA,6.33333333333333,3.66666666666667,-0.429879720712334,0.666413251471707,1,1,0.666666666666667,-0.627468172611999,0.999999999999996,1
"101927932","LOC101927932","chr20","807","1",3.33333333333333,0,-4.59800466275387,0.04304742663528,0.203824966969733,0.333333333333333,0,-1.94726961495925,1,1
"NA.550",NA,NA,NA,NA,2,2,0.331797133222702,0.815636808301116,1,15,2.33333333333333,-2.82498352496734,0.00386768648830278,0.0591385019420383
"101927934","LOC101927934","chr5","1108","1",0,0,0,1,1,0,0,0,1,1
"NA.551",NA,NA,NA,NA,0,0,0,1,1,1.33333333333333,1,-0.610243884290551,1,1
"NA.552",NA,NA,NA,NA,1.33333333333333,1.33333333333333,0.306172722537476,1,1,0.666666666666667,0.333333333333333,-0.837643572487016,1,1
"101927942","LOC101927942","chr3","444","1",1,0,-2.99864053900452,0.394586443241833,0.849039660567284,0,0,0,1,1
"101927943","LOC101927943","chr18","2065","1",1,2.33333333333333,1.49819641873483,0.206950914691683,0.574858162652762,0,2,4.21050523845013,0.0821933201215728,0.397245721302104
"101927944","FAM53B-AS1","chr10","586","2",1.33333333333333,4,1.81174046385501,0.0747440071286779,0.296883859685713,0.333333333333333,0.666666666666667,0.84426642764011,1,1
"101927949","LOC101927949","chr1","380","1",0,0.333333333333333,2.03367119024521,1,1,0.333333333333333,0.333333333333333,-0.0656684127152407,1,1
"101927952","LOC101927952","chr1","1240","1",5.66666666666667,0,-5.37257971890253,0.00106110072090034,0.0133791796434418,9.66666666666667,6.66666666666667,-0.674767212130099,0.365062880492227,0.890165900546427
"101927954","LOC101927954","chr9","3645","1",36,43,0.584085567054654,0.211595177305349,0.583647238350333,79.3333333333333,55,-0.698956657010796,0.12272498836099,0.496101429414099
"101927955","LOC101927955","chr11","1450","1",4.33333333333333,4,0.253190780253661,0.792762956099863,1,0,0,0,1,1
"NA.553",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.554",NA,NA,NA,NA,11,1.66666666666667,-2.1733245228155,0.139392642620945,0.447146892017069,0,1,3.1432435008907,0.324288095649099,0.836121489247266
"101927958","LOC101927958","chr2","1448","1",0.333333333333333,0,-1.77094253851294,0.999999999999993,1,4.33333333333333,0,-5.42950664402095,0.0233016641590725,0.186622729783437
"NA.555",NA,NA,NA,NA,0.333333333333333,0,-1.77095480825964,0.999999999999998,1,0.666666666666667,0,-2.7090184032623,0.527078576188372,1
"101927960","LOC101927960","chr2","556.5","4",0,0,0,1,1,0,0,0,1,1
"101927961","LOC101927961","chr18","291.5","2",0,0,0,1,1,0,0,0,1,1
"101927963","LOC101927963","chr8","785.25","4",43.3333333333333,24.3333333333333,-0.48365886352527,0.304584802869082,0.732943597597897,11,7.66666666666667,-0.509903708082212,0.6635741851304,1
"101927971","LOC101927971","chr14","344","1",0,0,0,1,1,0,0,0,1,1
"101927973","LOC101927973","chr21","452","1",0,0,0,1,1,0,0,0,1,1
"101927974","LOC101927974","chr7","1218","1",9,0.666666666666667,-3.18751956690567,0.0036671018258195,0.0343423717064271,3.66666666666667,1.66666666666667,-1.24225120694631,0.309011105234822,0.829602824126676
"101927975","LOC101927975","chr1","619","1",1.66666666666667,0,-3.65707760014925,0.287360861544345,0.707208902671431,3.33333333333333,1.66666666666667,-1.03997779444345,0.490026308363164,1
"NA.556",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101927982","LOC101927982","chr7","360","1",0,0,0,1,1,0,0,0,1,1
"101927983","EDRF1-AS1","chr10","593","2",5.66666666666667,5,0.180367364502676,0.912670193797972,1,4.33333333333333,5,-0.0394065982622845,1,1
"NA.557",NA,NA,NA,NA,0,0,0,1,1,0.666666666666667,0,-2.70903955865905,0.527033593189995,1
"101927989","LOC101927989","chr18","1428","1",2,0,-3.95254521423557,0.115433804939057,0.395933722108763,0,1.33333333333333,3.60705021228414,0.192924245063448,0.639517874539304
"101927993","LOC101927993","chr9","1064","1",0,0,0,1,1,0,0,0,1,1
"101927999","LOC101927999","chr16","2683","1",21.6666666666667,5.66666666666667,-1.54207759492387,0.0205196961925851,0.120986665769911,16.6666666666667,6.33333333333333,-1.55914400939765,0.0992492449999659,0.441040372281689
"101928000","LOC101928000","chr17","490","1",0.666666666666667,1.66666666666667,1.54465742483109,0.41529813957334,0.873638075828243,0,0.333333333333333,1.79158245369826,0.999999999999994,1
"101928004","LOC101928004","chr6","2737.66666666667","3",2.33333333333333,0,-4.13617802572172,0.0637934977034685,0.268609060711981,0.666666666666667,0.333333333333333,-0.843830020059701,1,1
"101928005","LOC101928005","chr5","724.5","2",1.33333333333333,1.33333333333333,0.281953515006332,1,1,1.33333333333333,0.666666666666667,-1.10805842286091,0.569262058521539,1
"101928007","LOC101928007","chr4","218","1",0,0,0,1,1,0,0,0,1,1
"NA.558",NA,NA,NA,NA,0,0,0,1,1,0.333333333333333,0,-1.90106985358166,1,1
"101928017","UBXN10-AS1","chr1","510","1",0,0,0,1,1,0,0,0,1,1
"NA.559",NA,NA,NA,NA,2,2.33333333333333,0.460581542218405,0.855095439155156,1,3,6.66666666666667,1.00700751575781,0.288598894620857,0.804536832249231
"101928021","LOC101928021","chr17","754.2","5",0.333333333333333,0.333333333333333,0.284958965284062,1,1,0,0,0,1,1
"NA.560",NA,NA,NA,NA,41.3333333333333,2.66666666666667,-3.56213423879991,1.505981225101e-06,7.73668765354314e-05,171,3.66666666666667,-5.70632524116941,6.564443210484e-22,3.05535444788767e-18
"101928026","LOC101928026","chr20","414","1",0,0,0,1,1,0,0,0,1,1
"NA.561",NA,NA,NA,NA,0.333333333333333,0,-1.77098358877313,1,1,0.666666666666667,0.333333333333333,-0.98359253682736,0.999999999999989,1
"101928033","CTD-2270F17.1","chr5","1215","1",0,0,0,1,1,0,0.333333333333333,1.8871595208487,0.999999999999998,1
"101928037","LOC101928037","chr8","390","1",3.66666666666667,0,-4.79772362794411,0.0216331979992,0.125579276299164,0,0,0,1,1
"NA.562",NA,NA,NA,NA,4,12,1.8237512074754,0.039218168606633,0.191213436174908,1.33333333333333,0.333333333333333,-1.72711807191102,0.488280206798921,1
"NA.563",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101928042","LOC101928042","chr15","6003","1",4.66666666666667,2.33333333333333,-0.63205133482642,0.612774367593129,1,1.66666666666667,1,-1.19432057967712,0.560000653110374,1
"101928044","LOC101928044","chr17","796","1",17.3333333333333,13,-0.0737781873335668,0.913613469518206,1,32,17.6666666666667,-1.04377979691857,0.0886216845980298,0.414701612456932
"101928045","LOC101928045","chr17","2064","1",8,1.33333333333333,-2.1549470379462,0.020808628291311,0.122185090147777,32,11,-1.7655404484974,0.00738700167155172,0.0900910307916718
"101928046","LOC101928046","chr14","243","1",0.333333333333333,0,-1.74717492281725,1,1,0,0,0,1,1
"101928047","LOC101928047","chr6","989","2",0,0,0,1,1,0,0,0,1,1
"101928049","LOC101928049","chr22","672","1",0.666666666666667,1.66666666666667,1.49638569253263,0.411304051794813,0.868669379559751,0,0.333333333333333,1.79164615441473,1,1
"101928051","LOC101928051","chr10","823.5","2",0,0,0,1,1,0,0,0,1,1
"NA.564",NA,NA,NA,NA,360,179.333333333333,-0.658056932254836,0.104412922407424,0.372055968498786,503.666666666667,263,-1.17906853709197,0.00305469490518476,0.0509597561530176
"101928055","LOC101928055","chrX","711.8","5",16.6666666666667,14,0.0690140398075684,0.962275371523282,1,10.6666666666667,9,-0.474710107090858,0.507154054102248,1
"NA.565",NA,NA,NA,NA,2.66666666666667,0,-4.28610615871443,0.136340445741184,0.44080506436355,0,0,0,1,1
"101928058","LOC101928058","chr8","843.333333333333","3",0.333333333333333,0,-1.74718567066499,0.999999999999995,1,2.66666666666667,0.333333333333333,-2.86755157101624,0.0863234065950258,0.40849907370045
"101928059","LOC101928059","chr1","875.333333333333","3",14,11.3333333333333,0.00693642732858043,1,1,6.33333333333333,5.66666666666667,-0.331215993156338,0.805225887733881,1
"NA.566",NA,NA,NA,NA,39.6666666666667,41.3333333333333,0.43269606288968,0.311465492985955,0.735417597435525,48.6666666666667,27,-1.07087576598632,0.0323833470295774,0.228371288506765
"NA.567",NA,NA,NA,NA,3.33333333333333,6,1.15158621950668,0.266103386346822,0.677573367013786,0.666666666666667,2.33333333333333,1.5117689013382,0.262604804965063,0.766952762188596
"101928068","LOC101928068","chr1","5302","1",21.6666666666667,41,1.30177223167657,0.0169905042080637,0.105779297466575,28,22.3333333333333,-0.479885636168271,0.380813187162456,0.911317083583015
"101928069","LOC101928069","chr11","1115","1",1.66666666666667,1.33333333333333,0.00976505109536026,1,1,1,0.333333333333333,-1.39812516665764,0.6867436232576,1
"101928070","LOC101928070","chrX","909.5","4",3,6.33333333333333,1.269103477054,0.323964598507464,0.754232106489167,1.66666666666667,1.66666666666667,-0.159534793818537,1,1
"101928072","LOC101928072","chr16","1536","2",1.33333333333333,3,1.45179023041964,0.26121319376394,0.669562005207008,2.33333333333333,0.333333333333333,-2.51462687400253,0.138203345931921,0.529672676868421
"101928075","LOC101928075","chr14","2941","1",1.66666666666667,7,2.28104233616058,0.0293517496111855,0.155834873482866,2.33333333333333,0,-4.37492694140332,0.0395043549256295,0.256728664571139
"101928077","LOC101928077","chr7","728.5","2",3.33333333333333,3,0.177068741099923,0.999999999999997,1,0,0,0,1,1
"101928079","LINC01057","chr1","1331","1",0,0.333333333333333,2.04409345578096,0.999999999999999,1,0.666666666666667,0,-2.70906078066905,0.526988491507298,1
"101928080","LOC101928080","chr10","299","1",0,0,0,1,1,0,0,0,1,1
"101928081","LOC101928081","chr4","2502","1",103,21.3333333333333,-2.0023824603035,0.000743751453999242,0.0102351234910281,211,42.6666666666667,-2.42043841363138,1.21670596366878e-06,0.000156437465118784
"NA.568",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"NA.569",NA,NA,NA,NA,1,0.333333333333333,-1.01516412214175,0.725095133427024,1,0.666666666666667,0.333333333333333,-0.889583120882302,0.999999999999999,1
"NA.570",NA,NA,NA,NA,0.666666666666667,1.33333333333333,1.16813236182768,0.734608310662615,1,0,0.333333333333333,1.89126559576122,0.999999999999999,1
"101928089","LOC101928089","chr1","718","1",1,1.33333333333333,0.664062649408108,1,1,1.66666666666667,0.666666666666667,-1.0935946073843,0.597593508856118,1
"NA.571",NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,1
"101928092","LOC101928092","chrX","1325","1",1.66666666666667,2.33333333333333,0.873014533651296,0.566864616109462,1,2.33333333333333,0.666666666666667,-1.71534670178424,0.312920393021282,0.830209003961077
"101928096","LOC101928096","chr6","715","2",0.666666666666667,0,-2.50504220824732,0.588668523908619,1,3.33333333333333,0.333333333333333,-3.31047553042316,0.0928850262545026,0.424771130199881
"101928098","LOC101928098","chr1","1142","1",1.33333333333333,2.33333333333333,1.02367566224993,0.5281293851971,0.995484195295411,1,1.66666666666667,0.633564975379838,0.787780220445422,1
