"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T"
"2564",0,0,0,0,0,0,0,0,0,0,0,0
"2565",0,0,0,0,0,0,0,0,0,0,0,1
"2566",0,0,1,1,0,0,0,0,0,1,0,0
"2567",0,0,0,0,0,0,0,0,0,0,0,0
"2568",0,0,0,0,0,0,0,0,0,0,0,0
"2569",0,0,0,0,0,0,2,1,0,0,0,0
"2570",2,6,2,3,1,4,5,10,0,0,1,1
"2571",1,1,4,0,0,1,0,0,0,2,0,2
"2580",206,141,245,193,262,202,112,85,76,54,94,70
"2581",369,565,422,182,294,189,168,148,104,177,269,163
"2582",7,9,7,4,2,2,7,8,12,3,6,3
"2583",0,0,1,0,0,0,1,0,1,0,0,1
"2584",2,7,0,1,0,1,2,2,2,1,2,1
"2585",27,32,29,10,11,12,18,27,33,12,17,11
"2587",0,0,0,0,0,0,0,0,0,0,0,1
"2588",43,43,36,33,62,45,21,26,37,13,17,8
"2589",277,322,342,345,410,315,103,88,51,192,160,190
"2590",98,98,34,229,361,288,31,18,10,32,16,17
"2591",223,224,123,70,90,86,63,39,14,47,29,53
"2592",28,27,47,14,11,10,56,53,68,20,50,27
"2593",0,2,10,2,1,0,3,0,0,0,2,1
"2595",293,140,231,113,166,195,93,89,68,42,83,54
"2596",0,0,1,0,0,0,0,0,0,0,0,0
"2597",2692,4056,2504,1018,625,710,636,787,844,1311,985,1502
"2615",59,47,19,105,87,79,14,5,10,26,13,25
"2617",308,371,333,265,343,260,148,123,109,189,391,234
"2618",84,71,51,83,142,67,91,80,61,44,125,52
"2619",1,1,0,2,0,3,2,0,3,0,2,1
"2620",1,2,2,0,2,3,6,2,2,2,2,0
"2621",8,11,24,2,8,6,6,3,4,1,0,0
"2622",5,1,2,8,7,3,5,3,0,4,11,4
"2623",1,6,34,4,4,3,0,0,0,1,1,0
"2624",105,497,1324,18,10,26,9,31,138,9,0,9
"2625",10,67,88,11,7,10,158,90,141,122,349,140
"2626",0,0,1,0,0,0,0,0,0,1,0,0
"2627",0,1,0,0,0,0,0,0,7,4,2,8
"2628",69,39,30,19,87,10,1,3,17,1,1,0
"2629",62,64,89,17,20,34,18,19,47,17,35,33
"2630",4,5,0,0,2,2,7,1,1,1,3,2
"2631",100,116,120,93,103,80,33,36,24,81,146,94
"2632",90,90,39,44,47,32,37,36,15,18,39,13
"2633",141,213,93,23,17,26,57,78,72,58,36,97
"2634",1696,1621,464,278,145,187,740,692,387,426,459,522
"2635",155,103,66,35,31,25,75,39,15,35,81,48
"2636",1,1,0,0,0,0,1,1,0,0,0,0
"2639",26,22,30,8,25,28,37,29,14,10,35,10
"2642",0,0,0,0,0,0,0,0,0,1,0,0
"2643",2123,2412,788,418,432,315,852,869,616,292,370,288
"2644",0,5,11,2,0,0,0,1,2,7,8,3
"2645",0,0,2,0,1,0,0,3,0,0,0,1
"2646",0,4,0,0,0,0,0,0,0,0,0,0
"2647",14,24,17,7,0,9,3,3,1,5,4,10
"2648",68,37,69,30,51,54,66,57,67,22,55,33
"2649",17,24,10,20,15,6,0,2,0,11,1,6
"2650",88,66,53,68,80,38,19,14,2,23,28,25
"2651",57,33,71,36,72,25,14,19,3,10,13,17
"2652",0,0,0,0,0,0,0,0,0,0,0,0
"2653",1,0,2,0,1,2,0,2,0,0,1,1
"2657",0,0,0,0,0,0,0,0,0,0,0,0
"2660",0,0,0,1,1,1,0,0,1,1,1,0
"2661",2,7,8,4,1,2,2,9,13,6,3,3
"2662",0,0,0,0,0,0,0,0,0,0,0,1
"2664",309,249,273,245,208,162,234,193,89,135,196,132
"2665",1481,1473,1383,678,693,625,364,322,512,449,798,468
"2668",2,0,0,0,0,0,0,0,0,0,0,0
"2669",151,344,74,78,78,46,70,81,16,108,87,55
"2670",0,0,0,0,0,0,3,2,0,1,0,0
"2671",14,5,4,9,17,15,3,0,0,0,7,2
"2672",8,29,29,11,4,8,62,35,33,100,37,75
"2673",323,380,344,251,305,155,495,328,238,210,618,195
"2674",0,0,0,0,0,0,0,0,1,0,0,0
"2675",3,2,3,0,0,0,3,1,0,0,0,1
"2676",0,0,0,0,0,0,0,0,1,0,0,0
"2677",467,497,469,173,294,196,459,425,450,139,353,147
"2678",7,13,7,10,2,3,2,4,4,5,8,5
"2679",0,0,0,0,0,0,0,0,0,0,0,0
"2681",20,11,2,3,6,3,3,0,1,6,1,9
"2683",5050,4842,3627,2919,2782,2828,1322,1181,1157,1478,2358,1162
"2686",21,11,15,3,12,5,30,24,32,13,22,4
"2687",0,1,0,0,0,0,0,0,0,0,0,0
"2688",1,1,0,2,3,0,0,0,0,0,0,0
"2689",0,0,1,1,0,0,0,0,0,0,0,0
"2690",0,0,0,0,0,0,0,0,0,0,0,1
"2691",0,0,0,0,0,0,0,0,0,0,0,0
"2692",0,0,0,0,0,0,0,0,0,0,0,1
"2693",0,0,0,0,0,0,1,1,4,0,0,0
"2694",0,0,0,0,0,0,0,0,0,0,0,0
"2696",0,1,3,0,0,0,3,1,8,2,2,2
"2697",0,0,0,0,0,0,0,0,0,2,0,0
"2700",11,5,2,4,16,1,1,2,2,3,2,2
"2701",0,0,0,0,1,1,0,0,1,0,0,0
"2702",0,0,0,0,0,0,0,0,0,1,0,1
"2703",0,0,3,1,0,0,0,0,0,0,0,1
"2705",0,0,0,0,0,0,1,0,0,0,0,1
"2706",633,289,51,26,19,0,7,95,51,32,2,9
"2707",0,0,0,0,1,0,0,0,0,0,0,0
"2709",0,0,0,0,0,0,0,0,1,0,0,1
"2710",902,647,218,168,140,69,82,201,141,255,119,128
"2712",0,0,0,0,0,0,0,0,0,1,0,3
"2713",28,12,34,36,47,39,22,18,45,31,14,17
"2717",925,760,683,143,124,127,225,314,377,45,41,39
"2719",0,0,0,0,0,0,0,0,0,1,0,1
"2720",155,168,69,62,99,55,52,48,31,58,71,63
"2729",66,158,67,44,59,50,94,67,49,47,49,70
"2730",60,54,43,19,40,12,54,30,5,10,34,17
"2731",3,4,9,5,6,2,3,9,0,1,6,2
"2733",44,52,52,61,106,49,43,36,9,47,144,43
"2734",770,739,900,301,559,342,755,637,522,216,751,317
"2735",12,3,6,9,8,3,16,12,20,7,9,4
"2736",0,0,0,0,0,0,0,0,0,1,0,0
"2737",6,8,3,0,0,0,4,0,6,1,1,5
"2738",5,0,2,1,1,1,1,1,0,2,3,3
"2739",95,85,97,77,92,101,35,15,22,61,86,70
"2740",0,0,0,0,2,0,1,2,2,1,3,0
"2741",0,0,0,1,1,0,5,2,0,0,1,0
"2742",0,0,0,0,0,0,0,0,0,0,0,0
"2743",0,0,2,1,0,0,0,0,0,0,0,0
"2744",1278,931,765,346,521,270,1688,1171,627,349,551,312
"2745",301,329,219,56,38,45,202,120,200,106,123,141
"2746",689,728,553,333,372,327,326,270,291,279,572,356
"2747",0,0,0,2,1,0,2,1,0,0,1,0
"2749",18,17,23,7,33,16,36,27,15,11,42,15
"2752",1192,2553,3068,1089,237,451,286,423,557,1284,371,789
"2760",496,411,274,131,117,97,60,96,139,75,20,49
"2762",20,23,15,6,8,8,31,21,16,11,7,6
"2764",114,81,102,149,165,105,114,45,49,125,123,106
"2765",0,1,0,0,0,0,0,1,0,0,0,0
"2766",10,15,30,24,10,14,5,11,0,17,3,19
"2767",20,13,11,18,10,9,8,13,1,5,10,6
"2768",466,280,533,744,995,737,82,76,108,125,79,104
"2769",116,263,82,46,29,40,46,45,41,67,21,54
"2770",2,14,32,4,3,1,6,7,1,1,1,2
"2771",872,1081,1123,259,204,198,249,286,326,239,320,372
"2773",1201,1357,1278,712,712,620,469,412,403,632,886,586
"2774",69,68,93,70,79,53,69,78,110,51,71,55
"2775",5,2,8,0,3,1,12,12,54,5,24,14
"2776",413,950,1129,77,52,45,303,226,223,225,311,219
"2778",5139,4465,5463,4952,5468,4679,3806,2758,1741,2979,4875,3378
"2779",1,6,0,1,1,0,2,4,14,0,1,0
"2780",5,6,4,2,2,1,6,1,6,1,1,0
"2781",16,8,4,24,31,22,4,3,2,45,0,18
"2782",1189,1144,1154,754,857,670,521,357,306,415,652,431
"2783",81,60,20,30,34,18,15,16,28,17,23,10
"2784",0,0,2,1,1,0,3,0,0,1,0,0
"2785",4,2,2,2,2,5,2,3,0,1,3,0
"2786",3,2,0,28,44,56,2,6,10,6,7,12
"2787",166,206,112,68,45,35,30,30,37,44,45,49
"2788",280,89,381,142,257,231,4,13,46,6,17,7
"2790",4,4,7,1,2,1,1,5,2,0,3,1
"2791",3,0,0,2,11,7,1,1,0,10,0,11
"2793",9,25,39,3,4,0,0,2,9,4,3,7
"2794",449,325,527,274,310,292,890,714,621,168,392,155
"2796",14,25,26,6,10,2,18,25,39,5,10,7
"2797",0,0,0,0,0,1,0,0,0,0,0,0
"2798",1,4,2,5,21,3,5,5,2,3,10,3
"2799",1239,1293,677,198,137,123,203,357,323,245,144,195
"2800",127,106,185,77,124,67,138,111,87,83,126,86
"2801",96,84,141,63,49,50,52,56,42,37,48,38
"2802",357,301,327,199,368,230,272,274,175,100,271,119
"2803",1314,1129,1159,1044,1488,976,2060,1034,810,1212,2015,890
"2804",2280,1727,1629,1622,1857,1674,3813,2072,1278,1455,2653,1242
"2805",292,70,97,61,127,63,83,73,40,25,60,24
"2806",51,46,74,61,91,48,30,13,18,36,139,49
"2810",1,0,0,1,0,2,3,1,1,2,0,3
"2811",13,8,12,18,42,18,13,9,4,42,8,43
"2812",0,0,0,0,0,0,0,0,0,0,0,0
"2813",0,0,0,0,0,0,0,0,0,0,0,0
"2814",3,2,2,2,3,0,5,2,12,3,4,2
"2815",1,0,0,0,2,0,1,0,0,0,0,0
"2817",0,0,1,3,1,2,2,1,1,0,2,2
"2819",2,1,0,0,2,1,0,2,0,0,2,0
"2820",178,166,97,105,168,122,52,47,37,75,104,59
"2821",226,297,437,91,92,54,106,89,140,72,147,69
"2822",13,6,8,5,23,3,14,13,3,3,33,8
"2823",30,5,5,5,13,1,0,1,3,0,0,0
"2824",113,38,95,24,103,25,271,164,70,27,85,18
"2825",1,1,1,3,1,0,2,3,0,3,0,1
"2826",0,0,4,0,0,0,1,1,0,1,1,0
"2827",13,14,18,21,4,9,5,11,11,7,2,4
"2828",0,1,4,0,0,2,1,4,1,0,0,1
"2829",1,2,9,1,0,0,0,0,0,0,0,0
"2831",0,0,0,0,0,0,0,0,1,3,0,0
"2832",0,0,0,2,9,0,0,0,0,1,0,0
"2833",28,47,60,43,89,32,76,35,6,71,89,84
"2835",1,0,0,1,0,0,0,1,0,0,1,0
"2837",0,0,1,0,0,0,0,0,0,0,0,0
"2838",4,2,5,0,5,3,74,22,4,10,32,13
"2840",0,0,1,1,0,0,0,0,0,0,0,1
"2841",522,162,564,282,289,364,174,120,119,213,441,218
"2842",6,3,0,0,0,1,8,7,6,3,11,6
"2843",1,3,0,0,0,0,0,0,0,0,0,0
"2844",73,24,38,27,86,32,142,65,11,48,48,24
"2845",11,4,18,8,22,6,50,22,14,26,20,14
"2846",0,1,0,0,0,0,0,0,0,1,0,0
"2847",0,0,0,0,0,0,1,0,0,1,0,2
"2848",0,1,0,1,0,1,1,0,0,0,1,1
"2849",0,0,0,0,0,0,0,0,0,2,0,1
"2850",0,0,1,0,0,0,0,0,0,0,0,1
"2852",14,9,23,9,17,10,1,3,2,3,2,4
"2853",1,2,0,0,0,1,3,0,0,0,0,0
"2854",0,0,0,0,0,0,0,1,1,0,0,2
"2856",3,0,0,0,0,0,0,0,0,0,0,0
"2857",8,14,28,0,3,2,15,12,30,3,4,1
"2859",16,22,27,10,12,2,13,9,2,8,4,5
"2861",0,0,0,0,0,0,0,0,1,0,0,0
"2862",0,0,1,0,0,0,0,0,0,0,0,0
"2863",0,0,0,1,0,0,0,0,0,0,0,0
"2864",1,0,6,3,0,2,0,0,0,0,0,1
"2865",2,5,9,2,0,1,0,0,7,1,0,0
"2868",0,2,0,1,0,1,2,0,1,2,0,0
"2869",91,44,102,140,282,205,28,24,33,35,132,55
"2870",113,94,162,44,52,31,56,59,79,39,69,50
"2872",1710,754,1431,1985,1992,2586,424,384,771,265,395,241
"2873",59,70,50,17,35,38,28,27,24,33,54,39
"2874",147,129,117,146,134,118,127,95,112,93,112,68
"2875",0,0,0,0,0,0,0,0,0,0,0,0
"2876",291,342,369,102,92,42,68,65,198,137,25,86
"2877",1,0,2,5,10,3,8,2,15,5,15,5
"2878",50,63,23,13,22,2,14,16,17,9,5,9
"2879",180,108,92,70,77,94,32,34,10,52,87,28
"2880",0,0,0,0,0,0,0,0,0,0,0,1
"2882",35,13,24,57,81,65,17,10,16,19,71,30
"2885",1188,1022,754,748,791,569,234,234,211,316,417,298
"2886",2,1,0,1,0,0,0,0,0,0,0,0
"2887",26,71,117,9,2,7,49,34,3,10,18,6
"2888",3,0,0,5,1,1,1,0,0,3,0,2
"2889",1027,835,783,608,1066,601,280,287,249,292,235,252
"2890",0,0,0,0,0,0,0,0,0,0,0,0
"2891",0,0,1,0,0,0,0,0,0,0,0,0
"2892",1,0,1,0,0,0,0,2,0,0,0,0
"2893",0,0,1,0,3,1,1,4,0,1,5,1
"2894",0,0,0,0,0,0,0,0,0,1,0,0
"2895",0,0,1,0,0,0,0,0,0,0,0,1
"2896",661,566,310,170,144,109,54,109,158,136,17,139
"2897",2,0,1,1,0,1,5,5,9,0,1,0
"2898",0,0,1,0,0,0,0,0,0,0,0,1
"2899",18,0,0,0,0,0,0,0,0,0,0,1
"2900",0,13,4,1,1,0,1,2,1,0,0,0
"2901",1,7,23,1,0,2,2,4,0,0,2,3
"2902",0,0,0,0,0,0,0,0,0,0,0,0
"2903",1,0,2,2,1,2,0,0,0,0,0,1
"2904",1,0,2,2,0,0,0,0,0,0,0,3
"2905",1,1,5,2,4,1,6,1,1,2,4,0
"2906",2,2,3,2,1,1,0,0,0,1,0,0
"2907",242,203,151,89,49,62,20,38,89,70,23,52
"2908",1783,1669,1481,1916,2196,1868,1423,759,450,1337,2281,1160
"2909",492,432,496,204,247,196,531,408,193,173,239,257
"2911",0,1,2,0,0,0,0,0,0,2,0,2
"2912",1,0,5,6,5,5,1,2,9,12,10,4
"2913",2,1,1,1,1,0,0,4,1,1,0,2
"2914",0,1,0,1,2,0,0,0,0,0,0,0
"2915",0,0,1,0,0,0,0,0,1,0,0,0
"2916",0,0,0,0,0,0,0,0,0,2,0,0
"2917",0,0,1,1,0,0,0,0,0,0,0,0
"2918",0,0,0,1,0,0,0,0,0,1,0,0
"2919",606,250,106,86,41,11,34,36,20,89,11,49
"2920",3307,2532,246,364,73,50,148,650,127,176,20,88
"2921",633,487,56,15,7,2,36,106,75,13,4,10
"2922",0,0,0,0,0,0,0,0,0,0,0,0
"2923",772,896,771,514,448,540,323,282,227,427,509,372
"2925",3,0,0,0,1,2,1,0,0,0,0,0
"2926",155,194,318,134,171,165,121,92,126,99,303,110
"2928",0,0,0,0,0,0,0,0,0,0,0,0
"2931",119,96,263,110,130,67,69,61,100,53,95,55
"2932",673,744,772,489,538,435,401,346,247,301,497,299
"2934",61,123,123,14,24,27,9,9,8,21,2,15
"2935",774,666,690,616,927,881,1227,674,436,884,3441,1169
"2936",200,261,293,58,68,52,46,60,77,46,74,59
"2937",46,59,36,10,15,20,48,32,8,27,38,30
"2940",0,0,0,0,0,0,0,0,0,0,0,0
"2941",5,6,7,2,5,7,1,1,0,4,0,4
"2944",45,70,58,0,0,0,8,14,22,0,0,0
"2946",38,34,55,12,27,23,114,45,102,34,53,31
"2947",11,51,140,2,3,4,66,153,369,14,52,23
"2948",55,82,53,2,5,5,16,29,39,2,1,5
"2949",0,3,13,0,0,0,0,3,24,0,0,0
"2950",69,167,114,36,34,19,25,23,20,35,32,19
"2954",7,1,0,1,4,2,0,0,9,0,1,3
"2956",511,386,267,337,385,315,444,302,144,206,567,184
"2957",344,414,485,277,442,250,185,159,171,198,368,211
"2958",53,42,52,110,60,75,21,16,22,63,69,57
"2959",939,945,1327,158,183,210,307,281,239,181,256,163
"2960",15,10,2,60,81,48,10,7,3,41,87,34
"2961",88,47,74,30,53,56,25,21,28,22,63,37
"2962",86,90,140,73,74,74,55,43,31,50,128,50
"2963",85,100,146,56,86,50,89,49,19,60,90,49
"2965",166,217,140,95,165,62,127,135,116,74,234,73
"2966",17,5,13,12,19,6,9,1,10,10,8,3
"2967",36,24,60,29,38,32,9,9,11,24,69,29
"2968",2,4,6,1,0,0,4,0,4,2,2,1
"2969",395,326,298,189,247,161,250,189,108,91,175,113
"2970",6,6,3,4,2,3,3,1,4,0,2,3
"2971",237,220,266,213,229,255,136,71,77,180,360,226
"2972",39,29,29,21,35,24,33,23,28,18,33,18
"2974",0,0,1,0,0,0,2,0,0,0,3,0
"2975",183,166,124,126,186,122,212,169,69,125,267,136
"2976",97,106,148,119,243,156,98,70,99,92,233,78
"2977",0,0,0,0,0,0,0,0,0,0,0,1
"2979",7,6,6,13,11,10,10,7,1,7,14,1
"2980",0,0,0,0,0,0,0,1,0,0,0,0
"2981",0,0,2,0,0,0,0,0,0,0,0,0
"2982",11,17,20,6,7,5,6,4,1,9,0,11
"2983",18,10,1,8,13,11,2,4,3,17,0,20
"2984",1,0,0,2,1,3,0,0,0,1,0,0
"2986",1,0,0,1,0,0,0,0,0,0,0,0
"2987",205,122,189,151,162,204,120,71,36,121,188,131
"2990",76,83,107,78,84,77,53,47,61,66,68,60
"2992",109,162,137,67,72,58,79,45,20,69,134,71
"2993",0,0,0,5,0,3,0,0,0,2,0,0
"2994",0,0,0,2,0,0,0,0,0,0,0,0
"2995",60,65,41,51,21,68,41,30,12,67,221,57
"2996",5,7,2,3,13,2,0,3,0,3,0,0
"2997",48,58,93,21,16,18,44,45,44,7,32,15
"2998",6,5,0,7,1,2,5,6,10,9,0,4
"2999",18,35,9,6,1,12,26,9,4,10,3,106
"3000",0,2,1,0,0,0,0,0,0,0,0,0
"3001",42,135,39,6,1,39,100,36,44,42,9,183
"3002",92,400,212,23,13,61,55,39,14,60,5,88
"3003",3,33,56,4,6,7,151,32,57,62,28,141
"3004",2,2,0,0,0,1,4,1,0,11,7,2
"3005",12,62,34,18,10,29,6,10,18,25,3,51
"3006",224,186,362,265,152,437,71,37,52,173,192,269
"3007",132,181,262,134,74,204,107,73,96,251,335,341
"3008",384,308,1120,636,235,640,84,62,369,350,320,407
"3009",13,14,21,4,3,10,3,4,5,6,5,21
"3010",0,0,0,0,0,0,0,2,9,0,0,0
"3012",16,20,80,17,13,15,3,8,43,15,23,13
"3013",1,2,1,0,0,1,0,2,4,0,1,1
"3014",93,131,184,15,17,24,49,70,223,13,38,16
"3015",1056,1436,1940,291,243,244,606,557,769,291,477,320
"3017",58,61,195,59,21,46,33,43,94,43,36,31
"3018",0,0,2,1,0,1,1,1,0,0,1,0
"3020",1159,1146,604,760,635,743,152,228,181,536,555,408
"3021",5170,5368,9452,3457,1471,4323,1856,1417,2868,2248,1844,2571
"3024",5,15,36,3,1,2,20,19,182,15,7,17
"3026",0,0,0,0,0,0,0,0,0,0,0,0
"3028",38,23,25,24,32,22,7,9,3,10,31,20
"3029",37,37,26,12,28,8,40,31,7,15,139,16
"3030",1258,1327,932,711,741,661,350,345,307,587,1180,596
"3032",296,307,214,164,199,154,114,112,85,94,164,123
"3033",65,45,46,9,22,21,18,15,17,13,51,22
"3034",59,139,227,21,5,11,16,17,10,18,0,11
"3035",141,94,81,103,147,109,149,96,79,64,175,85
"3036",3,5,0,0,0,0,0,0,0,0,0,0
"3037",0,2,1,2,0,0,0,0,0,1,0,1
"3038",36,33,50,35,58,31,35,39,24,35,43,26
"3039",2,2,0,50,0,35,1,3,0,25,0,17
"3040",66,30,22,958,2,807,54,45,2,646,0,325
"3042",0,0,0,1,0,0,0,0,0,1,0,1
"3043",455,200,264,6193,43,6574,407,276,39,6081,6,3191
"3046",0,0,0,0,0,0,0,0,0,0,0,0
"3047",0,0,0,2,0,0,0,0,0,6,0,0
"3048",0,0,0,11,0,3,1,0,0,14,0,1
"3049",0,0,0,0,0,0,0,0,0,0,0,0
"3050",0,0,0,1,0,0,0,0,0,2,0,0
"3052",59,60,60,71,91,74,31,25,16,47,90,50
"3053",26,12,12,4,4,7,31,14,3,2,16,4
"3054",804,709,679,251,359,237,374,502,252,146,347,188
"3055",508,519,92,58,39,27,33,90,17,44,1,19
"3059",641,722,289,322,396,358,287,275,244,255,490,337
"3060",0,0,0,0,0,0,0,0,0,0,0,0
"3061",0,0,2,2,3,2,2,2,0,0,0,0
"3062",0,0,0,0,0,0,0,0,0,0,0,1
"3064",820,661,770,382,577,368,662,483,347,362,584,312
"3065",388,321,302,125,162,116,224,158,119,112,208,134
"3066",350,272,330,189,286,193,186,115,83,131,223,145
"3067",83,419,1056,37,8,55,17,17,62,17,0,23
"3068",382,422,232,102,98,80,213,161,187,108,143,140
"3069",558,756,553,221,237,210,435,366,152,181,343,255
"3070",28,19,28,23,29,16,42,32,21,27,35,31
"3071",999,1126,878,342,539,375,513,469,558,309,483,409
"3073",111,88,149,55,59,48,51,46,61,69,92,57
"3074",238,266,161,94,69,77,47,42,87,87,61,54
"3075",1,10,8,1,0,0,31,36,21,9,1,17
"3077",6,9,1,2,1,2,2,10,5,0,1,3
"3078",0,0,0,0,0,0,0,0,0,0,0,0
"3080",0,0,0,0,0,0,0,0,0,0,0,0
"3081",2,1,7,0,7,9,10,14,15,5,13,6
"3082",12,48,66,3,0,1,1,3,3,4,0,1
"3083",0,0,0,0,0,0,1,0,0,0,0,0
"3084",45,5,1,2,2,2,6,4,3,3,1,11
"3087",80,77,71,178,123,147,15,9,2,16,3,16
"3090",11,9,4,7,2,3,2,3,5,4,2,3
"3091",4170,2578,2707,4248,2719,2947,1031,835,749,4299,1513,2545
"3092",87,235,208,58,49,49,19,26,71,20,6,22
"3093",336,318,276,228,307,219,227,150,156,202,393,200
"3094",384,313,436,463,455,542,166,105,113,401,724,396
"3096",5170,2900,1581,3021,4018,3101,3500,2067,1174,2279,3549,2074
"3097",3323,2171,1353,1378,2902,1368,3853,2233,994,794,3231,969
"3098",196,268,178,78,89,59,98,90,58,79,150,93
"3099",876,928,554,223,333,227,208,304,152,119,192,111
"3101",97,107,97,6,5,8,6,22,20,13,2,11
"3104",26,45,48,51,55,61,19,15,34,28,54,23
"3105",4505,3795,2073,2183,1769,2757,3074,1797,1127,2294,2688,2717
"3106",9074,6082,5213,7063,5205,7240,4546,2931,2583,5168,5674,5469
"3107",2373,1856,2256,1727,1612,1364,1149,667,780,1524,1832,1353
"3108",776,672,774,1096,642,1058,48,70,186,191,20,112
"3109",457,325,295,538,463,617,15,41,91,67,5,44
"3110",0,0,0,0,0,1,0,0,0,0,0,0
"3111",530,383,521,413,519,612,21,35,81,48,14,30
"3112",242,57,145,65,84,108,24,4,13,5,8,12
"3113",7626,6773,6589,4909,3206,5383,335,563,951,1017,123,743
"3115",3232,2638,2513,2753,2386,3317,157,225,310,480,88,340
"3116",3,2,1,2,0,0,0,0,0,0,0,1
"3117",4631,2583,3156,2451,1715,2176,80,188,324,310,14,127
"3118",12,120,17,215,135,800,1,9,3,17,1,37
"3119",7317,1785,4314,4501,3591,5620,267,167,549,593,52,347
"3120",1,66,1,95,56,138,0,7,0,7,1,9
"3122",19870,13587,14072,10063,9224,13773,670,1595,2250,2031,160,1201
"3123",7313,5543,8536,3784,3666,4717,269,540,1226,617,55,533
"3127",1885,480,823,213,88,622,83,52,135,27,1,117
"3128",82,132,178,135,91,34,3,17,35,23,1,3
"3131",0,16,0,2,0,3,33,17,4,13,10,8
"3133",3470,3515,4532,1686,1695,1725,1685,1472,1160,1486,3261,1838
"3134",586,331,272,474,439,592,454,335,238,389,655,382
"3135",3,1,2,4,0,2,0,3,0,1,0,1
"3136",44,66,15,42,21,46,27,25,7,22,9,33
"3137",1,4,12,2,1,0,7,1,8,3,4,0
"3139",414,75,194,269,187,280,132,44,88,46,23,42
"3140",162,184,138,160,213,148,68,64,100,116,242,126
"3141",47,50,61,31,45,28,49,41,32,29,59,35
"3142",28,46,81,8,3,7,1,1,20,5,0,2
"3145",11,4,0,4,4,4,3,13,15,3,16,3
"3146",482,430,364,494,813,839,252,147,121,374,764,436
"3148",319,404,280,256,226,379,178,143,165,249,363,412
"3149",37,34,34,22,19,19,13,7,13,31,8,29
"3150",255,207,339,380,295,481,165,90,143,188,237,211
"3151",280,299,319,292,281,247,84,95,89,196,353,158
"3155",6,5,5,7,17,2,1,4,8,4,15,6
"3156",337,257,255,227,245,229,216,121,114,207,302,225
"3157",391,252,600,177,166,175,200,149,412,110,147,90
"3158",0,0,0,0,0,0,0,0,0,0,0,1
"3159",507,529,352,322,239,252,181,174,229,213,215,206
"3161",13,9,27,7,13,4,5,7,6,8,8,8
"3162",82,245,94,126,44,27,22,36,68,138,6,106
"3163",32,54,39,20,38,10,41,29,20,15,57,21
"3164",1792,1558,1924,580,726,408,361,523,909,201,39,67
"3167",0,0,0,1,0,0,0,0,0,0,0,0
"3169",0,9,9,2,0,0,0,0,0,0,0,1
"3170",0,0,1,0,0,0,0,0,0,0,0,0
"3171",0,0,0,0,0,0,1,0,1,1,0,1
"3172",0,0,0,1,0,0,0,0,0,0,0,0
"3175",0,0,2,0,0,0,0,0,1,0,0,0
"3176",65,77,17,11,6,2,2,17,28,22,1,8
"3177",5,1,5,21,25,9,16,7,10,7,13,3
"3178",3876,3140,4258,4256,3662,5490,1874,1275,1194,2691,5895,3046
"3181",6081,5557,5482,2456,2117,2122,3905,3777,3767,1687,2456,1613
"3182",886,652,664,303,443,356,336,292,230,217,418,243
"3183",4625,4210,2916,1914,1884,2015,2739,2513,2080,1602,2500,1108
"3184",1861,1574,1387,1171,1498,1078,604,528,312,840,1776,863
"3185",1124,995,510,412,604,388,387,351,119,361,781,401
"3187",4073,3486,2635,2950,2847,3103,4667,3701,1914,1697,3345,1571
"3188",0,3,0,0,1,1,0,0,3,2,2,0
"3189",2018,1377,1634,1631,1566,1701,1555,1084,697,1052,1722,930
"3190",2049,2012,2041,1445,1464,1715,739,622,762,972,1464,1029
"3191",380,314,348,364,276,325,205,192,142,223,284,190
"3192",5852,5511,4026,2789,3471,2948,3928,3501,2911,2441,3983,2322
"3195",0,0,4,0,0,0,0,0,0,0,0,0
"3196",0,0,0,0,0,0,0,0,0,0,1,0
"3198",3,5,0,5,2,2,0,2,0,3,4,3
"3199",6,2,17,8,1,1,4,2,0,2,0,4
"3200",2,3,8,2,3,0,0,0,0,1,0,3
"3201",1,5,5,5,1,1,1,0,0,1,0,0
"3202",9,37,25,17,3,9,1,4,3,10,0,9
"3203",0,0,0,0,0,1,1,0,0,0,0,2
"3204",0,2,0,1,0,2,0,0,0,0,0,0
"3205",0,0,0,0,0,0,0,0,0,0,0,0
"3206",0,4,18,0,0,4,0,2,0,5,0,0
"3207",0,0,0,0,0,0,0,0,0,0,0,0
"3208",0,3,27,0,0,0,0,0,0,0,0,1
"3211",0,0,0,0,0,0,0,0,0,0,0,0
"3212",4,3,3,3,2,4,21,9,0,10,17,8
"3213",10,15,13,5,4,2,31,17,2,6,24,3
"3214",0,0,0,0,1,0,3,2,1,1,0,2
"3215",0,0,0,0,0,1,0,0,0,1,0,0
"3216",0,1,0,0,0,0,3,1,0,0,0,2
"3217",0,1,0,0,0,0,0,0,0,1,0,1
"3219",0,0,0,0,0,0,2,0,0,0,1,0
"3221",7,4,4,3,9,3,1,2,0,3,0,2
"3223",0,0,2,0,0,0,0,0,0,1,0,0
"3224",0,0,0,0,0,0,0,0,0,0,0,1
"3225",0,0,0,0,0,0,0,0,2,0,0,0
"3226",0,0,0,0,0,0,0,0,0,1,0,0
"3227",0,0,0,0,0,0,0,0,0,0,0,0
