"";"Symbol";"Type";"Title";"Cluster";"Breast";"CNS";"Colon";"Blood";"Skin";"Lung";"Ovary";"Prostate";"Kidney";"Min";"Max";"Range";"pANOVA";"FDR"
"2173";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2173"" target=""_blank"">FABP7</a>";"protein-coding";"fatty acid binding protein 7, brain";"Cluster_7";3,466;5,4583;3,4786;3,8683;5,668;3,4889;3,2971;3,54;3,4488;3,19;8,48;5,29;5,7e-06;5e-05
"2315";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2315"" target=""_blank"">MLANA</a>";"protein-coding";"melan-A";"Cluster_7";3,172;3,145;3,1243;3,1617;6,025;3,1133;3,1171;3,045;3,17;2,92;8,32;5,4;1,7e-12;2,3e-10
"2705";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2705"" target=""_blank"">GJB1</a>";"protein-coding";"gap junction protein, beta 1, 32kDa";"Cluster_7";5,982;5,9217;6,48;6,04;7,952;5,8289;5,8271;5,935;5,97;5,51;8,99;3,48;1,8e-11;1,7e-09
"2766";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2766"" target=""_blank"">GMPR</a>";"protein-coding";"guanosine monophosphate reductase";"Cluster_7";6,626;6,8267;6,5671;6,6683;7,777;6,3367;6,5243;6,905;6,5388;6,04;9,64;3,6;0,00023;0,001
"2934";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2934"" target=""_blank"">GSN</a>";"protein-coding";"gelsolin";"Cluster_7";6,236;6,6067;6,2686;5,0833;8,315;6,0111;6,0643;5,98;5,6375;4,19;9,63;5,44;1,6e-07;3,1e-06
"2995";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2995"" target=""_blank"">GYPC</a>";"protein-coding";"glycophorin C (Gerbich blood group)";"Cluster_7";6,588;6,4633;6,0829;7,41;8,707;6,2978;6,0171;6,185;6,6625;5,63;9,79;4,16;9,3e-11;6,4e-09
"3679";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3679"" target=""_blank"">ITGA7</a>";"protein-coding";"integrin, alpha 7";"Cluster_7";5,958;7,105;6,19;5,7817;7,261;5,9744;5,9471;5,8;5,8963;5,56;10,05;4,49;0,003;0,008
"4286";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4286"" target=""_blank"">MITF</a>";"protein-coding";"microphthalmia-associated transcription factor";"Cluster_7";4,892;5,28;4,1814;4,86;8,972;5,1478;5,6157;5,815;6,1262;3,83;10,08;6,25;1,9e-12;2,4e-10
"4435";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4435"" target=""_blank"">CITED1</a>";"protein-coding";"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1";"Cluster_7";5,45;5,4133;5,5386;5,5533;6,461;5,4067;5,3;5,34;5,4075;5,1;7,88;2,78;1,4e-07;2,9e-06
"4773";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4773"" target=""_blank"">NFATC2</a>";"protein-coding";"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2";"Cluster_7";4,518;4,4;4,2771;5,275;6,468;4,1689;4,3614;4,98;4,3388;3,96;8,59;4,63;1,6e-08;4,6e-07
"4935";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4935"" target=""_blank"">GPR143</a>";"protein-coding";"G protein-coupled receptor 143";"Cluster_7";5,432;5,3183;5,32;5,305;6,933;5,2656;5,5486;5,35;5,5187;4,91;8,86;3,95;2,1e-06;2,2e-05
"5176";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5176"" target=""_blank"">SERPINF1</a>";"protein-coding";"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1";"Cluster_7";6,564;6,4817;6,8014;7,0083;7,454;6,4956;6,64;6,485;6,585;6,27;8,84;2,57;0,00069;0,0025
"5354";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5354"" target=""_blank"">PLP1</a>";"protein-coding";"proteolipid protein 1";"Cluster_7";3,412;4,205;3,45;3,39;8,158;3,28;3,3629;3,49;3,3813;2,94;9,33;6,39;7,1e-15;2e-12
"5375";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5375"" target=""_blank"">PMP2</a>";"protein-coding";"peripheral myelin protein 2";"Cluster_7";3,492;3,6617;3,5714;3,4883;4,435;3,3689;3,47;3,405;3,5688;3,12;6,08;2,96;0,0011;0,0035
"5435";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5435"" target=""_blank"">POLR2F</a>";"protein-coding";"polymerase (RNA) II (DNA directed) polypeptide F";"Cluster_7";9,076;9,0033;9,18;9,4817;10,057;9,1056;9,2157;9,03;8,7713;7,69;11,29;3,6;6,6e-05;0,00037
"5580";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5580"" target=""_blank"">PRKCD</a>";"protein-coding";"protein kinase C, delta";"Cluster_7";5,894;5,52;5,9729;6,015;6,938;5,6522;5,8357;5,985;5,975;5,14;7,91;2,77;2,3e-06;2,5e-05
"5627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5627"" target=""_blank"">PROS1</a>";"protein-coding";"protein S (alpha)";"Cluster_7";3,518;3,8567;4,1086;3,67;4,81;3,93;3,7271;3,99;4,0375;2,98;5,51;2,53;8,5e-05;0,00046
"5660";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5660"" target=""_blank"">PSAP</a>";"protein-coding";"prosaposin";"Cluster_7";9,052;9,355;9,3671;9,165;10,264;9,7178;9,41;9,53;9,6687;8,13;10,76;2,63;0,00034;0,0014
"5834";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5834"" target=""_blank"">PYGB</a>";"protein-coding";"phosphorylase, glycogen; brain";"Cluster_7";5,458;5,9917;5,9643;5,2833;6,572;5,9389;5,6129;5,995;5,6387;4,88;7,63;2,75;0,00014;0,00067
"5860";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5860"" target=""_blank"">QDPR</a>";"protein-coding";"quinoid dihydropteridine reductase";"Cluster_7";6,764;7,0033;7,3543;7,39;8,274;7,1889;7,0657;7,15;7,2462;6,27;9;2,73;2e-05;0,00014
"5973";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5973"" target=""_blank"">RENBP</a>";"protein-coding";"renin binding protein";"Cluster_7";4,32;4,1433;4,3743;4,66;5,871;4,24;4,1243;4,255;4,2438;3,73;8,12;4,39;6,9e-07;9,6e-06
"6271";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6271"" target=""_blank"">S100A1</a>";"protein-coding";"S100 calcium binding protein A1";"Cluster_7";4,518;4,39;4,3586;4,5017;8,301;4,3756;4,8414;4,34;4,4288;4,01;10,07;6,06;1,7e-16;6,5e-14
"6285";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6285"" target=""_blank"">S100B</a>";"protein-coding";"S100 calcium binding protein B";"Cluster_7";4,594;4,5883;4,4086;4,47;5,473;4,3911;4,43;4,37;4,4363;4,12;7,01;2,89;3,4e-06;3,3e-05
"6446";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6446"" target=""_blank"">SGK1</a>";"protein-coding";"serum/glucocorticoid regulated kinase 1";"Cluster_7";4,71;4,8333;4,4;4,415;5,977;4,8511;4,4786;4,23;4,8312;4,17;6,92;2,75;6e-08;1,4e-06
"6480";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6480"" target=""_blank"">ST6GAL1</a>";"protein-coding";"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1";"Cluster_7";4,1;4,1583;4,14;4,875;5,608;4,14;4,1914;4,365;4,0987;3,64;6,91;3,27;5,7e-07;8,6e-06
"6490";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6490"" target=""_blank"">PMEL</a>";"protein-coding";"premelanosome protein";"Cluster_7";6,138;6,02;6,0129;6,0583;9,118;5,9822;6,0186;6,11;6,0675;5,48;12,79;7,31;3,3e-06;3,2e-05
"6509";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6509"" target=""_blank"">SLC1A4</a>";"protein-coding";"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4";"Cluster_7";6,152;6,1517;5,9743;6,4333;7,72;5,9322;5,7943;5,66;5,8812;5,51;9,25;3,74;1,9e-09;8,7e-08
"6660";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6660"" target=""_blank"">SOX5</a>";"protein-coding";"SRY (sex determining region Y)-box 5";"Cluster_7";2,924;3,6367;3,1029;3,8217;4,493;2,9622;3,1557;3,03;3,0737;2,66;5,99;3,33;2,8e-06;2,8e-05
"6663";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6663"" target=""_blank"">SOX10</a>";"protein-coding";"SRY (sex determining region Y)-box 10";"Cluster_7";6,01;6,2117;5,85;5,9883;9,773;5,9;5,8657;5,83;5,8975;5,62;10,77;5,15;1,1e-17;5,7e-15
"6812";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6812"" target=""_blank"">STXBP1</a>";"protein-coding";"syntaxin binding protein 1";"Cluster_7";6,374;6,7033;6,4114;6,1483;7,915;6,6522;6,3043;6,715;6,3113;4,88;9,14;4,26;5e-06;4,5e-05
"7078";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7078"" target=""_blank"">TIMP3</a>";"protein-coding";"TIMP metallopeptidase inhibitor 3";"Cluster_7";6,236;6,17;5,4714;5,5383;6,921;5,7344;5,8171;5,4;5,4475;5,21;8,19;2,98;0,00044;0,0017
"7107";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7107"" target=""_blank"">GPR137B</a>";"protein-coding";"G protein-coupled receptor 137B";"Cluster_7";2,78;2,745;2,7386;2,5933;4,333;2,6522;2,8271;2,69;2,875;2,28;6,46;4,18;5,7e-07;8,6e-06
"7306";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7306"" target=""_blank"">TYRP1</a>";"protein-coding";"tyrosinase-related protein 1";"Cluster_7";2,866;2,7883;2,6;2,7383;4,732;2,6722;2,6171;2,51;2,6762;2,43;8,06;5,63;1,1e-05;8,3e-05
"7425";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7425"" target=""_blank"">VGF</a>";"protein-coding";"VGF nerve growth factor inducible";"Cluster_7";7,198;6,3183;7,1329;7,1183;9,843;7,28;6,5643;6,45;7,1325;5,97;12,41;6,44;8,8e-06;7e-05
"7586";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7586"" target=""_blank"">ZKSCAN1</a>";"protein-coding";"zinc finger with KRAB and SCAN domains 1";"Cluster_7";6,182;6,3367;6,2129;6,3067;6,87;5,88;5,8214;5,8;5,8312;5;8,87;3,87;0,0016;0,0049
"7982";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7982"" target=""_blank"">ST7</a>";"protein-coding";"suppression of tumorigenicity 7";"Cluster_7";6,626;6,685;6,3243;6,4417;7,394;6,4556;6,4086;6,53;6,665;6,03;8,4;2,37;1,4e-05;1e-04
"8190";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8190"" target=""_blank"">MIA</a>";"protein-coding";"melanoma inhibitory activity";"Cluster_7";2,574;2,6517;2,6843;2,9;4,602;2,5389;2,5886;2,47;2,62;2,25;6,82;4,57;6,1e-09;2,1e-07
"8379";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8379"" target=""_blank"">MAD1L1</a>";"protein-coding";"MAD1 mitotic arrest deficient-like 1 (yeast)";"Cluster_7";6,788;6,7483;6,6371;6,54;7,689;6,66;6,4386;6,25;6,455;5,63;8,69;3,06;1e-04;0,00054
"8406";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8406"" target=""_blank"">SRPX</a>";"protein-coding";"sushi-repeat containing protein, X-linked";"Cluster_7";6,16;7,5117;5,8929;5,9283;8,876;6,3689;6,0829;6,12;6,5525;5,51;9,87;4,36;1,7e-09;8e-08
"8514";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8514"" target=""_blank"">KCNAB2</a>";"protein-coding";"potassium channel, voltage gated subfamily A regulatory beta subunit 2";"Cluster_7";6,848;6,9767;7,1486;7,6633;7,799;6,9411;6,8014;7,03;7,0263;6,49;9,1;2,61;0,00011;0,00055
"8522";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8522"" target=""_blank"">GAS7</a>";"protein-coding";"growth arrest-specific 7";"Cluster_7";3,28;3,7383;3,1529;3,89;5,106;3,0978;3,1971;3,03;3,0987;2,84;7,04;4,2;4,1e-07;6,9e-06
"8544";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8544"" target=""_blank"">PIR</a>";"protein-coding";"pirin (iron-binding nuclear protein)";"Cluster_7";5,894;6,8617;6,4657;5,165;8,198;7,4911;6,2543;6,9;6,1775;4,12;10,05;5,93;2,1e-05;0,00014
"8764";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8764"" target=""_blank"">TNFRSF14</a>";"protein-coding";"tumor necrosis factor receptor superfamily, member 14";"Cluster_7";6,18;5,9717;6,3171;6,415;8,255;6,0178;6,08;6,065;6,1025;5,71;10,22;4,51;7,9e-11;5,8e-09
"8851";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8851"" target=""_blank"">CDK5R1</a>";"protein-coding";"cyclin-dependent kinase 5, regulatory subunit 1 (p35)";"Cluster_7";2,578;2,6783;2,64;2,5217;3,36;2,5189;2,64;2,36;2,4638;2,24;5,64;3,4;0,0058;0,013
"8869";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8869"" target=""_blank"">ST3GAL5</a>";"protein-coding";"ST3 beta-galactoside alpha-2,3-sialyltransferase 5";"Cluster_7";3,916;4,4283;4,2929;4,475;5,843;4,6789;4,29;4,28;4,1725;3,48;7,08;3,6;2,5e-06;2,6e-05
"8905";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8905"" target=""_blank"">AP1S2</a>";"protein-coding";"adaptor-related protein complex 1, sigma 2 subunit";"Cluster_7";5,888;6,805;4,0829;5,1217;8,253;5,5178;5,67;5,355;5,6025;3,08;9,86;6,78;5,5e-07;8,4e-06
"8908";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8908"" target=""_blank"">GYG2</a>";"protein-coding";"glycogenin 2";"Cluster_7";3,956;4,245;3,9929;4,25;5,805;4,3844;4,0057;3,795;4,305;3,51;7,28;3,77;2,6e-05;0,00017
"8985";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8985"" target=""_blank"">PLOD3</a>";"protein-coding";"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3";"Cluster_7";8,01;8,0533;7,7857;7,7383;8,73;7,8156;7,7557;7,72;7,8425;7,03;9,43;2,4;3,3e-05;0,00021
"9120";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9120"" target=""_blank"">SLC16A6</a>";"protein-coding";"solute carrier family 16, member 6";"Cluster_7";4,262;4,1717;4,1414;4,1933;6,042;4,2589;3,9257;3,88;4,0163;3,44;8,88;5,44;0,00066;0,0025
"9214";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9214"" target=""_blank"">FCMR</a>";"protein-coding";"Fc fragment of IgM receptor";"Cluster_7";5,326;5,2383;5,1257;5,54;6,559;5,43;5,0457;5,74;5,2;4,83;7,91;3,08;0,00019;9e-04
"9296";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9296"" target=""_blank"">ATP6V1F</a>";"protein-coding";"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F";"Cluster_7";9,354;9,1983;9,24;9,6533;10,058;9,4311;9,2029;9,455;9,1037;8,3;10,83;2,53;0,0062;0,014
"9446";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9446"" target=""_blank"">GSTO1</a>";"protein-coding";"glutathione S-transferase omega 1";"Cluster_7";7,428;7,2583;8,0629;7,5233;9,112;8,01;7,64;7,555;8,0213;5,79;9,78;3,99;2,5e-06;2,7e-05
"9587";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9587"" target=""_blank"">MAD2L1BP</a>";"protein-coding";"MAD2L1 binding protein";"Cluster_7";6,312;6,2233;6,3814;6,3817;7,139;6,1844;6,0914;6,245;6,05;5,68;7,97;2,29;1,6e-05;0,00012
"9672";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9672"" target=""_blank"">SDC3</a>";"protein-coding";"syndecan 3";"Cluster_7";7,478;7,895;7,7129;7,4167;8,841;7,9133;7,9157;7,3;7,8262;6,92;9,69;2,77;9,4e-06;7,5e-05
"9687";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9687"" target=""_blank"">GREB1</a>";"protein-coding";"growth regulation by estrogen in breast cancer 1";"Cluster_7";3,34;2,5083;2,56;2,67;3,743;2,6211;2,6057;2,55;2,6113;2,32;5,31;2,99;6,8e-05;0,00038
"9765";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9765"" target=""_blank"">ZFYVE16</a>";"protein-coding";"zinc finger, FYVE domain containing 16";"Cluster_7";3,34;3,4167;3,45;3,09;4,594;3,3889;3,7143;3,185;3,3913;2,55;6,17;3,62;3,4e-05;0,00021
"9781";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9781"" target=""_blank"">RNF144A</a>";"protein-coding";"ring finger protein 144A";"Cluster_7";3,874;3,9783;3,8571;4,5283;5,694;4,2644;4,2957;4,515;3,8638;3,29;6,39;3,1;1,4e-12;1,9e-10
"9915";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9915"" target=""_blank"">ARNT2</a>";"protein-coding";"aryl-hydrocarbon receptor nuclear translocator 2";"Cluster_7";4,596;5,3433;4,0743;3,5983;6,126;4,6478;4,0214;4,065;4,37;2,95;7,52;4,57;1e-05;7,9e-05
"9962";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=9962"" target=""_blank"">SLC23A2</a>";"protein-coding";"solute carrier family 23 (ascorbic acid transporter), member 2";"Cluster_7";5,778;6,2183;5,8143;6,0917;7,135;6,2089;5,9714;5,965;5,9225;5,3;8,01;2,71;8,1e-08;1,8e-06
"10019";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10019"" target=""_blank"">SH2B3</a>";"protein-coding";"SH2B adaptor protein 3";"Cluster_7";5,516;6,08;5,5686;5,8117;7,432;5,6267;5,5986;5,545;5,9575;4,57;8,41;3,84;6,9e-06;5,8e-05
"10362";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10362"" target=""_blank"">HMG20B</a>";"protein-coding";"high mobility group 20B";"Cluster_7";7,726;7,2033;7,1829;7,09;8,758;7,1022;7,1457;7,835;7,2337;6,51;10,51;4;4,3e-08;1,1e-06
"10402";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10402"" target=""_blank"">ST3GAL6</a>";"protein-coding";"ST3 beta-galactoside alpha-2,3-sialyltransferase 6";"Cluster_7";3,49;3,4333;3,3829;3,6083;4,421;3,4144;3,47;3,395;3,44;2,98;5,28;2,3;4,8e-06;4,3e-05
"10457";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10457"" target=""_blank"">GPNMB</a>";"protein-coding";"glycoprotein (transmembrane) nmb";"Cluster_7";3,094;3,8133;2,7414;2,925;7,782;3,2567;2,9571;2,565;2,8312;2,3;8,93;6,63;2,9e-14;6,8e-12
"10493";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10493"" target=""_blank"">VAT1</a>";"protein-coding";"vesicle amine transport 1";"Cluster_7";9,448;9,0167;9,2514;9,23;10,865;9,8911;9,44;9,84;9,9875;7,74;11,49;3,75;9,5e-07;1,2e-05
"10610";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10610"" target=""_blank"">ST6GALNAC2</a>";"protein-coding";"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2";"Cluster_7";4,756;4,3883;4,4771;4,43;5,442;4,5356;4,5386;4,6;4,2875;3,85;6,91;3,06;0,00083;0,0029
"10758";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10758"" target=""_blank"">TRAF3IP2</a>";"protein-coding";"TRAF3 interacting protein 2";"Cluster_7";5,972;6,125;6,2057;6,1967;7,204;5,8611;5,7057;5,76;5,8987;5,36;8,15;2,79;5,1e-10;2,9e-08
"11000";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11000"" target=""_blank"">SLC27A3</a>";"protein-coding";"solute carrier family 27 (fatty acid transporter), member 3";"Cluster_7";5,86;5,4083;5,9329;5,3333;6,959;5,2989;5,6443;5,695;5,4675;4,89;10,72;5,83;0,0046;0,011
"11221";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11221"" target=""_blank"">DUSP10</a>";"protein-coding";"dual specificity phosphatase 10";"Cluster_7";5,564;5,5483;5,4271;5,34;6,384;5,3644;5,3971;5,18;5,83;4,75;7,24;2,49;2,2e-05;0,00015
"23024";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23024"" target=""_blank"">PDZRN3</a>";"protein-coding";"PDZ domain containing ring finger 3";"Cluster_7";3,178;3,76;2,7414;2,64;4,084;2,6;2,65;2,62;2,6538;2,42;5,32;2,9;4,5e-07;7,2e-06
"23294";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23294"" target=""_blank"">ANKS1A</a>";"protein-coding";"ankyrin repeat and sterile alpha motif domain containing 1A";"Cluster_7";5,754;5,445;5,82;5,6733;7,512;5,5711;5,9957;5,73;5,435;4,88;9,21;4,33;2,1e-07;3,9e-06
"23424";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23424"" target=""_blank"">TDRD7</a>";"protein-coding";"tudor domain containing 7";"Cluster_7";4,844;4,8867;5,0671;5,015;5,841;4,8111;4,6786;4,92;5,1662;4,27;7,3;3,03;0,00011;0,00059
"23500";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23500"" target=""_blank"">DAAM2</a>";"protein-coding";"dishevelled associated activator of morphogenesis 2";"Cluster_7";5,482;5,5217;5,4814;5,5567;6,734;5,4111;5,54;5,45;5,5;5,12;7,77;2,65;9,1e-10;4,7e-08
"23682";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23682"" target=""_blank"">RAB38</a>";"protein-coding";"RAB38, member RAS oncogene family";"Cluster_7";5,48;5,4967;5,6557;5,4933;8,489;5,7378;6,0443;6,145;6,1437;5,15;10,51;5,36;1,2e-13;2,2e-11
"23764";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23764"" target=""_blank"">MAFF</a>";"protein-coding";"v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F";"Cluster_7";4,96;5,5567;5,0971;3,635;8,16;5,4067;5,43;5,665;5,2412;2,7;9,81;7,11;1,7e-06;1,9e-05
"25778";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25778"" target=""_blank"">DSTYK</a>";"protein-coding";"dual serine/threonine and tyrosine protein kinase";"Cluster_7";4,386;4,6367;4,0129;4,1317;5,714;4,49;4,15;4,335;4,7188;3,62;7,04;3,42;6,8e-09;2,3e-07
"25797";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25797"" target=""_blank"">QPCT</a>";"protein-coding";"glutaminyl-peptide cyclotransferase";"Cluster_7";2,206;2,355;2,7957;2,32;5,134;3,1089;2,3643;2,24;2,5213;1,85;6,79;4,94;6,5e-10;3,5e-08
"25805";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25805"" target=""_blank"">BAMBI</a>";"protein-coding";"BMP and activin membrane-bound inhibitor";"Cluster_7";6,614;5,7467;6,1429;5,05;7,464;5,3733;5,08;4,86;4,9862;4,28;9,33;5,05;4,2e-06;3,9e-05
"25813";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25813"" target=""_blank"">SAMM50</a>";"protein-coding";"SAMM50 sorting and assembly machinery component";"Cluster_7";6,984;6,885;7,1186;7,3417;8,004;6,9567;7,1314;7,035;6,7925;6,25;9,35;3,1;0,00018;0,00083
"25825";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25825"" target=""_blank"">BACE2</a>";"protein-coding";"beta-site APP-cleaving enzyme 2";"Cluster_7";6,998;7,4017;6,6886;5,7383;9,09;6,8756;6,85;7,485;7,3563;5,09;9,94;4,85;2,4e-09;1,1e-07
"26175";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26175"" target=""_blank"">TMEM251</a>";"protein-coding";"transmembrane protein 251";"Cluster_7";5,276;4,625;4,9229;4,6033;6,066;5,1933;5,2929;5,165;4,475;4,17;7,1;2,93;2,5e-06;2,7e-05
"26330";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26330"" target=""_blank"">GAPDHS</a>";"protein-coding";"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic";"Cluster_7";5;4,8283;4,8657;4,9333;5,717;4,8622;4,9443;5,11;4,8362;4,5;7,55;3,05;0,0043;0,011
"28951";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=28951"" target=""_blank"">TRIB2</a>";"protein-coding";"tribbles pseudokinase 2";"Cluster_7";5,608;6,1583;5,1486;5,4433;7,744;5,1344;5,7957;5,39;4,5637;4,14;8,98;4,84;9,1e-07;1,2e-05
"28962";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=28962"" target=""_blank"">OSTM1</a>";"protein-coding";"osteopetrosis associated transmembrane protein 1";"Cluster_7";3,73;4,3083;3,2843;3,6133;4,796;3,8511;3,5043;3,515;3,675;3,14;5,38;2,24;1,6e-11;1,6e-09
"28981";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=28981"" target=""_blank"">IFT81</a>";"protein-coding";"intraflagellar transport 81";"Cluster_7";4,574;4,59;4,4514;4,23;6,175;4,4867;4,4143;4,28;4,79;3,57;7,57;4;1,3e-08;4e-07
"29780";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=29780"" target=""_blank"">PARVB</a>";"protein-coding";"parvin, beta";"Cluster_7";6,058;5,8417;6,1771;6,5683;7,787;6,3244;6,47;6,53;6,6087;5,1;8,67;3,57;9,3e-06;7,4e-05
"29887";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=29887"" target=""_blank"">SNX10</a>";"protein-coding";"sorting nexin 10";"Cluster_7";2,77;3,265;3,2486;3,2583;4,767;3,28;3,1043;3,32;3,525;2,45;6,51;4,06;1,4e-06;1,7e-05
"51256";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51256"" target=""_blank"">TBC1D7</a>";"protein-coding";"TBC1 domain family, member 7";"Cluster_7";6,602;6,6167;6,5286;6,7417;8,613;6,6622;6,7714;6,395;6,3262;5,63;10,5;4,87;2,9e-07;5,1e-06
"51393";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51393"" target=""_blank"">TRPV2</a>";"protein-coding";"transient receptor potential cation channel, subfamily V, member 2";"Cluster_7";5,184;5,2533;5,37;6,235;7,872;5,5656;5,2229;4,9;5,3312;4,78;9,01;4,23;7,7e-20;6e-17
"51704";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51704"" target=""_blank"">GPRC5B</a>";"protein-coding";"G protein-coupled receptor, class C, group 5, member B";"Cluster_7";4,2;4,72;4,1957;4,2317;6,361;4,82;5,3371;4,74;5,6988;3,75;8,54;4,79;1,7e-05;0,00012
