"";"Symbol";"Type";"Title";"Cluster";"Breast_GSM133995";"Breast_GSM134000";"Breast_GSM134005";"Breast_GSM134010";"Breast_GSM134015";"CNS_GSM134020";"CNS_GSM134025";"CNS_GSM134030";"CNS_GSM134035";"CNS_GSM134040";"CNS_GSM134045";"Colon_GSM134050";"Colon_GSM134055";"Colon_GSM134060";"Colon_GSM134065";"Colon_GSM134070";"Colon_GSM134075";"Colon_GSM134080";"Blood_GSM134085";"Blood_GSM134090";"Blood_GSM134095";"Blood_GSM134100";"Blood_GSM134105";"Blood_GSM134110";"Skin_GSM134115";"Skin_GSM134120";"Skin_GSM134125";"Skin_GSM134130";"Skin_GSM134135";"Skin_GSM134140";"Skin_GSM134145";"Skin_GSM134150";"Skin_GSM134155";"Skin_GSM134160";"Lung_GSM134165";"Lung_GSM134170";"Lung_GSM134175";"Lung_GSM134180";"Lung_GSM134185";"Lung_GSM134190";"Lung_GSM134195";"Lung_GSM134200";"Lung_GSM134209";"Ovary_GSM134214";"Ovary_GSM134219";"Ovary_GSM134224";"Ovary_GSM134229";"Ovary_GSM134234";"Ovary_GSM134239";"Ovary_GSM134244";"Prostate_GSM134249";"Prostate_GSM134254";"Kidney_GSM134259";"Kidney_GSM134264";"Kidney_GSM134269";"Kidney_GSM134274";"Kidney_GSM134279";"Kidney_GSM134284";"Kidney_GSM134289";"Kidney_GSM134294"
"10409";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10409"" target=""_blank"">BASP1</a>";"protein-coding";"brain abundant, membrane attached signal protein 1";"Cluster_8";0,6442;0,7033;0,7366;1,1875;-1,2148;1,2318;0,951;0,8216;-1,1742;0,6516;-0,4165;-1,2998;-1,1927;-1,1557;-1,1483;-1,1742;-1,3072;-1,1077;-1,3442;0,6738;-1,2259;-1,03;-0,6752;0,829;0,7514;-1,2666;-1,0522;-0,8748;-1,0966;-0,4941;-1,2185;-1,1668;-1,0892;-1,2444;0,914;1,1542;0,9916;1,0692;1,0692;1,461;0,622;0,9288;-0,7898;-1,4144;0,1489;0,0344;0,4705;1,2097;0,7846;1,0581;-1,1077;0,8253;0,9694;0,4853;0,7957;0,8992;0,8992;1,2651;0,2968;0,7477
"10424";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10424"" target=""_blank"">PGRMC2</a>";"protein-coding";"progesterone receptor membrane component 2";"Cluster_8";-0,7343;1,5856;1,1603;0,851;1,1603;1,2763;1,1216;-0,193;-0,077;0,2323;0,387;-0,6377;-0,4057;-0,4637;-0,2703;-0,3283;-0,773;-2,629;-0,715;-0,2897;0,677;-0,8117;-1,5463;0,1743;-0,483;-0,4057;-0,7923;-0,193;-0,7923;-0,7537;-1,237;-1,2177;-1,005;-0,8117;0,5223;0,271;-0,1157;-0,4637;0,677;0,677;-0,193;-0,0963;-0,8697;-0,773;-0,599;-0,0383;3e-04;0,9283;1,4116;1,9916;-1,353;-0,7343;-0,8117;2,6876;0,967;2,301;1,4503;0,097;-0,077;1,083
"10486";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10486"" target=""_blank"">CAP2</a>";"protein-coding";"CAP, adenylate cyclase-associated protein, 2 (yeast)";"Cluster_8";0,1212;0,8788;2,433;0,487;1,4274;0,918;-0,5057;1,5449;-0,2967;0,0298;0,918;-1,1718;-1,0542;-0,9759;-0,3489;-1,3677;-1,3938;-0,8061;-1,2893;-1,211;-1,3155;-1,0804;-1,1195;-1,4722;0,6045;-1,42;-0,1661;-1,1457;0,0037;0,6306;-0,3098;-0,793;-0,7538;-0,5449;-0,153;0,6176;1,8061;0,2649;1,8192;-0,0224;-0,793;-0,2836;2,6551;-0,6885;-0,7538;0,5392;-0,1269;1,558;0,1082;0,6437;-0,7408;0,2649;0,8527;0,0951;0,4478;0,8918;0,3563;0,4217;-0,1008;0,8657
"10589";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10589"" target=""_blank"">DRAP1</a>";"protein-coding";"DR1-associated protein 1 (negative cofactor 2 alpha)";"Cluster_8";-1,4743;1,9606;0,9315;0,4587;0,111;0,1527;0,5421;-0,4174;-0,0559;0,4031;-0,4313;-1,3352;-0,6956;-0,2088;-0,6816;-0,1115;-0,779;-0,7095;-2e-04;-1,1406;-1,5717;-0,4452;-0,5148;-0,932;0,6395;-1,8498;-1,7803;-0,5009;-0,626;-1,6134;-1,3492;0,111;0,1806;0,0832;-0,042;0,1388;1,0428;1,5156;0,7368;-0,2366;1,2653;-1,5578;-0,042;-0,3896;-1,377;-0,5148;0,9593;1,4043;1,1123;0,9732;1,3348;1,3765;1,6685;-0,3201;0,2084;-0,0837;1,4738;2,2665;-0,028;0,7646
"10602";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10602"" target=""_blank"">CDC42EP3</a>";"protein-coding";"CDC42 effector protein (Rho GTPase binding) 3";"Cluster_8";-1,1269;1,6943;1,7377;-0,0852;-1,5782;2,163;1,104;-0,1807;1,8679;-0,5279;1,2602;-0,8664;-1,639;-0,2588;-1,1442;-0,7362;-1,4567;-0,1633;-1,5435;-0,9793;-1,5262;-1,1616;-1,1182;-0,7276;0,3314;0,1752;0,7134;1,0259;-0,1113;0,3228;-0,7536;1,4078;1,0259;0,913;-0,6147;-0,0418;0,6353;1,0346;0,5311;-1,3091;0,2186;-1,4914;-0,3369;-1,6477;0,6353;0,4964;1,0519;-0,363;0,2446;0,5137;-0,6321;-0,2762;-0,146;0,2533;0,479;0,4009;0,0884;1,5554;-0,2762;0,9391
"10769";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10769"" target=""_blank"">PLK2</a>";"protein-coding";"polo-like kinase 2";"Cluster_8";-0,3924;0,7494;0,2376;1,2332;0,7494;1,0082;0,4963;0,8675;0,0576;0,5188;0,62;-1,568;-1,2362;-0,1899;-1,2024;-0,2687;-0,6512;-0,758;-1,6861;-1,8886;-1,5961;-1,6186;-1,2137;-1,4218;0,62;-0,3756;-0,7412;-0,8987;-0,8874;-0,5499;-0,4599;-0,3981;-1,0787;-1,0393;0,2151;0,4063;0,4063;-0,4431;1,7788;-0,4487;-0,3306;-0,2799;-0,7524;-0,0381;1,4357;0,6257;0,5807;0,98;0,9575;0,1138;-1,163;-0,0324;0,7775;1,3963;1,6438;1,4806;1,16;1,6269;1,4019;1,4638
"10979";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=10979"" target=""_blank"">FERMT2</a>";"protein-coding";"fermitin family member 2";"Cluster_8";-0,5818;0,4231;1,8994;1,5361;-0,033;0,9177;-0,0098;1,4047;-0,3344;1,2037;0,3148;-1,9653;-1,7489;-0,2958;-1,803;-1,8185;-2,0503;-1,0919;-1,347;-2,2668;-2,0194;-1,2465;-1,6407;0,825;0,8945;0,3612;-0,8368;0,2994;-0,203;-0,2571;-0,3963;0,2221;-0,0562;-0,3576;-0,3035;0,4694;0,5776;0,2453;0,9023;0,1448;-0,4658;0,052;0,0907;0,3535;0,338;1,1496;0,3303;1,3738;0,9873;1,5438;0,624;0,5699;0,7941;0,1525;0,4926;0,2221;0,6395;0,2298;0,2839;0,2607
"11098";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11098"" target=""_blank"">PRSS23</a>";"protein-coding";"protease, serine, 23";"Cluster_8";-0,4125;0,6743;0,8027;0,1408;-1,4301;1,0497;-0,1852;2,0279;0,2593;1,7315;0,8719;-0,126;-0,8472;-1,0843;-0,699;-0,5409;-1,025;-1,1535;-1,2819;-1,0349;-1,1732;-1,3017;-1,3214;-1,0843;0,368;-0,3433;-0,0272;-1,025;-0,4125;-1,114;-0,8472;-0,452;1,3659;0,9806;1,2671;2,2255;0,0519;0,7039;2,5811;0,1408;0,1309;1,0695;-0,8571;-0,9164;-0,4125;0,1704;0,2198;-0,2544;0,5162;-0,4026;-0,8867;0,8225;-0,7286;-0,3828;0,7039;-0,0963;0,121;0,6051;-0,205;2,4626
"11099";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11099"" target=""_blank"">PTPN21</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 21";"Cluster_8";-0,907;2,2788;1,4905;0,5709;1,819;1,9832;-0,0367;2,0653;-0,6607;0,6859;0,0454;-1,2847;-1,0548;-1,0712;-0,8413;-1,3833;-1,4325;0,1111;-1,5803;-1,646;-0,9891;-1,1369;-1,6953;-0,4801;1,2935;0,5545;-0,3323;0,5052;-0,6279;-0,8249;-0,7428;-1,2026;-0,6607;-0,2337;-0,3158;1,2771;1,3263;0,0783;1,4249;-0,6443;-0,1188;-0,7757;0,9979;-0,5457;0,3903;0,7351;0,4888;0,0454;1,1457;0,2918;0,456;-0,1188;1,1621;-0,2009;-0,1024;-0,5293;0,8173;-0,283;0,144;0,2753
"11174";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11174"" target=""_blank"">ADAMTS6</a>";"protein-coding";"ADAM metallopeptidase with thrombospondin type 1 motif, 6";"Cluster_8";-0,076;1,0191;2,7246;2,222;-0,5069;0,8935;0,0497;1,0909;-0,1478;-0,1658;-0,5966;-0,9736;-1,0275;-0,5248;-0,7043;0,8575;-0,2017;-1,1891;-0,7403;-0,5607;-0,5248;0,301;-0,7043;-0,848;0,6601;-0,5248;-0,5248;-1,225;-0,8121;-0,6505;-0,3992;-1,0275;-0,5248;-0,8121;-0,5248;-0,7223;-0,1837;0,5344;2,3656;0,0317;-0,2555;-0,4171;1,4141;-0,6864;-0,3812;-0,6146;-0,6325;1,3423;0,1574;0,2112;-0,6684;-0,5069;-0,4171;-1,0455;1,3243;-0,1119;1,3243;3,1017;-0,0401;1,5757
"23022";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23022"" target=""_blank"">PALLD</a>";"protein-coding";"palladin, cytoskeletal associated protein";"Cluster_8";-1,0297;0,7592;1,4143;-0,5508;0,5691;0,9283;0,7804;1,7523;1,2382;0,5057;1,4283;-0,8959;-0,4029;0,9212;-1,2833;-1,4171;0,2592;-0,7409;-0,6846;-2,1918;-2,2482;-0,0225;-1,7199;0,4353;-1,6636;-1,4241;-1,1776;0,0831;-0,2409;-0,7339;-0,7762;0,0549;-0,3043;-0,6635;1,203;0,3648;1,1678;0,7381;0,5761;-0,0296;-0,2338;0,7945;-1,9312;-0,5437;0,9424;0,6395;-1,4453;0,3014;0,6395;-0,0366;-0,3677;-0,431;0,7522;1,4002;0,8086;0,7804;0,8015;0,393;0,8086;0,9494
"23255";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23255"" target=""_blank"">MTCL1</a>";"protein-coding";"microtubule crosslinking factor 1";"Cluster_8";-1,0634;1,3449;0,9103;1,4742;-1,1221;0,7458;-0,2645;-0,429;-0,5817;0,2759;1,6856;-0,476;-0,7462;-0,7697;-0,6874;-1,0869;-0,8167;1,3449;-0,5817;-1,1456;-1,0516;-0,9929;-0,7109;-0,617;-0,7462;-0,8637;-0,7344;-0,9811;-0,7227;-0,3115;-1,0281;-0,8284;-0,0766;-1,0164;0,9925;0,1819;2,0263;-0,0413;0,9925;-0,8402;-0,57;0,0292;-0,6405;-0,5582;-0,7697;-0,5582;2,4023;1,1452;0,8515;-0,335;-0,288;0,5226;0,875;-0,476;1,3332;1,6739;0,969;0,9573;0,1701;2,6255
"23258";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23258"" target=""_blank"">DENND5A</a>";"protein-coding";"DENN/MADD domain containing 5A";"Cluster_8";-1,0278;0,1715;0,9576;0,6911;-1,0012;2,0503;-0,1484;1,0909;-0,2683;1,2774;0,5446;-1,9339;-1,6808;-0,3882;0,2248;-1,7207;-1,4409;-0,0151;-2,2537;-1,4809;0,0515;-1,3743;-2,4136;-0,4815;1,0509;-0,3083;0,9976;0,1981;2,0237;0,3847;0,1048;-0,3749;0,1848;0,1315;-0,255;0,0782;0,6378;0,0382;1,384;0,2781;-1,2144;0,1048;1,5706;0,2914;-1,1744;-1,1611;0,2248;1,0776;0,5712;0,5712;0,2514;-0,3882;-0,3482;0,6645;0,1181;0,7045;1,0776;0,5446;-0,1883;0,7178
"23471";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=23471"" target=""_blank"">TRAM1</a>";"protein-coding";"translocation associated membrane protein 1";"Cluster_8";-1,5857;-0,4835;1,2366;1,1531;-0,0493;0,3014;0,0676;1,27;-1,7527;-0,3165;-0,3165;0,1678;-0,6171;-0,0827;-0,2831;-0,2497;-1,1348;-1,6692;0,1177;-0,9845;-0,6505;0,0509;-0,8008;-0,5837;0,1678;0,0843;-1,4855;-1,4688;-0,0994;-0,9678;-0,3332;-0,8509;-0,6338;-0,8509;1,9046;0,769;0,8358;0,4016;-0,0493;0,0676;-0,1328;-1,2851;-1,6024;-0,6672;-0,2831;1,3535;1,1698;1,3535;1,3201;1,1197;-0,4835;0,0342;0,2179;1,7042;1,771;2,8398;1,0362;-0,5169;0,0676;0,6855
"25945";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=25945"" target=""_blank"">PVRL3</a>";"protein-coding";"poliovirus receptor-related 3";"Cluster_8";-0,8943;1,3072;1,3222;0,9478;-1,4035;1,2623;2,0261;0,5134;0,3187;0,5284;0,3637;-1,119;0,1989;2,1009;-0,7296;-1,1789;-0,9393;-1,6881;-0,1305;-1,1489;-1,6881;-1,1789;-1,763;-0,6098;1,3521;-1,5383;0,2289;-0,1006;-0,2054;-1,2538;-0,6547;-0,8494;0,8279;-0,1156;-0,0706;-0,2653;0,6033;-0,3851;0,6632;0,1989;-0,6248;-1,0441;-0,9093;1,0676;1,5019;-0,6547;0,6333;0,4685;0,6183;1,7265;0,0791;-0,8794;1,1125;-0,7895;0,169;0,4835;1,0676;0,0192;-0,2953;1,397
"26994";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=26994"" target=""_blank"">RNF11</a>";"protein-coding";"ring finger protein 11";"Cluster_8";-1,1831;0,1291;1,5976;1,1133;-0,2145;2,2693;1,0664;0,9571;-1,1675;1,6444;1,3008;-1,0112;-0,9956;-0,1052;-0,527;-1,1206;-1,1831;-1,5736;-0,527;-1,9485;-1,1518;-1,0893;-1,3862;-1,1362;1,0664;-0,402;-0,3083;-0,2145;0,7696;-1,5736;-0,2302;-0,1521;-0,7925;-0,8394;-0,8706;1,1133;1,1289;0,6759;1,5038;0,5665;0,1604;-0,8706;0,0667;0,2541;-0,0583;0,176;-0,527;1,457;1,0196;1,4101;-0,277;-0,2926;-0,277;-1,1675;-0,2614;0,7384;0,6134;1,0977;0,879;0,6603
"30846";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=30846"" target=""_blank"">EHD2</a>";"protein-coding";"EH-domain containing 2";"Cluster_8";-0,0647;0,6682;2,8669;1,3197;-0,4719;-0,0511;0,7361;1,0211;-0,1597;2,0119;-0,1597;-1,1912;-0,8519;0,2339;-0,0511;0,1389;-0,1733;-1,4084;-0,9469;-1,2048;-0,3497;-0,6619;-1,0826;-1,3269;-0,1326;-0,214;0,5461;-1,0419;-0,8519;-0,7297;-1,1912;-0,4583;-0,5397;-0,879;0,8311;1,2382;-0,5126;1,0482;1,5368;-0,2547;-0,784;-1,0555;-0,3226;-0,9605;-0,3226;-1,4491;0,2339;0,356;0,9397;1,2247;-0,6076;0,6818;-0,2004;2,1883;-0,0647;1,3468;1,5233;1,3197;-1,4491;0,166
"50807";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=50807"" target=""_blank"">ASAP1</a>";"protein-coding";"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1";"Cluster_8";-0,4135;0,9039;1,4977;0,8854;-0,8217;2,0543;-0,1537;0,3287;-0,3021;0,9596;-0,3207;-0,9515;-0,8031;-1,3412;-1,3968;0,1617;-1,6381;-1,5082;-0,6361;-1,4154;-1,1371;-1,2855;-0,6176;-1,1927;0,0875;-0,5062;0,607;-0,4506;0,2545;0,1803;-0,6176;-0,7845;0,5514;-0,265;-0,098;-0,1351;2,0914;1,3678;1,4234;-0,8217;0,0875;-1,3412;0,0875;-1,2855;-0,7289;0,3102;0,4586;0,4586;-0,7289;2,0357;0,2545;-0,2279;1,2936;0,1061;0,3287;0,4772;2,5182;0,9596;-0,0424;1,2379
"51200";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51200"" target=""_blank"">CPA4</a>";"protein-coding";"carboxypeptidase A4";"Cluster_8";-0,7268;1,3098;0,7868;0,5253;-0,5366;3,6713;0,6204;1,1117;-0,1483;-0,5287;1,6347;-0,6713;-0,4257;0,137;-0,5049;-0,8853;-0,5683;-0,8061;-0,6634;-0,8536;-0,8061;-0,6317;-0,7189;-0,703;-0,5842;-0,7902;-0,6555;-0,2672;-0,4178;-0,8378;-1,0121;-0,5445;-0,6317;-0,5445;-0,3147;-0,4098;1,0324;1,5;3,1166;0,4302;-0,0928;-0,3385;-0,7347;-0,2196;-0,3306;2,4906;-0,2276;-0,0215;0,6758;0,1132;-0,1721;-0,5604;-0,6951;0,137;-0,4574;-0,394;-0,0849;1,0245;-0,6713;1,8724
"51232";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51232"" target=""_blank"">CRIM1</a>";"protein-coding";"cysteine rich transmembrane BMP regulator 1 (chordin-like)";"Cluster_8";-1,4876;0,8962;1,1183;0,5169;0,2244;1,4271;0,3219;0,1973;0,5332;0,2894;0,4411;-0,6424;-1,8343;-0,5612;-0,2903;-1,0921;-0,5178;-1,5851;-1,6501;-1,3576;-1,4768;-1,3305;-0,74;-1,9048;0,7282;-1,8939;-0,9946;0,1214;-1,428;-1,6122;-1,7585;-0,2578;0,0564;-0,5774;0,7553;0,1702;0,9991;0,544;1,3025;0,712;0,1973;0,1973;0,6415;0,0835;0,7282;0,7987;1,4108;1,0966;0,544;0,9341;-0,4149;0,7391;0,2515;1,2646;1,2592;0,9287;0,5657;0,9829;0,3165;1,1129
"51375";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51375"" target=""_blank"">SNX7</a>";"protein-coding";"sorting nexin 7";"Cluster_8";-1,6383;1,9685;1,3767;0,9681;-1,7369;0,785;0,3201;1,6162;0,9681;0,7145;2,5602;-0,2012;0,0101;0,0524;-0,1026;-0,0603;-0,7648;-0,9339;-0,9339;-1,6383;-1,9483;-1,7369;-1,4974;0,3201;0,2496;-0,4407;-0,1167;-0,6239;-0,1308;-1,1593;-0,0603;-1,1734;-0,1449;-0,4689;-0,5535;0,0242;-0,8775;1,0668;0,1369;-1,1029;0,0665;-0,483;-0,4689;0,785;-0,8634;0,4187;-1,3002;1,3345;1,2499;0,3623;0,9541;-0,4267;0,2073;0,1651;0,6723;1,7571;1,2217;0,5173;0,2214;0,5173
"51422";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51422"" target=""_blank"">PRKAG2</a>";"protein-coding";"protein kinase, AMP-activated, gamma 2 non-catalytic subunit";"Cluster_8";-1,1145;0,6461;-0,1376;0,4303;-0,4443;1,3731;-0,149;0,4417;0,3394;-0,7056;0,2599;-0,0581;-0,5352;-0,4557;-0,7056;-0,4216;-0,7737;-0,8192;-1,2508;-0,6715;-1,7733;-0,8646;-0,4898;-1,1713;-0,3194;-0,2058;-1,5007;-1,762;-1,2735;0,3735;-1,0236;-1,319;-1,2395;-1,3076;0,4417;0,2031;0,4644;2,6226;0,9869;-0,467;-0,7056;-0,4102;2,4181;0,0895;0,9983;0,453;0,0441;0,135;0,1009;0,3054;0,7484;0,8847;0,578;1,7934;1,748;0,8052;1,6344;1,0891;0,2486;1,4185
"51646";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=51646"" target=""_blank"">YPEL5</a>";"protein-coding";"yippee-like 5";"Cluster_8";-1,8483;1,3494;0,8968;-0,0815;-0,1107;1,1742;-0,2567;1,8605;-0,2713;0,3565;0,2105;-0,1983;-1,8629;-1,1913;-1,1621;-0,8846;-0,7386;-0,797;-1,0014;-0,9868;-1,2935;-1,1621;-0,9868;-1,5417;2,4884;0,0645;0,0645;-0,2567;-0,4758;-0,1545;-0,6948;-0,432;-0,3006;-0,7532;0,0207;0,5902;-0,2275;1,3348;2,576;0,9552;1,7437;-0,651;0,2105;-0,3152;-0,2129;0,8676;-0,7678;0,3857;0,1959;0,3857;-0,505;0,7654;-0,5634;1,2472;-0,1837;0,7362;1,3494;0,5902;-0,943;1,3933
"54908";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54908"" target=""_blank"">SPDL1</a>";"protein-coding";"spindle apparatus coiled-coil protein 1";"Cluster_8";-0,5427;0,8453;1,5638;1,2862;-1,4898;1,5638;1,1229;-0,0691;0,9433;-0,2161;1,1556;-0,8203;-1,8001;-1,0162;-0,3957;-1,2285;-0,9183;-0,9346;-0,2977;-0,1671;0,0125;-0,8203;-1,2612;-0,3304;0,8943;-2,1103;-0,6733;-0,3467;-0,5917;-1,1632;-1,2938;-0,9509;-0,412;-0,6243;0,682;-0,6733;0,5514;-0,8366;0,78;0,1105;0,78;-0,2161;-0,9509;0,4697;-0,608;1,1066;1,0576;1,6618;1,6945;1,6455;-0,4447;-0,7386;0,2085;1,8904;0,3554;1,6945;0,8617;-0,6733;0,1921;0,4861
"55165";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55165"" target=""_blank"">CEP55</a>";"protein-coding";"centrosomal protein 55kDa";"Cluster_8";-0,4808;1,5471;1,226;1,564;-1,0047;1,6823;-0,1935;-0,6836;0,8036;-0,6836;0,9557;-0,6329;-0,7343;-0,0245;-0,4977;-0,6329;-0,4639;0,0093;0,0938;-1,5116;-1,9003;-0,8188;-2,4749;0,2459;0,3642;-0,4301;0,8881;-0,4301;-1,275;-1,275;-1,2581;-2,5932;0,3473;-0,0752;0,567;-0,1428;1,6992;0,8036;0,0093;0,736;-0,3625;0,4487;-0,8019;-0,4132;-0,6667;0,6684;0,0093;0,8374;-0,0921;-0,4977;-1,0723;1,4964;0,5839;0,1783;1,2936;0,6515;1,5978;0,7867;1,0908;0,9388
"55243";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55243"" target=""_blank"">KIRREL</a>";"protein-coding";"kin of IRRE like (Drosophila)";"Cluster_8";-0,965;-0,1495;0,7129;0,7035;-1,518;0,1317;0,5722;1,3971;0,4035;1,6221;0,9003;-1,4805;-1,2181;-0,6932;-1,1431;-1,2649;-1,6118;-1,0962;-1,0119;-1,5368;-1,6586;-1,0587;-1,3774;-1,6211;0,7035;0,7691;0,6566;0,1223;0,6847;-0,7775;-0,0277;0,6754;0,2161;0,1598;-0,0464;-0,0183;-0,0651;0,3942;0,3567;-0,2339;-1,04;0,2348;-1,0025;1,3784;0,4879;0,4129;0,8816;-0,4963;0,8535;0,113;-0,5338;0,4691;0,6941;1,2471;1,3971;2,8031;1,0034;-1,2649;0,9097;0,8441
"55357";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55357"" target=""_blank"">TBC1D2</a>";"protein-coding";"TBC1 domain family, member 2";"Cluster_8";-0,6483;2,0421;-0,5072;1,8069;-0,3661;0,0478;0,4335;0,3394;-0,479;0,5276;-0,9493;-0,2156;-0,573;-0,6671;-0,4978;-0,272;-0,6765;-0,8176;-0,8835;-0,8646;-0,7894;-1,2879;-1,382;-0,573;-0,319;-0,3849;-0,2626;-0,9117;-0,78;-1,1186;-1,0998;-1,4479;-0,6859;-0,8458;-0,5824;-0,5354;0,2077;0,3488;2,5688;1,4871;-0,0368;-0,3379;-0,7141;-0,7894;-0,0745;0,5746;-0,3567;1,6188;1,3648;0,8568;-0,874;0,6028;0,6969;2,1267;1,5153;0,791;0,1795;0,8944;2,2396;1,3365
"57142";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57142"" target=""_blank"">RTN4</a>";"protein-coding";"reticulon 4";"Cluster_8";-1,7962;0,95;1,0227;-0,7064;-0,9825;1,0227;0,921;-0,0961;0,3834;0,8919;0,703;-0,256;0,2816;-1,2586;-1,709;0,0782;-1,8689;-0,6628;-2,0432;-0,6047;0,0782;-0,6774;-0,8227;-0,6919;1,8364;-0,8517;-0,6628;-0,2414;0,2816;-0,8808;-0,2414;0,8919;-1,1569;-0,8372;0,456;-0,4303;0,9791;0,6304;1,7056;0,0928;0,1654;0,6304;0,0782;-2,7843;-0,1107;-1,215;1,3133;0,1799;0,6158;0,3398;-0,1543;-0,5611;0,7612;0,7176;1,415;1,1971;0,703;1,5603;0,1945;1,2261
"60312";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=60312"" target=""_blank"">AFAP1</a>";"protein-coding";"actin filament associated protein 1";"Cluster_8";-0,7046;2,3515;1,6024;0,0744;-1,169;2,7859;0,8684;1,7822;0,7935;0,1493;1,3777;-0,2402;-0,2402;-0,8993;-0,7645;-0,39;-1,139;-1,199;-1,1241;-1,184;-1,3038;-0,8394;-0,9443;-0,8095;0,0145;-0,3151;-0,7196;-0,6147;-1,0941;-1,0042;-0,9443;-0,6297;0,2991;0,0594;0,7635;0,374;1,4526;0,359;2,1118;-0,5098;1,7073;0,0295;-0,5398;-0,5848;1,2879;0,1493;0,1193;0,2692;0,2841;-0,7046;0,4939;-0,0454;-1,0042;-0,7346;-0,6597;0,3291;-0,0604;0,9583;-0,9443;1,2129
"64283";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64283"" target=""_blank"">ARHGEF28</a>";"protein-coding";"Rho guanine nucleotide exchange factor (GEF) 28";"Cluster_8";-0,7762;1,4787;0,3433;1,1909;-0,5523;0,6791;0,5832;-1,016;-0,5683;-0,0885;-0,1685;0,0235;-0,5842;-0,5363;-0,6642;0,6471;-0,5842;-0,9201;-0,7921;-0,9841;-1,4158;-0,7921;-0,8081;-1,112;-0,5842;-0,7442;-0,6802;-0,1685;-0,9681;-0,6802;-0,6642;-0,9361;-0,0725;-0,3604;0,4393;-0,6002;1,4468;0,3753;3,9735;-0,4883;-0,1685;-0,1365;-1,112;0,2473;-0,2324;-0,0565;1,5907;1,7986;-0,2804;2,1984;-0,4243;-0,2484;-0,5203;0,6312;0,5512;1,7986;-0,4083;0,2633;1,1109;1,5267
"65983";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=65983"" target=""_blank"">GRAMD3</a>";"protein-coding";"GRAM domain containing 3";"Cluster_8";-0,7321;1,4745;0,739;1,7882;0,1981;3,4648;-0,5158;1,2798;-1,1756;0,5118;0,144;0,4253;-0,0507;-0,4941;-0,6131;0,0683;-0,3535;0,1224;-0,6997;-1,154;-1,0783;-1,2946;-0,8186;-0,8078;-1,5217;-0,5266;-0,0398;-1,327;-0,7321;-1,1323;-0,8186;-0,7862;0,1765;-0,9376;-1,1432;-0,5374;0,739;-0,6456;0,6092;0,0791;-0,2454;-0,9485;-0,5482;-0,8511;0,0467;0,7714;-0,0074;1,4745;0,9878;2,2641;-0,5482;0,6092;-0,2886;0,1873;0,7173;1,6151;0,4902;-0,1805;1,7017;0,8688
"79627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=79627"" target=""_blank"">OGFRL1</a>";"protein-coding";"opioid growth factor receptor-like 1";"Cluster_8";-0,8714;4,2922;-0,433;0,4763;-1,2124;0,5575;-0,4817;0,6712;-0,433;-0,2706;0,3302;-0,7902;-0,8227;-0,4168;-0,2706;-1,2449;-0,4168;-0,3843;-0,6603;-0,2057;-0,6279;-1,2124;0,0217;-0,9201;0,0379;-0,8065;-0,3356;-0,2219;-0,3356;-0,5791;-0,5304;-1,1475;-0,2869;-0,5142;-0,3518;-0,0108;1,4019;1,7104;-0,5304;-0,2057;-0,4492;-0,157;1,3044;-0,2869;-0,9526;-0,5467;-0,5142;1,3207;0,3951;1,0446;-1,1799;-0,498;0,8985;0,59;2,165;1,4831;0,3789;-0,1083;1,8565;1,2882
