ID	Symbol	chromosome	Length
257734	Olfr1355	10	1148
257871	Olfr1372-ps1	11	1768
257872	Olfr835	9	936
257875	Olfr1116-ps	2	924
257880	Olfr1066	2	942
257881	Olfr205	16	918
257882	Olfr1344	7	966
257883	Olfr1357	10	1160
257884	Olfr744	14	972
257885	Olfr885	9	930
257886	Olfr225	11	1260
257887	Olfr1200	2	1011
257888	Olfr1386	11	1128
257889	Olfr132	17	942
257890	Olfr12	1	1121
257891	Olfr479	7	984
257892	Olfr324	11	1122
257898	Olfr867	9	996
257899	Olfr1000	2	945
257900	Olfr1024	2	984
257902	Olfr704	7	948
257904	Olfr294	7	1008
257905	Olfr298	7	999
257906	Olfr293	7	1011
257908	Olfr115	17	995
257909	Olfr735	14	1065
257910	Olfr671	7	942
257912	Olfr948	9	966
257913	Olfr141	2	977
257914	Olfr663	7	1035
257915	Olfr1016	2	930
257916	Olfr1031	2	1011
257917	Olfr314	11	1131
257919	Olfr467	7	921
257921	Olfr1229	2	936
257924	Olfr947-ps1	9	2177
257926	Olfr544	7	1181
257929	Olfr299	7	993
257931	Olfr317	11	1128
257932	Olfr332	11	1601
257933	Olfr1089	2	936
257935	Olfr1287	2	918
257936	Olfr1028	2	975
257938	Olfr1419	19	1032
257939	Olfr527	7	918
257941	Olfr1042	2	1097
257943	Olfr285	15	960
257947	Olfr543	7	1130
257950	Olfr1039	2	960
257951	Olfr987	2	930
257956	Olfr1307	2	939
257958	Olfr301	7	1209
257959	Olfr1537	9	945
257962	Olfr222	11	957
257963	Olfr857	9	930
257971	Olfr1382	11	936
257972	Olfr193	16	930
257973	Olfr207	16	918
257974	Olfr1053	2	943
257975	Olfr598	7	960
257978	Olfr1322	X	933
257979	Olfr1281	2	918
257980	Olfr1275	2	939
257984	Olfr1249	2	957
257985	Olfr782	10	945
257996	Olfr884	9	930
258008	Olfr1513	14	942
258016	Olfr453	6	954
258019	Olfr212	6	2672
258020	Olfr213	6	984
258022	Olfr1318	2	1110
258023	Olfr1306	2	939
258025	Olfr1211	2	936
258027	Olfr1385	11	930
258028	Olfr901	9	936
258035	Olfr191	16	930
258036	Olfr198	16	921
258039	Olfr728	14	936
258041	Olfr485	7	954
258042	Olfr487	7	945
258046	Olfr951	9	945
258051	Olfr93	17	939
258055	Olfr524	7	957
258056	Olfr533	7	963
258060	Olfr1181	2	936
258064	Olfr316	11	921
258065	Olfr312	11	927
258067	Olfr1359	13	942
258068	Olfr804	10	945
258069	Olfr787	10	939
258074	Olfr834	9	939
258075	Olfr832	9	939
258085	Olfr1105	2	939
258086	Olfr967	9	933
258087	Olfr963	9	936
258089	Olfr304	7	1002
258094	Olfr761	17	972
258095	Olfr119	17	1033
258096	Olfr112	17	3175
258097	Olfr1500	19	936
258098	Olfr1490	19	951
258101	Olfr1137	2	933
258103	Olfr1152	2	933
258105	Olfr1162	2	945
258111	Olfr1129	2	945
258113	Olfr748	14	924
258117	Olfr1437	19	939
258120	Olfr1463	19	933
258121	Olfr1465	19	924
258123	Olfr1474	19	945
258134	Olfr426	1	949
258135	Olfr597	7	948
258136	Olfr517	7	945
258139	Olfr591	7	945
258147	Olfr675	7	942
258150	Olfr792	10	936
258151	Olfr1505	19	951
258153	Olfr412	11	939
258154	Olfr1029	2	1061
258155	Olfr1425	19	936
258156	Olfr605	7	1011
258158	Olfr169	16	942
258159	Olfr1331	4	954
258160	Olfr685	7	951
258163	Olfr504	7	957
258165	Olfr965	9	939
258166	Olfr988	2	930
258167	Olfr1182	2	1178
258168	Olfr566	7	951
258173	Olfr1532-ps1	7	924
258177	Olfr1222	2	936
258178	Olfr180	16	1142
258180	Olfr699	7	951
258181	Olfr406	11	972
258183	Olfr917	9	930
258186	Olfr75-ps1	11	1281
258189	Olfr624	7	927
258196	Olfr309	7	927
258198	Olfr224	11	945
258199	Olfr1300-ps1	2	2235
258201	Olfr538	7	933
258203	Olfr1178	2	972
258206	Olfr1264	2	927
258207	Olfr452	6	954
258214	Olfr1329	4	942
258215	Olfr506	7	945
258216	Olfr1034	2	1023
258218	Olfr102	17	1027
258219	Olfr94	17	1161
258220	Olfr1148	2	945
258222	Olfr310	7	1082
258225	Olfr913	9	1275
258227	Olfr1418	19	957
258228	Olfr1415	1	936
258231	Olfr1471	19	945
258232	Olfr774	10	939
258233	Olfr741	14	1144
258235	Olfr1084	2	954
258236	Olfr391-ps	11	1120
258238	Olfr417	1	930
258241	Olfr1212	2	936
258242	Olfr955	9	945
258245	Olfr1036	2	1015
258246	Olfr594	7	936
258247	Olfr645	7	948
258248	Olfr576	7	939
258249	Olfr845	9	942
258252	Olfr813	10	933
258255	Olfr1010	2	936
258257	Olfr1313	2	936
258258	Olfr1308	2	963
258259	Olfr1338	4	942
258261	Olfr325	11	1041
258263	Olfr117	17	954
258264	Olfr747	14	955
258265	Olfr1333	4	954
258266	Olfr247	10	1890
258267	Olfr370	8	1096
258268	Olfr1511	14	957
258269	Olfr930	9	927
258270	Olfr448	6	933
258271	Olfr1311	2	939
258272	Olfr1402	3	963
258273	Olfr1394	11	939
258274	Olfr1412	1	966
258275	Olfr729	14	972
258276	Olfr960	9	951
258277	Olfr281	15	936
258278	Olfr284	15	918
258279	Olfr846	9	942
258280	Olfr1366	13	1054
258281	Olfr780	10	939
258282	Olfr801	10	957
258283	Olfr981	9	933
258284	Olfr114	17	939
258285	Olfr122	17	1030
258286	Olfr113	17	939
258287	Olfr125	17	1118
258288	Olfr1484	19	948
258289	Olfr1324	X	999
258290	Olfr1143	2	945
258291	Olfr1167	2	1100
258292	Olfr446	6	927
258293	Olfr437	6	933
258294	Olfr1115	2	1102
258295	Olfr746	14	945
258296	Olfr745	14	1175
258297	Olfr827	10	969
258298	Olfr1475	19	945
258299	Olfr1461	19	939
258300	Olfr1449	19	945
258301	Olfr1340	4	948
258302	Olfr420	1	1046
258303	Olfr518	7	1002
258304	Olfr498	7	993
258305	Olfr1356	10	963
258306	Olfr1337	4	951
258307	Olfr493	7	945
258308	Olfr510	7	945
258309	Olfr657	7	960
258310	Olfr145	9	933
258311	Olfr601	7	990
258313	Olfr726	14	966
258314	Olfr725	14	1110
258315	Olfr767	10	930
258316	Olfr727	14	1035
258317	Olfr1145	2	978
258318	Olfr186	16	930
258319	Olfr187	16	1087
258320	Olfr1232	2	936
258321	Olfr809	10	987
258322	Olfr554	7	954
258323	Olfr943	9	1079
258324	Olfr129	17	1238
258325	Olfr110	17	1106
258326	Olfr642	7	945
258327	Olfr958	9	939
258328	Olfr954	9	945
258329	Olfr135	17	939
258330	Olfr1274-ps	2	1035
258331	Olfr1330	4	948
258333	Olfr893	9	942
258334	Olfr1396	11	981
258335	Olfr374	8	1080
258336	Olfr77	9	2671
258338	Olfr1259	2	930
258339	Olfr1269	2	930
258340	Olfr1265	2	930
258341	Olfr1495	19	960
258342	Olfr1491	19	960
258343	Olfr397	11	948
258344	Olfr390	11	936
258345	Olfr1121	2	945
258346	Olfr1128	2	936
258347	Olfr1123	2	972
258348	Olfr1133	2	942
258350	Olfr706	7	951
258351	Olfr633	7	939
258352	Olfr692	7	990
258353	Olfr521	7	966
258354	Olfr168	16	939
258355	Olfr677	7	939
258356	Olfr564	7	951
258357	Olfr574	7	1041
258358	Olfr557	7	1057
258359	Olfr1312	2	954
258360	Olfr731	14	981
258361	Olfr495	7	993
258362	Olfr1094	2	1147
258363	Olfr1093	2	969
258364	Olfr976	9	2813
258365	Olfr361	2	969
258366	Olfr434	6	966
258368	Olfr1450	19	978
258369	Olfr509	7	966
258370	Olfr1253	2	957
258371	Olfr368	2	984
258372	Olfr918	9	978
258373	Olfr323	11	972
258374	Olfr127	17	972
258375	Olfr794	10	963
258377	Olfr654	7	1026
258378	Olfr593	7	984
258379	Olfr1284	2	936
258380	Olfr461	6	942
258381	Olfr460	6	945
258382	Olfr208	16	918
258383	Olfr1347	7	960
258384	Olfr1350	7	927
258385	Olfr1323	X	930
258386	Olfr1058	2	951
258387	Olfr720	14	951
258388	Olfr1279	2	942
258389	Olfr1278	2	942
258390	Olfr1276	2	939
258391	Olfr1277	2	912
258392	Olfr190	16	924
258393	Olfr1325	X	948
258394	Olfr1328	4	942
258395	Olfr1288	2	939
258396	Olfr1305	2	939
258397	Olfr1303	2	939
258398	Olfr1295	2	939
258399	Olfr1289	2	897
258400	Olfr228	2	942
258401	Olfr1076	2	942
258402	Olfr1079	2	948
258403	Olfr1065	2	992
258404	Olfr1080	2	979
258405	Olfr1420	19	930
258406	Olfr462	11	936
258407	Olfr464	11	1084
258408	Olfr463	11	936
258409	Olfr1431	19	939
258410	Olfr291	7	1159
258411	Olfr290	7	948
258412	Olfr877	9	936
258413	Olfr881	9	948
258414	Olfr883	9	930
258415	Olfr887	9	930
258416	Olfr888	9	945
258417	Olfr470	7	945
258418	Olfr469	7	945
258420	Olfr221	14	936
258421	Olfr223	11	960
258422	Olfr742	14	1120
258423	Olfr1510	14	1039
258424	Olfr1512	14	942
258425	Olfr994	2	945
258426	Olfr995	2	948
258427	Olfr993	2	945
258428	Olfr998	2	1012
258429	Olfr996	2	1068
258430	Olfr938	9	948
258431	Olfr937	9	936
258432	Olfr919	9	948
258433	Olfr933	9	927
258434	Olfr934	9	933
258435	Olfr382	11	939
258436	Olfr458	6	942
258437	Olfr450	6	933
258438	Olfr215	6	933
258439	Olfr1309	2	963
258440	Olfr1317	2	951
258441	Olfr1310	2	939
258442	Olfr1314	2	939
258443	Olfr164	16	948
258444	Olfr694	7	948
258445	Olfr693	7	952
258446	Olfr1231	2	942
258447	Olfr1241	2	945
258448	Olfr92	17	939
258449	Olfr282	15	928
258450	Olfr1199	2	933
258451	Olfr1215	2	943
258453	Olfr1209	2	933
258454	Olfr1202	2	930
258455	Olfr1204	2	930
258456	Olfr1196	2	945
258457	Olfr108	17	1038
258458	Olfr165	16	942
258459	Olfr1388	11	936
258460	Olfr1391	11	936
258461	Olfr1381	11	936
258462	Olfr1392	11	1026
258463	Olfr1393	11	936
258464	Olfr1384	11	1034
258465	Olfr1387	11	936
258466	Olfr1261	2	921
258468	Olfr1254	2	945
258469	Olfr90	17	1046
258470	Olfr91	17	939
258471	Olfr891	9	951
258472	Olfr899	9	996
258474	Olfr890	9	945
258475	Olfr889	9	930
258477	Olfr197	16	926
258478	Olfr183	16	1196
258479	Olfr203	16	921
258480	Olfr130	17	954
258481	Olfr137	17	939
258482	Olfr266	3	951
258483	Olfr1411	1	972
258484	Olfr1410	1	969
258485	Olfr724	14	1006
258486	Olfr730	14	957
258487	Olfr722	14	1582
258488	Olfr474	7	933
258489	Olfr486	7	945
258490	Olfr492	7	945
258491	Olfr490	7	945
258492	Olfr484	7	966
258493	Olfr319	11	921
258494	Olfr318	11	1026
258495	Olfr328	11	933
258497	Olfr961	9	945
258498	Olfr148	9	933
258499	Olfr945	9	960
258500	Olfr944	9	936
258501	Olfr959	9	936
258502	Olfr279	15	933
258503	Olfr98	17	930
258504	Olfr107	17	1033
258505	Olfr97	17	933
258506	Olfr95	17	939
258507	Olfr96	17	942
258508	Olfr99	17	918
258511	Olfr523	7	954
258512	Olfr530	7	924
258513	Olfr536	7	3853
258515	Olfr854	9	948
258516	Olfr850	9	948
258517	Olfr855	9	992
258518	Olfr847	9	939
258519	Olfr859	9	930
258520	Olfr849	9	939
258521	Olfr860	9	1219
258522	Olfr1183	2	912
258523	Olfr1186	2	1090
258524	Olfr1168	2	939
258525	Olfr1170	2	951
258526	Olfr1367	13	951
258527	Olfr1368	13	945
258528	Olfr1370	13	951
258529	Olfr313	11	1074
258530	Olfr311	11	927
258531	Olfr315	11	998
258532	Olfr373	8	945
258533	Olfr1364	13	945
258534	Olfr1361	13	954
258536	Olfr1360	13	980
258537	Olfr777	10	936
258538	Olfr775	10	939
258540	Olfr771	10	954
258541	Olfr800	10	936
258542	Olfr786	10	939
258543	Olfr810	10	939
258544	Olfr788	10	936
258545	Olfr811	10	960
258546	Olfr806	10	942
258547	Olfr803	10	927
258548	Olfr805	10	960
258549	Olfr798	10	936
258550	Olfr869	9	998
258551	Olfr866	9	1077
258552	Olfr868	9	1132
258553	Olfr872	9	1124
258554	Olfr873	9	960
258555	Olfr862	9	921
258557	Olfr836	9	955
258558	Olfr837	9	1040
258559	Olfr830	9	948
258560	Olfr843	9	1107
258561	Olfr1012	2	936
258562	Olfr1014	2	918
258563	Olfr1006	2	987
258564	Olfr1015	2	1016
258565	Olfr1009	2	945
258566	Olfr1002	2	957
258568	Olfr1457	19	954
258569	Olfr459	6	945
258570	Olfr1043	2	945
258571	Olfr1033	2	3743
258572	Olfr1032	2	933
258573	Olfr1020	2	1079
258575	Olfr1046	2	951
258577	Olfr1026	2	924
258579	Olfr1018	2	936
258580	Olfr1023	2	936
258581	Olfr1030	2	990
258582	Olfr1022	2	948
258583	Olfr1085	2	942
258584	Olfr1101	2	933
258585	Olfr1086	2	933
258586	Olfr1111	2	940
258587	Olfr1100	2	966
258589	Olfr703	7	960
258590	Olfr702	7	1348
258591	Olfr695	7	1201
258592	Olfr697	7	1049
258593	Olfr700	7	951
258594	Olfr710	7	1156
258595	Olfr698	7	936
258597	Olfr716	7	945
258598	Olfr828	9	939
258600	Olfr270	4	939
258601	Olfr984	9	945
258602	Olfr150	9	939
258603	Olfr972	9	945
258604	Olfr970	9	936
258605	Olfr968	9	1027
258606	Olfr229	9	924
258607	Olfr971	9	924
258608	Olfr986	9	1016
258609	Olfr305	7	960
258610	Olfr307	7	942
258611	Olfr297	7	933
258612	Olfr303	7	960
258613	Olfr292	7	1077
258614	Olfr308	7	927
258615	Olfr360	2	954
258616	Olfr357	2	927
258617	Olfr356	2	948
258618	Olfr355	2	933
258620	Olfr350	2	939
258621	Olfr344	2	930
258622	Olfr121	17	1237
258623	Olfr123	17	930
258624	Olfr120	17	993
258625	Olfr116	17	966
258626	Olfr1501	19	948
258627	Olfr1504	19	948
258628	Olfr1489	19	942
258629	Olfr1487	19	948
258630	Olfr1141	2	936
258631	Olfr1151	2	927
258632	Olfr1138	2	936
258633	Olfr1153	2	957
258634	Olfr1164	2	1112
258635	Olfr1140	2	1020
258636	Olfr1155	2	945
258638	Olfr1163	2	1043
258639	Olfr1158	2	942
258640	Olfr152	2	951
258641	Olfr1154	2	933
258643	Olfr1160	2	960
258644	Olfr1166	2	1632
258645	Olfr418-ps1	1	991
258647	Olfr435	6	942
258648	Olfr237-ps1	6	933
258649	Olfr441	6	933
258650	Olfr444	6	933
258652	Olfr1131	2	930
258653	Olfr1136	2	1067
258654	Olfr1135	2	933
258655	Olfr1112	2	957
258656	Olfr365	2	939
258657	Olfr733	14	994
258658	Olfr734	14	942
258659	Olfr732	14	1044
258660	Olfr736	14	939
258661	Olfr740	14	936
258662	Olfr738	14	936
258663	Olfr739	14	930
258665	Olfr815	10	951
258666	Olfr822	10	939
258667	Olfr816	10	939
258668	Olfr823	10	948
258669	Olfr824	10	948
258670	Olfr820	10	939
258671	Olfr826	10	942
258672	Olfr825	10	963
258673	Olfr1428	19	945
258674	Olfr1427	19	936
258675	Olfr1423	19	933
258676	Olfr1424	19	942
258677	Olfr76	19	954
258678	Olfr1441	19	957
258679	Olfr1440	19	948
258680	Olfr1433	19	1076
258681	Olfr235	19	939
258682	Olfr1436	19	948
258683	Olfr262	19	939
258684	Olfr1459	19	924
258685	Olfr1472	19	945
258686	Olfr1467	19	927
258687	Olfr1454	19	924
258688	Olfr1462	19	924
258689	Olfr1466	19	933
258690	Olfr1469	19	930
258691	Olfr1477	19	1100
258692	Olfr1442	19	1065
258693	Olfr1443	19	4337
258694	Olfr1445	19	945
258695	Olfr1453	19	924
258696	Olfr1448	19	945
258697	Olfr1444	19	960
258698	Olfr1447	19	930
258699	Olfr1446	19	927
258700	Olfr1451	19	933
258701	Olfr401	11	948
258702	Olfr410	11	948
258703	Olfr402	11	948
258704	Olfr411	11	1049
258705	Olfr398	11	945
258706	Olfr43	11	1092
258708	Olfr1342	4	948
258709	Olfr248	1	1010
258710	Olfr419	1	1088
258711	Olfr432	1	939
258712	Olfr433	1	1004
258713	Olfr430	1	954
258715	Olfr421-ps1	1	1050
258716	Olfr424	1	948
258717	Olfr429	1	943
258718	Olfr513	7	930
258719	Olfr512	7	981
258720	Olfr516	7	945
258721	Olfr514	7	933
258722	Olfr611	7	972
258723	Olfr781	10	936
258724	Olfr784	10	960
258725	Olfr1095	2	927
258726	Olfr599	7	948
258727	Olfr488	7	945
258728	Olfr482	7	972
258729	Olfr478	7	945
258730	Olfr483	7	948
258731	Olfr491	7	933
258732	Olfr494	7	945
258733	Olfr497	7	945
258734	Olfr502	7	945
258736	Olfr1497	19	945
258737	Olfr1316	2	945
258738	Olfr507	7	951
258739	Olfr1362	13	985
258740	Olfr957	9	936
258741	Olfr935	9	927
258742	Olfr146	9	921
258743	Olfr661	7	960
258744	Olfr875	9	1004
258745	Olfr689	7	963
258746	Olfr648	7	951
258747	Olfr1106	2	939
258748	Olfr1195	2	927
258749	Olfr556	7	1023
258750	Olfr551	7	1079
258751	Olfr608	7	951
258752	Olfr583	7	960
258753	Olfr678	7	942
258754	Olfr214	6	963
258755	Olfr672	7	939
258756	Olfr414	1	955
258757	Olfr1013	2	918
258758	Olfr1406	1	1063
258759	Olfr1408	1	933
258762	Olfr1109	2	939
258763	Olfr1104	2	933
258764	Olfr1099	2	939
258765	Olfr1110	2	939
258766	Olfr259	2	939
258767	Olfr1176	2	948
258768	Olfr1189	2	921
258769	Olfr508	7	933
258770	Olfr472	7	933
258771	Olfr473	7	933
258772	Olfr821	10	933
258773	Olfr818	10	957
258774	Olfr1208	2	927
258775	Olfr196	16	930
258776	Olfr715	7	1131
258777	Olfr922	9	1132
258778	Olfr921	9	1520
258780	Olfr916	9	933
258781	Olfr915	9	933
258782	Olfr914	9	951
258783	Olfr920	9	1960
258784	Olfr1245	2	1062
258785	Olfr1230	2	918
258786	Olfr1238	2	948
258787	Olfr1248	2	1078
258788	Olfr1246	2	1078
258789	Olfr1271	2	918
258790	Olfr1263	2	921
258791	Olfr812	10	933
258792	Olfr1499	19	945
258793	Olfr1502	19	951
258794	Olfr878	9	1065
258797	Olfr904	9	933
258798	Olfr902	9	1056
258799	Olfr906	9	936
258800	Olfr905	9	933
258801	Olfr907	9	933
258802	Olfr143	9	942
258803	Olfr136	17	939
258804	Olfr1240	2	1074
258805	Olfr1426	19	1673
258806	Olfr912	9	995
258807	Olfr910	9	972
258808	Olfr620	7	942
258809	Olfr651	7	1069
258810	Olfr665	7	951
258811	Olfr926	9	927
258812	Olfr923	9	1068
258814	Olfr1156	2	1076
258815	Olfr1218	2	936
258816	Olfr466	13	927
258817	Olfr655	7	927
258818	Olfr629	7	1122
258819	Olfr640	7	945
258820	Olfr1184	2	936
258821	Olfr273	4	954
258822	Olfr39	9	1098
258823	Olfr969	9	936
258824	Olfr983	9	1050
258825	Olfr975	9	933
258826	Olfr27	9	1039
258828	Olfr133	17	939
258829	Olfr134	17	939
258830	Olfr103	17	942
258831	Olfr101	17	927
258832	Olfr109	17	945
258833	Olfr1132	2	927
258834	Olfr1126	2	945
258835	Olfr1130	2	1125
258836	Olfr272	4	960
258837	Olfr545	7	951
258838	Olfr617	7	957
258840	Olfr1097	2	1223
258841	Olfr1107	2	1108
258842	Olfr1098	2	948
258843	Olfr1087	2	942
258844	Olfr1090	2	942
258845	Olfr1161	2	1012
258846	Olfr1157	2	1112
258850	Olfr295	7	930
258851	Olfr1339	4	948
258852	Olfr1341	4	939
258853	Olfr982	9	966
258854	Olfr985	9	1116
258857	Olfr275	4	960
258858	Olfr371	8	939
258859	Olfr161	16	942
258861	Olfr763	10	930
258862	Olfr770	10	936
258863	Olfr768	10	939
258865	Olfr992	2	930
258866	Olfr1008	2	942
258867	Olfr131	17	945
258868	Olfr894	9	949
258869	Olfr147	9	1175
258871	Olfr898	9	951
258872	Olfr908	9	931
258873	Olfr911-ps1	9	940
258874	Olfr900	9	951
258875	Olfr895	9	951
258877	Olfr1395	11	954
258879	Olfr330	11	1082
258880	Olfr218	1	942
258881	Olfr1404	1	1034
258882	Olfr874	9	933
258883	Olfr876	9	1048
258886	Olfr1299	2	996
258887	Olfr1294	2	939
258888	Olfr1298	2	939
258889	Olfr1301	2	939
258890	Olfr1297	2	939
258891	Olfr1302	2	948
258892	Olfr126	17	960
258893	Olfr1225	2	1027
258894	Olfr1223	2	1531
258895	Olfr1216	2	936
258896	Olfr1206	2	924
258897	Olfr1201	2	924
258898	Olfr1205	2	1067
258899	Olfr1214	2	936
258900	Olfr1213	2	1297
258901	Olfr1219	2	936
258902	Olfr1220	2	1026
258903	Olfr1217	2	1105
258904	Olfr1221	2	936
258905	Olfr871	9	1147
258907	Olfr851	9	939
258908	Olfr853	9	918
258909	Olfr1282	2	918
258910	Olfr1280	2	918
258912	Olfr1378	11	948
258913	Olfr1377	11	924
258914	Olfr211	6	930
258915	Olfr1348	7	939
258917	Olfr1336	7	945
258918	Olfr1346	7	942
258919	Olfr1179	2	924
258920	Olfr1180	2	1063
258921	Olfr1188	2	968
258922	Olfr267	4	942
258923	Olfr1	11	1248
258924	Olfr376	11	1210
258925	Olfr20	11	1062
258926	Olfr476	7	933
258927	Olfr481	7	939
258928	Olfr477	7	933
258929	Olfr799	10	936
258930	Olfr808	10	939
258931	Olfr807	10	936
258932	Olfr791	10	939
258933	Olfr796	10	933
258934	Olfr802	10	939
258935	Olfr790	10	969
258937	Olfr167	16	939
258938	Olfr1417	19	948
258939	Olfr63	17	951
258940	Olfr346	2	930
258941	Olfr354	2	954
258942	Olfr352	2	948
258943	Olfr353	2	936
258944	Olfr351	2	933
258945	Olfr347	2	939
258946	Olfr348	2	942
258947	Olfr345	2	936
258949	Olfr338	2	921
258950	Olfr342	2	939
258951	Olfr339	2	930
258952	Olfr341	2	942
258953	Olfr340	2	939
258954	Olfr522	7	939
258955	Olfr531	7	915
258956	Olfr535	7	939
258958	Olfr525	7	930
258959	Olfr170	16	942
258960	Olfr171	16	945
258961	Olfr631	7	1550
258962	Olfr53	7	1162
258963	Olfr539	7	960
258964	Olfr541	7	939
258967	Olfr1250	2	945
258968	Olfr1247	2	1065
258969	Olfr1226	2	933
258970	Olfr1242	2	1053
258971	Olfr1243	2	918
258972	Olfr1239	2	918
258973	Olfr1228	2	972
258974	Olfr1233	2	918
258975	Olfr1234	2	945
258976	Olfr1262	2	915
258977	Olfr1273-ps	2	924
258979	Olfr1255	2	933
258980	Olfr1258	2	936
258982	Olfr1272	2	927
258983	Olfr1260	2	933
258984	Olfr1257	2	930
258985	Olfr1256	2	921
258987	Olfr1270	2	1018
258988	Olfr38	6	954
258989	Olfr457	6	942
258990	Olfr447	6	933
258991	Olfr1496	19	1067
258992	Olfr1494	19	948
258993	Olfr206	16	921
258994	Olfr204	16	918
258995	Olfr176	16	928
258996	Olfr201	16	927
258997	Olfr202	16	924
258998	Olfr177	16	930
258999	Olfr178	16	960
259000	Olfr195	16	927
259001	Olfr181	16	1391
259002	Olfr173	16	1164
259003	Olfr172	16	1088
259004	Olfr175-ps1	16	1029
259005	Olfr139	11	948
259006	Olfr399	11	1003
259007	Olfr395	11	939
259008	Olfr392	11	1069
259009	Olfr394	11	933
259010	Olfr393	11	939
259011	Olfr389	11	1395
259012	Olfr1052	2	939
259013	Olfr1044	2	945
259014	Olfr1047	2	960
259015	Olfr1038-ps	2	1210
259016	Olfr1048	2	963
259017	Olfr1019	2	933
259018	Olfr1049	2	927
259019	Olfr1045	2	948
259020	Olfr1056	2	1079
259021	Olfr1054	2	939
259022	Olfr1061	2	942
259023	Olfr1055	2	939
259024	Olfr381	11	936
259025	Olfr385	11	939
259026	Olfr378	11	1080
259027	Olfr380	11	936
259028	Olfr532	7	930
259030	Olfr1124	2	957
259031	Olfr1120	2	945
259032	Olfr1134	2	1125
259033	Olfr1122	2	981
259034	Olfr705	7	951
259035	Olfr714	7	954
259036	Olfr713	7	975
259037	Olfr711	7	1359
259038	Olfr283	15	930
259039	Olfr1413	1	1082
259040	Olfr1416	1	939
259041	Olfr1414	1	1189
259042	Olfr1351	10	960
259044	Olfr1353	10	1266
259045	Olfr669	7	954
259046	Olfr679	7	948
259047	Olfr683	7	960
259048	Olfr600	7	945
259049	Olfr618	7	957
259050	Olfr652	7	1061
259051	Olfr658	7	2912
259052	Olfr659	7	969
259053	Olfr362	2	954
259054	Olfr589	7	954
259055	Olfr582	7	960
259056	Olfr584	7	960
259057	Olfr649	7	939
259058	Olfr646	7	939
259061	Olfr668	7	957
259062	Olfr667	7	981
259063	Olfr691	7	969
259064	Olfr124	17	1122
259066	Olfr520	7	951
259067	Olfr449	6	936
259068	Olfr1390	11	936
259069	Olfr1389	11	1073
259070	Olfr829	9	966
259071	Olfr166	16	939
259072	Olfr686	7	954
259073	Olfr603	7	939
259074	Olfr1352	10	1174
259075	Olfr641	7	939
259078	Olfr656	7	990
259080	Olfr619	7	1123
259081	Olfr643	7	945
259082	Olfr1062	2	956
259083	Olfr547	7	940
259084	Olfr615	7	942
259085	Olfr610	7	948
259086	Olfr609	7	960
259087	Olfr622	7	954
259088	Olfr639	7	951
259089	Olfr571	7	969
259091	Olfr585	7	957
259092	Olfr569	7	945
259093	Olfr572	7	957
259095	Olfr568	7	942
259096	Olfr561	7	945
259097	Olfr558	7	2923
259098	Olfr606	7	960
259099	Olfr676	7	954
259100	Olfr666	7	957
259102	Olfr630	7	1545
259103	Olfr616	7	954
259104	Olfr613	7	5137
259105	Olfr549	7	951
259106	Olfr552	7	954
259107	Olfr555	7	948
259108	Olfr550	7	1038
259109	Olfr978	9	936
259110	Olfr980	9	1036
259111	Olfr974	9	933
259112	Olfr979	9	1045
259113	Olfr577	7	939
259114	Olfr570	7	939
259115	Olfr586	7	954
259116	Olfr559	7	957
259117	Olfr560	7	945
259118	Olfr575	7	957
259119	Olfr578	7	942
259122	Olfr635	7	966
259123	Olfr632	7	954
259124	Olfr638	7	966
259125	Olfr644	7	945
259126	Olfr623	7	1075
259143	Olfr503	7	972
259144	Olfr456	6	1052
259145	Olfr1251	2	957
259147	Olfr723	14	1006
259148	Olfr329-ps	11	1300
259151	Olfr1037	2	1125
259159	Olfr628	7	951
259161	Olfr688	7	966
259162	Olfr427	1	948
259163	Olfr1354	10	1095
259165	Olfr814	10	933
259172	Mfrp	9	4275
259277	Klk8	7	1322
259279	Tubgcp3	8	3649
259300	Ehd2	7	3058
259301	Leap2	11	497
259302	Srgap3	6	8886
260296	Trim61	8	2229
260297	Prrt1	17	921
260298	Fev	1	1479
260299	Cadm4	7	2155
260301	Otos	1	704
260302	Gga3	11	3681
260305	Nphp4	4	5028
260315	Nav3	10	7782
260408	Prss45	9	1232
260409	Cdc42ep3	17	1967
260423	Hist1h3f	13	903
263406	Plekhg3	12	4955
263764	Creg2	1	5799
263803	Pkn3	2	2931
263876	Spata2	2	3996
264064	Cdk8	5	2586
264134	Ttc26	6	4140
264895	Acsf2	11	3069
266459	Gm5039	12	1641
266614	Ly6g5b	17	1054
266620	Defb36	2	468
266632	Irak4	15	2824
266645	Acmsd	1	2303
266690	Cyb5r4	9	2629
266692	Cpne1	2	3520
266744	Lgsn	1	1903
266781	Snx17	5	1941
266793	Snord87	1	74
266815	Mill1	7	2489
267019	Rps15a	7	5134
268281	Shprh	10	9289
268288	Samd3	10	3554
268291	Rnf217	10	2860
268294	Zbtb24	10	4293
268297	Scml4	10	4745
268301	Sowahc	10	4512
268319	BC025920	10	1890
268345	Kcnc2	10	6196
268354	Fam19a2	10	4610
268373	Ppia	11	736
268379	Abca13	11	16011
268390	Ahsa2	11	3716
268395	Mpg	11	1745
268396	Sh3pxd2b	11	7432
268417	Zkscan17	11	4059
268420	Alkbh5	11	6025
268445	Ankrd13b	11	3336
268448	Phf12	11	4392
268449	Rpl23a	11	559
