"","Collection","Gene_set","Size","NES_b_cell","PValue_b_cell","FDR_b_cell","SLE>Control","NES_t_cell","PValue_t_cell","FDR_t_cell","SLE>Control"
"16463","C2_Chemical_and_genetic_perturbations","C2_CGP_608_TURJANSKI_MAPK1_AND_MAPK2_TARGETS",12,0.5338,0.98,1,"Yes",-0.4537,1,1,"No"
"16464","KEGG_compound","C16633_5_FLUOROURIDINE",5,0.534,0.95,1,"Yes",-0.6915,0.83,1,"No"
"16465","OMIM_gene","OMIM605590_SPLICING_FACTOR_3B_SUBUNIT_1_SF3B1",5,0.5349,0.97,0.99,"Yes",-1.0787,0.4,0.9,"No"
"16466","GO_BP","519105_GO_2000465_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY",8,0.535,0.98,1,"Yes",-1.2087,0.23,0.88,"No"
"16467","GO_BP","515238_GO_0070305_RESPONSE_TO_CGMP",7,0.536,0.96,1,"Yes",-0.6528,0.87,1,"No"
"16468","C2_Chemical_and_genetic_perturbations","C2_CGP_1058_RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN",15,0.5361,0.99,1,"Yes",-0.8276,0.71,1,"No"
"16469","REACTOME","1183550_REACT_188323_CLEC7A_DECTIN_1_SIGNALING",100,0.5372,1,1,"Yes",1.72,0,0.041,"Yes"
"16470","GO_BP","517078_GO_0072162_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION",5,0.5376,0.98,1,"Yes",-1.5314,0.046,0.76,"No"
"16471","GO_CC","501172_GO_0031932_TORC2_COMPLEX",8,0.5392,0.99,1,"Yes",1.0567,0.4,0.71,"Yes"
"16472","GO_BP","868064_GO_1902402_SIGNAL_TRANSDUCTION_INVOLVED_IN_MITOTIC_DNA_DAMAGE_CHECKPOINT",68,0.5409,1,1,"Yes",1.6514,0,0.25,"Yes"
"16473","GO_BP","501579_GO_0032344_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS",6,0.5417,0.97,1,"Yes",0.9793,0.47,1,"Yes"
"16474","GO_MF","515558_GO_0070628_PROTEASOME_BINDING",10,0.5419,0.98,1,"Yes",1.5343,0.051,0.35,"Yes"
"16475","GO_BP","493354_GO_0009157_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",6,0.542,0.98,1,"Yes",0.9026,0.58,1,"Yes"
"16476","C4_Cancer_gene_neighborhoods","C4_CGN_145_MORF_PPP1CA",169,0.5425,1,1,"Yes",2.7316,0,0,"Yes"
"16477","OMIM_gene","OMIM612990_ADDITIONAL_SEX_COMBS_LIKE_1_ASXL1",5,0.543,0.96,1,"Yes",-1.0444,0.43,0.73,"No"
"16478","GO_BP","1039930_GO_1903376_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",7,0.543,0.98,1,"Yes",1.411,0.1,0.54,"Yes"
"16479","GO_BP","515863_GO_0070936_PROTEIN_K48_LINKED_UBIQUITINATION",45,0.544,1,1,"Yes",1.0147,0.43,0.97,"Yes"
"16480","GO_BP","506593_GO_0043562_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS",19,0.5446,0.99,1,"Yes",0.8739,0.62,1,"Yes"
"16481","REACTOME","645264_REACT_121061_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",43,0.5446,1,1,"Yes",0.8205,0.8,0.99,"Yes"
"16482","GO_BP","513947_GO_0060391_POSITIVE_REGULATION_OF_SMAD_PROTEIN_IMPORT_INTO_NUCLEUS",11,0.5447,0.99,1,"Yes",-1.1378,0.3,0.93,"No"
"16483","OMIM_gene","OMIM612839_TET_ONCOGENE_FAMILY_MEMBER_2_TET2",5,0.5456,0.96,1,"Yes",-1.0897,0.35,1,"No"
"16484","GO_BP","504787_GO_0035608_PROTEIN_DEGLUTAMYLATION",6,0.5461,0.98,1,"Yes",-1.0245,0.42,0.97,"No"
"16485","C2_Chemical_and_genetic_perturbations","C2_CGP_705_GRASEMANN_RETINOBLASTOMA_WITH_6P_AMPLIFICATION",14,0.5463,0.99,1,"Yes",-0.5455,0.98,1,"No"
"16486","C2_Chemical_and_genetic_perturbations","C2_CGP_634_SCHEIDEREIT_IKK_TARGETS",18,0.5477,0.99,1,"Yes",0.6005,0.96,1,"Yes"
"16487","GO_BP","501582_GO_0032347_REGULATION_OF_ALDOSTERONE_BIOSYNTHETIC_PROCESS",6,0.5489,0.97,1,"Yes",1.0132,0.45,0.97,"Yes"
"16488","GO_CC","989110_GO_0098651_BASEMENT_MEMBRANE_COLLAGEN_TRIMER",8,0.549,0.98,1,"Yes",0.8979,0.6,0.9,"Yes"
"16489","GO_BP","754787_GO_1901836_REGULATION_OF_TRANSCRIPTION_OF_NUCLEAR_LARGE_RRNA_TRANSCRIPT_FROM_RNA_POLYMERASE_I_PROMOTER",5,0.5497,0.95,1,"Yes",1.1084,0.37,0.89,"Yes"
"16490","OMIM_gene","OMIM605066_TYROSINE_3_MONOOXYGENASE_TRYPTOPHAN_5_MONOOXYGENASE_ACTIVATION_PROTEIN_EPSILON_ISOFORM_YWHAE",5,0.5498,0.96,1,"Yes",-1.0787,0.38,0.96,"No"
"16491","GO_BP","517329_GO_0072413_SIGNAL_TRANSDUCTION_INVOLVED_IN_MITOTIC_CELL_CYCLE_CHECKPOINT",68,0.5505,1,1,"Yes",1.6482,0.0021,0.24,"Yes"
"16492","GO_BP","502190_GO_0032968_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER",14,0.5508,0.99,1,"Yes",1.3168,0.15,0.65,"Yes"
"16493","C2_Chemical_and_genetic_perturbations","C2_CGP_168_RODRIGUES_DCC_TARGETS_UP",5,0.5508,0.97,1,"Yes",0.5982,0.93,1,"Yes"
"16494","GO_BP","868065_GO_1902403_SIGNAL_TRANSDUCTION_INVOLVED_IN_MITOTIC_DNA_INTEGRITY_CHECKPOINT",68,0.5512,1,1,"Yes",1.6346,0.0021,0.25,"Yes"
"16495","GO_BP","517090_GO_0072174_METANEPHRIC_TUBULE_FORMATION",6,0.5516,0.95,1,"Yes",-1.3732,0.1,0.98,"No"
"16496","GO_MF","495523_GO_0015271_OUTWARD_RECTIFIER_POTASSIUM_CHANNEL_ACTIVITY",10,0.5518,0.98,1,"Yes",-0.9635,0.5,0.95,"No"
"16497","GO_CC","501171_GO_0031931_TORC1_COMPLEX",6,0.5528,0.97,1,"Yes",-1.271,0.21,0.66,"No"
"16498","C2_Chemical_and_genetic_perturbations","C2_CGP_2424_ALONSO_METASTASIS_EMT_DN",5,0.5539,0.95,1,"Yes",0.7901,0.72,1,"Yes"
"16499","KEGG_compound","C05544_PROTEIN_N6_METHYL_L_LYSINE",25,0.5543,1,1,"Yes",-1.4221,0.047,0.41,"No"
"16500","GO_BP","505256_GO_0042074_CELL_MIGRATION_INVOLVED_IN_GASTRULATION",12,0.5544,0.99,1,"Yes",-1.4198,0.11,0.94,"No"
"16501","OMIM_gene","OMIM100725_CHOLINERGIC_RECEPTOR_NICOTINIC_EPSILON_POLYPEPTIDE_CHRNE",5,0.5547,0.95,1,"Yes",-1.465,0.07,0.67,"No"
"16502","GO_MF","495308_GO_0015002_HEME_COPPER_TERMINAL_OXIDASE_ACTIVITY",21,0.5557,0.99,1,"Yes",2.0529,0,0.0082,"Yes"
"16503","GO_BP","512009_GO_0051095_REGULATION_OF_HELICASE_ACTIVITY",9,0.556,0.98,1,"Yes",1.3586,0.12,0.6,"Yes"
"16504","GO_BP","500343_GO_0031053_PRIMARY_MIRNA_PROCESSING",6,0.5562,0.97,1,"Yes",-0.6479,0.88,1,"No"
"16505","GO_CC","502721_GO_0033503_HULC_COMPLEX",5,0.5564,0.96,1,"Yes",1.1699,0.31,0.56,"Yes"
"16506","KEGG_pathway","HSA03015_MRNA_SURVEILLANCE_PATHWAY",86,0.5567,1,0.99,"Yes",0.9312,0.61,1,"Yes"
"16507","C2_Chemical_and_genetic_perturbations","C2_CGP_786_TERAMOTO_OPN_TARGETS_CLUSTER_5",7,0.557,0.97,1,"Yes",0.5305,0.98,1,"Yes"
"16508","REACTOME","160963_REACT_6341_MITOCHONDRIAL_UNCOUPLING_PROTEINS",5,0.5571,0.94,1,"Yes",-0.9545,0.53,1,"No"
"16509","GO_BP","948906_GO_1902751_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION",16,0.5575,0.99,1,"Yes",0.7638,0.79,1,"Yes"
"16510","C4_Cancer_gene_neighborhoods","C4_CGN_21_MORF_HDAC1",255,0.558,1,1,"Yes",2.4419,0,0,"Yes"
"16511","GO_BP","498498_GO_0019673_GDP_MANNOSE_METABOLIC_PROCESS",9,0.5584,0.97,1,"Yes",0.839,0.69,1,"Yes"
"16512","GO_BP","499350_GO_0022615_PROTEIN_TO_MEMBRANE_DOCKING",7,0.5586,0.96,1,"Yes",0.8549,0.66,1,"Yes"
"16513","GO_MF","500927_GO_0031681_G_PROTEIN_BETA_SUBUNIT_BINDING",9,0.5621,0.96,1,"Yes",1.3773,0.11,0.49,"Yes"
"16514","GO_BP","510331_GO_0048208_COPII_VESICLE_COATING",15,0.5629,0.97,1,"Yes",1.351,0.12,0.61,"Yes"
"16515","GO_MF","504221_GO_0035033_HISTONE_DEACETYLASE_REGULATOR_ACTIVITY",5,0.5633,0.95,1,"Yes",-1.1524,0.31,0.8,"No"
"16516","REACTOME","160965_REACT_6196_THE_PROTON_BUFFERING_MODEL",5,0.5638,0.95,1,"Yes",-0.9488,0.52,1,"No"
"16517","KEGG_compound","C05546_PROTEIN_N6_N6_N6_TRIMETHYL_L_LYSINE",25,0.5638,0.99,1,"Yes",-1.4212,0.059,0.41,"No"
"16518","GO_BP","502098_GO_0032876_NEGATIVE_REGULATION_OF_DNA_ENDOREDUPLICATION",5,0.564,0.94,1,"Yes",0.7485,0.78,1,"Yes"
"16519","GO_BP","512821_GO_0051971_POSITIVE_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE",5,0.5649,0.95,1,"Yes",-1.3421,0.16,0.92,"No"
"16520","KEGG_reaction","R03875_PROTEIN_LYSINE_S_ADENOSYL_L_METHIONINE_PROTEIN_N6_METHYL_L_LYSINE_S_ADENOSYL_L_HOMOCYSTEINE",25,0.5649,1,0.97,"Yes",-1.4268,0.067,0.26,"No"
"16521","GO_BP","517347_GO_0072431_SIGNAL_TRANSDUCTION_INVOLVED_IN_MITOTIC_G1_DNA_DAMAGE_CHECKPOINT",67,0.5652,1,1,"Yes",1.6802,0.0022,0.21,"Yes"
"16522","GO_BP","495036_GO_0010971_POSITIVE_REGULATION_OF_G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE",16,0.5656,0.99,1,"Yes",0.7345,0.86,1,"Yes"
"16523","GO_MF","496607_GO_0016676_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR",21,0.5663,0.99,1,"Yes",2.0303,0,0.0097,"Yes"
"16524","KEGG_compound","C03492_D_4_PHOSPHOPANTOTHENATE_R_4_PHOSPHOPANTOTHENATE",5,0.5712,0.97,1,"Yes",-0.8099,0.72,1,"No"
"16525","GO_MF","489593_GO_0004129_CYTOCHROME_C_OXIDASE_ACTIVITY",21,0.5716,0.98,1,"Yes",1.9999,0,0.013,"Yes"
"16526","GO_CC","496920_GO_0017119_GOLGI_TRANSPORT_COMPLEX",11,0.5722,0.97,1,"Yes",-0.7786,0.75,1,"No"
"16527","GO_BP","515315_GO_0070383_DNA_CYTOSINE_DEAMINATION",5,0.5723,0.95,1,"Yes",0.4635,0.99,1,"Yes"
"16528","GO_MF","515460_GO_0070530_K63_LINKED_POLYUBIQUITIN_BINDING",15,0.5727,0.98,1,"Yes",-1.178,0.25,0.78,"No"
"16529","GO_CC","507640_GO_0045275_RESPIRATORY_CHAIN_COMPLEX_III",6,0.5728,0.95,1,"Yes",1.3043,0.19,0.4,"Yes"
"16530","KEGG_reaction","R04867_S_ADENOSYL_L_METHIONINE_CYTOCHROME_C_L_LYSINE_N6_METHYLTRANSFERASE_S_ADENOSYL_L_METHIONINE_PROTEIN_N6_N6_DIMETHYL_L_LYSINE_S_ADENOSYL_L_HOMOCYSTEINE_PROTEIN_N6_N6_N6_TRIMETHYL_L_LYSINE",25,0.5731,0.99,0.98,"Yes",-1.433,0.059,0.26,"No"
"16531","KEGG_reaction","R04866_S_ADENOSYL_L_METHIONINE_CYTOCHROME_C_L_LYSINE_N6_METHYLTRANSFERASE_S_ADENOSYL_L_METHIONINE_PROTEIN_N6_METHYL_L_LYSINE_S_ADENOSYL_L_HOMOCYSTEINE_PROTEIN_N6_N6_DIMETHYL_L_LYSINE",25,0.5732,0.98,0.99,"Yes",-1.4196,0.053,0.25,"No"
"16532","GO_BP","510330_GO_0048207_VESICLE_TARGETING_ROUGH_ER_TO_CIS_GOLGI",15,0.5735,0.98,1,"Yes",1.3585,0.13,0.6,"Yes"
"16533","C1_Positional","C1_ALL_71_CHR14Q13",26,0.5736,0.99,1,"Yes",0.9562,0.52,0.81,"Yes"
"16534","KEGG_enzyme","1.6.2.2_CYTOCHROME_B5_REDUCTASE_CYTOCHROME_B5_REDUCTASE_DIHYDRONICOTINAMIDE_ADENINE_DINUCLEOTIDE_CYTOCHROME_B5_REDUCTASE_REDUCED_NICOTINAMIDE_ADENINEDINUCLEOTIDE_CYTOCHROME_B5_REDUCTASE_NADH_FERRICYTOCHROME_B5_OXIDOREDUCTASE_NADH_CYTOCHROME_B5_REDUCTASE_NADH_5ALPHA_REDUCTASE_NADH_CYTOCHROME_B5_REDUCTASE",5,0.574,0.94,0.95,"Yes",0.7395,0.78,1,"Yes"
"16535","GO_MF","512417_GO_0051539_4_IRON_4_SULFUR_CLUSTER_BINDING",38,0.5746,0.99,1,"Yes",1.0838,0.32,0.81,"Yes"
"16536","GO_CC","497913_GO_0019031_VIRAL_ENVELOPE",5,0.5747,0.95,1,"Yes",-1.1798,0.29,0.68,"No"
"16537","GO_CC","490784_GO_0005750_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_III",6,0.5757,0.94,1,"Yes",1.3302,0.14,0.37,"Yes"
"16538","GO_BP","494636_GO_0010571_POSITIVE_REGULATION_OF_NUCLEAR_CELL_CYCLE_DNA_REPLICATION",5,0.5765,0.95,1,"Yes",-1.0633,0.41,0.96,"No"
"16539","GO_BP","519145_GO_2000505_REGULATION_OF_ENERGY_HOMEOSTASIS",11,0.5767,0.97,1,"Yes",1.4251,0.078,0.52,"Yes"
"16540","GO_BP","868062_GO_1902400_INTRACELLULAR_SIGNAL_TRANSDUCTION_INVOLVED_IN_G1_DNA_DAMAGE_CHECKPOINT",67,0.5769,1,1,"Yes",1.6739,0.0045,0.22,"Yes"
"16541","GO_CC","751255_GO_0036338_VIRAL_MEMBRANE",5,0.5774,0.97,1,"Yes",-1.1698,0.29,0.69,"No"
"16542","GO_BP","510322_GO_0048199_VESICLE_TARGETING_TO_FROM_OR_WITHIN_GOLGI",28,0.578,0.99,1,"Yes",1.6298,0.017,0.26,"Yes"
"16543","REACTOME","105903_REACT_15550_INSULIN_PROCESSING",25,0.5789,0.98,1,"Yes",-0.7173,0.87,1,"No"
"16544","GO_MF","492494_GO_0008140_CAMP_RESPONSE_ELEMENT_BINDING_PROTEIN_BINDING",11,0.5789,0.95,1,"Yes",-0.6647,0.88,1,"No"
"16545","REACTOME","160964_REACT_6258_THE_FATTY_ACID_CYCLING_MODEL",5,0.5792,0.95,1,"Yes",-0.9375,0.55,1,"No"
"16546","REACTOME","106511_REACT_11063_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",81,0.5794,1,1,"Yes",1.9122,0,0.0072,"Yes"
"16547","REACTOME","730325_REACT_150188_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL",10,0.5804,0.96,1,"Yes",0.4676,1,1,"Yes"
"16548","GO_BP","1133954_GO_1903779_REGULATION_OF_CARDIAC_CONDUCTION",16,0.5812,0.98,1,"Yes",1.8468,0.0022,0.065,"Yes"
"16549","GO_BP","493253_GO_0009048_DOSAGE_COMPENSATION_BY_INACTIVATION_OF_X_CHROMOSOME",6,0.5812,0.95,1,"Yes",0.988,0.47,0.99,"Yes"
"16550","GO_CC","500210_GO_0030915_SMC5_SMC6_COMPLEX",7,0.5813,0.95,1,"Yes",1.2154,0.25,0.51,"Yes"
"16551","GO_MF","489869_GO_0004520_ENDODEOXYRIBONUCLEASE_ACTIVITY",45,0.5823,0.99,1,"Yes",1.134,0.26,0.75,"Yes"
"16552","KEGG_compound","C00079_L_PHENYLALANINE_S_ALPHA_AMINO_BETA_PHENYLPROPIONIC_ACID",10,0.5827,0.95,1,"Yes",0.842,0.65,1,"Yes"
"16553","KEGG_reaction","R00100_NADH_FERRICYTOCHROME_B5_OXIDOREDUCTASE_NADH_2_FERRICYTOCHROME_B5_NAD_2_FERROCYTOCHROME_B5_H_",5,0.5833,0.94,1,"Yes",0.7527,0.78,1,"Yes"
"16554","KEGG_module","HSA_M00154_CYTOCHROME_C_OXIDASE",18,0.5836,0.98,0.96,"Yes",1.9614,0.0021,0.007,"Yes"
"16555","C1_Positional","C1_ALL_131_CHRYQ11",14,0.5847,0.97,1,"Yes",0.867,0.62,0.89,"Yes"
"16556","GO_BP","491815_GO_0006977_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST",66,0.5851,1,1,"Yes",1.6607,0.0066,0.24,"Yes"
"16557","C2_Chemical_and_genetic_perturbations","C2_CGP_671_MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_7",7,0.5854,0.93,1,"Yes",0.9544,0.53,0.86,"Yes"
"16558","OMIM_gene","OMIM606406_NUCLEAR_PORE_COMPLEX_INTERACTING_PROTEIN_NPIP",7,0.5878,0.95,1,"Yes",-1.5414,0.034,1,"No"
"16559","KEGG_compound","C15602_QUINONE",6,0.5879,0.93,1,"Yes",1.2738,0.2,0.78,"Yes"
"16560","GO_BP","497959_GO_0019082_VIRAL_PROTEIN_PROCESSING",12,0.5883,0.95,1,"Yes",1.7783,0.0063,0.12,"Yes"
"16561","REACTOME","105823_REACT_1707_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",11,0.5886,0.97,1,"Yes",0.8506,0.67,0.96,"Yes"
"16562","C2_Chemical_and_genetic_perturbations","C2_CGP_213_RUNNE_GENDER_EFFECT_UP",9,0.5894,0.94,1,"Yes",-0.7393,0.78,1,"No"
"16563","KEGG_compound","C01528_HYDROGEN_SELENIDE_SELENIDE",6,0.5894,0.94,1,"Yes",1.0395,0.42,1,"Yes"
"16564","GO_MF","490186_GO_0004889_ACETYLCHOLINE_ACTIVATED_CATION_SELECTIVE_CHANNEL_ACTIVITY",17,0.5894,0.96,1,"Yes",-1.9519,0.0019,0.18,"No"
"16565","C1_Positional","C1_ALL_200_CHR19Q12",12,0.5902,0.95,1,"Yes",1.1463,0.27,0.63,"Yes"
"16566","GO_BP","501563_GO_0032328_ALANINE_TRANSPORT",9,0.5908,0.94,1,"Yes",0.94,0.52,1,"Yes"
"16567","REACTOME","106171_REACT_847_UREA_CYCLE",9,0.5913,0.95,1,"Yes",-0.7027,0.86,1,"No"
"16568","C3_MicroRNA_targets","C3_MIR_168_AGCGCAG_MIR_191",13,0.5915,0.95,0.99,"Yes",1.0715,0.36,1,"Yes"
"16569","REACTOME","530766_REACT_115893_MEMBRANE_BINDING_AND_TARGETTING_OF_GAG_PROTEINS",11,0.5915,0.96,1,"Yes",1.6594,0.023,0.065,"Yes"
"16570","GO_MF","496606_GO_0016675_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_HEME_GROUP_OF_DONORS",23,0.5918,0.98,1,"Yes",2.0188,0,0.011,"Yes"
"16571","GO_BP","853113_GO_1902338_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_MORPHOGENESIS",6,0.5925,0.93,1,"Yes",1.3693,0.14,0.59,"Yes"
"16572","GO_BP","508774_GO_0046516_HYPUSINE_METABOLIC_PROCESS",5,0.5942,0.94,1,"Yes",1.1672,0.31,0.82,"Yes"
"16573","C4_Cancer_gene_neighborhoods","C4_CGN_106_MORF_G22P1",172,0.5947,1,1,"Yes",2.6099,0,0,"Yes"
"16574","GO_BP","496429_GO_0016446_SOMATIC_HYPERMUTATION_OF_IMMUNOGLOBULIN_GENES",11,0.595,0.96,1,"Yes",0.579,0.97,1,"Yes"
"16575","GO_CC","516905_GO_0071986_RAGULATOR_COMPLEX",6,0.5953,0.92,1,"Yes",1.3972,0.11,0.3,"Yes"
"16576","GO_MF","499381_GO_0022835_TRANSMITTER_GATED_CHANNEL_ACTIVITY",9,0.5961,0.95,1,"Yes",-1.3475,0.15,0.7,"No"
"16577","REACTOME","1127572_REACT_263857_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_F_BONT_F_",5,0.5965,0.92,1,"Yes",-1.0195,0.46,0.98,"No"
"16578","GO_BP","512819_GO_0051969_REGULATION_OF_TRANSMISSION_OF_NERVE_IMPULSE",10,0.5971,0.95,1,"Yes",-1.0035,0.47,0.99,"No"
"16579","GO_CC","517933_GO_0080008_CUL4_RING_E3_UBIQUITIN_LIGASE_COMPLEX",23,0.5979,0.99,1,"Yes",1.1013,0.31,0.64,"Yes"
"16580","GO_CC","487460_GO_0001520_OUTER_DENSE_FIBER",8,0.6005,0.93,1,"Yes",-1.7916,0.0038,0.21,"No"
"16581","C2_Chemical_and_genetic_perturbations","C2_CGP_493_SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN",17,0.6007,0.96,1,"Yes",-0.8228,0.7,1,"No"
"16582","GO_MF","511984_GO_0051059_NF_KAPPAB_BINDING",29,0.6007,0.98,1,"Yes",1.0085,0.44,0.87,"Yes"
"16583","GO_BP","511418_GO_0050435_BETA_AMYLOID_METABOLIC_PROCESS",13,0.6014,0.96,1,"Yes",1.0362,0.37,0.96,"Yes"
"16584","GO_CC","496943_GO_0017146_N_METHYL_D_ASPARTATE_SELECTIVE_GLUTAMATE_RECEPTOR_COMPLEX",11,0.6014,0.95,1,"Yes",0.9198,0.55,0.87,"Yes"
"16585","GO_BP","494971_GO_0010907_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS",32,0.6015,0.99,1,"Yes",0.5717,0.99,1,"Yes"
"16586","REACTOME","1127558_REACT_115860_SYNTHESIS_AND_PROCESSING_OF_GAG_GAGPOL_POLYPROTEINS",11,0.6027,0.95,1,"Yes",1.6356,0.023,0.076,"Yes"
"16587","C2_Chemical_and_genetic_perturbations","C2_CGP_624_SEIDEN_MET_SIGNALING",19,0.6034,0.97,1,"Yes",1.575,0.017,0.16,"Yes"
"16588","GO_MF","489401_GO_0003916_DNA_TOPOISOMERASE_ACTIVITY",6,0.6036,0.92,1,"Yes",0.7415,0.79,1,"Yes"
"16589","GO_BP","488083_GO_0002204_SOMATIC_RECOMBINATION_OF_IMMUNOGLOBULIN_GENES_INVOLVED_IN_IMMUNE_RESPONSE",18,0.6037,0.96,1,"Yes",0.9731,0.49,1,"Yes"
"16590","GO_BP","518713_GO_2000064_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS",5,0.6038,0.91,1,"Yes",0.7839,0.76,1,"Yes"
"16591","C2_Chemical_and_genetic_perturbations","C2_CGP_2863_GUTIERREZ_MULTIPLE_MYELOMA_DN",35,0.6041,0.98,1,"Yes",2.0934,0,0.002,"Yes"
"16592","GO_BP","508334_GO_0046037_GMP_METABOLIC_PROCESS",9,0.6045,0.93,1,"Yes",-0.5273,0.98,1,"No"
"16593","REACTOME","1127571_REACT_263924_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BONT_D_",5,0.6053,0.91,1,"Yes",-1.026,0.44,0.98,"No"
"16594","GO_BP","503969_GO_0034770_HISTONE_H4_K20_METHYLATION",7,0.6073,0.93,1,"Yes",-0.8491,0.64,1,"No"
"16595","C2_Chemical_and_genetic_perturbations","C2_CGP_2957_VERRECCHIA_RESPONSE_TO_TGFB1_C6",5,0.6079,0.92,1,"Yes",0.6147,0.93,1,"Yes"
"16596","C2_Chemical_and_genetic_perturbations","C2_CGP_2313_JONES_TCOF1_TARGETS",5,0.6084,0.9,1,"Yes",1.1471,0.31,0.56,"Yes"
"16597","GO_BP","517338_GO_0072422_SIGNAL_TRANSDUCTION_INVOLVED_IN_DNA_DAMAGE_CHECKPOINT",70,0.6084,1,1,"Yes",1.6879,0,0.21,"Yes"
"16598","GO_BP","488087_GO_0002208_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE",18,0.6101,0.94,1,"Yes",0.9908,0.45,0.99,"Yes"
"16599","GO_BP","504789_GO_0035610_PROTEIN_SIDE_CHAIN_DEGLUTAMYLATION",5,0.6106,0.91,1,"Yes",-0.8094,0.69,1,"No"
"16600","GO_BP","512449_GO_0051571_POSITIVE_REGULATION_OF_HISTONE_H3_K4_METHYLATION",12,0.6107,0.94,1,"Yes",0.6167,0.93,1,"Yes"
"16601","C4_Cancer_gene_neighborhoods","C4_CGN_179_MORF_SS18",62,0.6112,1,1,"Yes",0.7107,0.95,1,"Yes"
"16602","GO_BP","507491_GO_0045091_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE",8,0.6113,0.94,1,"Yes",0.5375,0.97,1,"Yes"
"16603","GO_BP","493358_GO_0009162_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS",9,0.6118,0.94,1,"Yes",0.9807,0.49,1,"Yes"
"16604","GO_BP","517317_GO_0072401_SIGNAL_TRANSDUCTION_INVOLVED_IN_DNA_INTEGRITY_CHECKPOINT",70,0.6119,1,1,"Yes",1.68,0,0.21,"Yes"
"16605","C4_Cancer_modules","C4_CM_20_MODULE_21",10,0.6122,0.95,1,"Yes",0.6456,0.93,1,"Yes"
"16606","KEGG_compound","C15603_HYDROQUINONE_P_HYDROQUINONE_QUINOL_REDUCED_QUINONE",6,0.6125,0.91,1,"Yes",1.2713,0.18,0.77,"Yes"
"16607","GO_MF","486893_GO_0000400_FOUR_WAY_JUNCTION_DNA_BINDING",9,0.6132,0.95,1,"Yes",-0.8182,0.71,1,"No"
"16608","REACTOME","906027_REACT_169263_TGFBR1_KD_MUTANTS_IN_CANCER",7,0.6134,0.93,1,"Yes",-0.7415,0.77,1,"No"
"16609","GO_BP","515756_GO_0070828_HETEROCHROMATIN_ORGANIZATION",12,0.614,0.94,1,"Yes",0.7158,0.85,1,"Yes"
"16610","GO_BP","487636_GO_0001738_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",23,0.6145,0.97,1,"Yes",1.2385,0.17,0.75,"Yes"
"16611","GO_CC","487637_GO_0001739_SEX_CHROMATIN",7,0.6146,0.92,1,"Yes",0.5307,0.98,1,"Yes"
"16612","GO_BP","500433_GO_0031146_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",21,0.6147,0.98,1,"Yes",0.6969,0.9,1,"Yes"
"16613","C2_Chemical_and_genetic_perturbations","C2_CGP_1881_DELASERNA_TARGETS_OF_MYOD_AND_SMARCA4",11,0.6149,0.94,1,"Yes",-0.8659,0.62,1,"No"
"16614","GO_MF","498058_GO_0019203_CARBOHYDRATE_PHOSPHATASE_ACTIVITY",11,0.615,0.94,1,"Yes",1.1294,0.3,0.75,"Yes"
