id	chromosome	start	end	transcript	gene
exon_803743	chr12	112855815	112855905	rna75076	56696
exon_803744	chr12	112850876	112853176	rna75076	56696
exon_804970	chr12	113152012	113152153	rna75160	12925
exon_804971	chr12	113153281	113153375	rna75160	12925
exon_804972	chr12	113153455	113153512	rna75160	12925
exon_804973	chr12	113153618	113153664	rna75160	12925
exon_804974	chr12	113153775	113153879	rna75160	12925
exon_804975	chr12	113156421	113156571	rna75161	104732
exon_804976	chr12	113156675	113156753	rna75161	104732
exon_804977	chr12	113157161	113157363	rna75161	104732
exon_804978	chr12	113157578	113157727	rna75161	104732
exon_804979	chr12	113158069	113158167	rna75161	104732
exon_804980	chr12	113161303	113161389	rna75161	104732
exon_804981	chr12	113161713	113161892	rna75161	104732
exon_804982	chr12	113163053	113165458	rna75161	104732
exon_806884	chr13	3149475	3149622	rna75292	73266
exon_806885	chr13	3155918	3155991	rna75292	73266
exon_806886	chr13	3170128	3170203	rna75292	73266
exon_806887	chr13	3186203	3186362	rna75292	73266
exon_806888	chr13	3189158	3189678	rna75292	73266
exon_806895	chr13	3358517	3358601	rna75295	102638492
exon_806896	chr13	3323469	3323546	rna75295	102638492
exon_806897	chr13	3267594	3267703	rna75295	102638492
exon_806903	chr13	3358517	3358601	rna75298	102638492
exon_806904	chr13	3323469	3323546	rna75298	102638492
exon_806905	chr13	3289750	3289997	rna75298	102638492
exon_806907	chr13	3358517	3358601	rna75299	102638492
exon_806908	chr13	3323469	3323546	rna75299	102638492
exon_806909	chr13	3309776	3309969	rna75299	102638492
exon_807184	chr13	4279273	4279399	rna75340	622402
exon_807185	chr13	4276229	4276396	rna75340	622402
exon_807186	chr13	4275724	4275840	rna75340	622402
exon_807187	chr13	4274347	4274424	rna75340	622402
exon_807188	chr13	4273731	4273853	rna75340	622402
exon_807189	chr13	4272929	4273038	rna75340	622402
exon_807190	chr13	4272196	4272361	rna75340	622402
exon_807191	chr13	4270161	4270243	rna75340	622402
exon_807192	chr13	4268172	4268430	rna75340	622402
exon_807193	chr13	4391137	4391259	rna75341	102638797
exon_807194	chr13	4382533	4382700	rna75341	102638797
exon_807195	chr13	4379327	4379487	rna75341	102638797
exon_807196	chr13	4364550	4364789	rna75341	102638797
exon_807197	chr13	4391137	4391259	rna75342	102638797
exon_807198	chr13	4379327	4379487	rna75342	102638797
exon_807199	chr13	4364555	4364789	rna75342	102638797
exon_807254	chr13	4574075	4574232	rna75350	77337
exon_807255	chr13	4575156	4575323	rna75350	77337
exon_807256	chr13	4576231	4576347	rna75350	77337
exon_807257	chr13	4577070	4577147	rna75350	77337
exon_807258	chr13	4577356	4577478	rna75350	77337
exon_807259	chr13	4580280	4580389	rna75350	77337
exon_807260	chr13	4581148	4581313	rna75350	77337
exon_807261	chr13	4583780	4583862	rna75350	77337
exon_807262	chr13	4586338	4586543	rna75350	77337
exon_807552	chr13	7161093	7161134	rna75381	102639667
exon_807553	chr13	7160221	7160329	rna75381	102639667
exon_807554	chr13	7137850	7139537	rna75381	102639667
exon_807555	chr13	7161093	7161134	rna75382	102639667
exon_807556	chr13	7160221	7160329	rna75382	102639667
exon_807557	chr13	7154103	7154794	rna75382	102639667
exon_807717	chr13	8885606	8885996	rna75399	319554
exon_807718	chr13	8886732	8886904	rna75399	319554
exon_807719	chr13	8887485	8887577	rna75399	319554
exon_807720	chr13	8887923	8888053	rna75399	319554
exon_807721	chr13	8890318	8892396	rna75399	319554
exon_809260	chr13	12799982	12800093	rna75485	18812
exon_809261	chr13	12796831	12797006	rna75485	18812
exon_809262	chr13	12791992	12792174	rna75485	18812
exon_809263	chr13	12790816	12791107	rna75485	18812
exon_809264	chr13	12799982	12800060	rna75486	18812
exon_809265	chr13	12799750	12799877	rna75486	18812
exon_809266	chr13	12796831	12797006	rna75486	18812
exon_809267	chr13	12793288	12793395	rna75486	18812
exon_809268	chr13	12791992	12792174	rna75486	18812
exon_809269	chr13	12790816	12791107	rna75486	18812
exon_809270	chr13	12799982	12800079	rna75487	18812
exon_809271	chr13	12796831	12797006	rna75487	18812
exon_809272	chr13	12793288	12793395	rna75487	18812
exon_809273	chr13	12791992	12792174	rna75487	18812
exon_809274	chr13	12790821	12791107	rna75487	18812
exon_809285	chr13	13005296	13005314	rna75490	18811
exon_809286	chr13	13005064	13005191	rna75490	18811
exon_809287	chr13	13002134	13002309	rna75490	18811
exon_809288	chr13	12998581	12998688	rna75490	18811
exon_809289	chr13	12997285	12997467	rna75490	18811
exon_809290	chr13	12996120	12996411	rna75490	18811
exon_809291	chr13	13002336	13002386	rna75491	18811
exon_809292	chr13	12998581	12998688	rna75491	18811
exon_809293	chr13	12997285	12997467	rna75491	18811
exon_809294	chr13	12996120	12996411	rna75491	18811
exon_809295	chr13	13005296	13005330	rna75492	18811
exon_809296	chr13	13002134	13002309	rna75492	18811
exon_809297	chr13	12998581	12998688	rna75492	18811
exon_809298	chr13	12997285	12997467	rna75492	18811
exon_809299	chr13	12996124	12996411	rna75492	18811
exon_810245	chr13	15375624	15375774	rna75559	100504070
exon_810246	chr13	15382544	15382688	rna75559	100504070
exon_810247	chr13	15394667	15394809	rna75559	100504070
exon_810248	chr13	15405124	15405238	rna75559	100504070
exon_810249	chr13	15405910	15406590	rna75559	100504070
exon_810250	chr13	15406896	15406949	rna75559	100504070
exon_810251	chr13	15411825	15413100	rna75559	100504070
exon_811066	chr13	21223338	21223581	rna75659	102634966
exon_811067	chr13	21221289	21221433	rna75659	102634966
exon_811068	chr13	21214813	21215905	rna75659	102634966
exon_811069	chr13	21222396	21222585	rna75660	102634966
exon_811070	chr13	21221289	21221433	rna75660	102634966
exon_811071	chr13	21214813	21215905	rna75660	102634966
exon_811652	chr13	23620916	23621124	rna75931	319179
exon_811653	chr13	23583670	23585966	rna75931	319179
exon_811654	chr13	23620916	23621094	rna75932	319179
exon_811655	chr13	23583670	23585970	rna75932	319179
exon_811656	chr13	23585526	23585970	rna75933	319179
exon_811657	chr13	23591186	23591577	rna75934	102636274
exon_811658	chr13	23598031	23598123	rna75934	102636274
exon_811659	chr13	23605630	23606239	rna75934	102636274
exon_811660	chr13	23591186	23591577	rna75935	102636274
exon_811661	chr13	23596348	23596533	rna75935	102636274
exon_811662	chr13	23598031	23599326	rna75935	102636274
exon_811663	chr13	23591186	23591577	rna75936	102636274
exon_811664	chr13	23598031	23598123	rna75936	102636274
exon_811665	chr13	23598293	23599326	rna75936	102636274
exon_812701	chr13	24375915	24375997	rna76019	102636615
exon_812702	chr13	24375347	24375506	rna76019	102636615
exon_812703	chr13	24372029	24372145	rna76019	102636615
exon_812704	chr13	24371331	24371403	rna76019	102636615
exon_812705	chr13	24370876	24370986	rna76019	102636615
exon_812706	chr13	24366776	24366899	rna76019	102636615
exon_812707	chr13	24375347	24375859	rna76020	102636615
exon_812708	chr13	24371331	24371403	rna76020	102636615
exon_812709	chr13	24370952	24370986	rna76020	102636615
exon_813132	chr13	24761813	24761937	rna76047	57441
exon_813133	chr13	24760160	24760217	rna76047	57441
exon_813134	chr13	24757596	24757673	rna76047	57441
exon_813135	chr13	24756600	24756735	rna76047	57441
exon_813136	chr13	24753658	24753740	rna76047	57441
exon_813137	chr13	24753348	24753458	rna76047	57441
exon_813138	chr13	24751845	24752230	rna76047	57441
exon_813139	chr13	24761360	24761490	rna76048	57441
exon_813140	chr13	24760160	24760217	rna76048	57441
exon_813141	chr13	24757596	24757673	rna76048	57441
exon_813142	chr13	24756600	24756735	rna76048	57441
exon_813143	chr13	24753658	24753740	rna76048	57441
exon_813144	chr13	24753348	24753458	rna76048	57441
exon_813145	chr13	24751845	24752230	rna76048	57441
exon_813146	chr13	24801657	24803509	rna76049	79555
exon_813147	chr13	24804782	24804958	rna76049	79555
exon_813148	chr13	24805862	24805984	rna76049	79555
exon_813149	chr13	24809886	24810020	rna76049	79555
exon_813150	chr13	24812637	24812899	rna76049	79555
exon_813151	chr13	24831479	24831564	rna76050	66834
exon_813152	chr13	24820715	24820899	rna76050	66834
exon_813153	chr13	24817948	24818191	rna76050	66834
exon_813154	chr13	24831226	24831489	rna76051	66834
exon_813155	chr13	24820715	24820899	rna76051	66834
exon_813156	chr13	24817955	24818191	rna76051	66834
exon_813157	chr13	24831647	24831929	rna76052	56196
exon_813158	chr13	24840388	24840558	rna76052	56196
exon_813159	chr13	24841087	24842153	rna76052	56196
exon_813160	chr13	24831659	24831929	rna76053	56196
exon_813161	chr13	24832010	24832095	rna76053	56196
exon_813162	chr13	24836016	24836186	rna76053	56196
exon_813163	chr13	24836855	24836946	rna76053	56196
exon_813164	chr13	24838147	24838265	rna76053	56196
exon_813165	chr13	24840388	24840558	rna76053	56196
exon_813166	chr13	24841087	24842153	rna76053	56196
exon_813609	chr13	27564516	27564604	rna76110	67310
exon_813610	chr13	27562414	27562592	rna76110	67310
exon_813611	chr13	27561557	27561595	rna76110	67310
exon_813612	chr13	27560500	27560607	rna76110	67310
exon_813613	chr13	27559284	27559463	rna76110	67310
exon_813614	chr13	27558001	27558339	rna76110	67310
exon_813615	chr13	27564516	27564616	rna76111	67310
exon_813616	chr13	27562414	27562589	rna76111	67310
exon_813617	chr13	27561557	27561595	rna76111	67310
exon_813618	chr13	27560500	27560607	rna76111	67310
exon_813619	chr13	27559284	27559463	rna76111	67310
exon_813620	chr13	27558005	27558339	rna76111	67310
exon_813672	chr13	27667964	27668036	rna76120	19114
exon_813673	chr13	27665878	27666056	rna76120	19114
exon_813674	chr13	27665056	27665094	rna76120	19114
exon_813675	chr13	27662672	27662779	rna76120	19114
exon_813676	chr13	27660865	27661044	rna76120	19114
exon_813677	chr13	27658584	27659281	rna76120	19114
exon_813678	chr13	27667964	27668052	rna76121	19114
exon_813679	chr13	27665878	27666053	rna76121	19114
exon_813680	chr13	27665056	27665094	rna76121	19114
exon_813681	chr13	27662672	27662779	rna76121	19114
exon_813682	chr13	27660865	27661044	rna76121	19114
exon_813683	chr13	27658956	27659281	rna76121	19114
exon_813696	chr13	27780719	27780804	rna76124	67505
exon_813697	chr13	27778809	27778987	rna76124	67505
exon_813698	chr13	27778074	27778112	rna76124	67505
exon_813699	chr13	27776201	27776308	rna76124	67505
exon_813700	chr13	27774508	27774687	rna76124	67505
exon_813701	chr13	27773495	27773918	rna76124	67505
exon_813702	chr13	27780719	27780843	rna76125	67505
exon_813703	chr13	27778809	27778984	rna76125	67505
exon_813704	chr13	27778074	27778112	rna76125	67505
exon_813705	chr13	27776201	27776308	rna76125	67505
exon_813706	chr13	27774508	27774687	rna76125	67505
exon_813707	chr13	27773600	27773918	rna76125	67505
exon_813713	chr13	27849327	27849432	rna76127	666317
exon_813714	chr13	27851678	27851853	rna76127	666317
exon_813715	chr13	27855219	27855326	rna76127	666317
exon_813716	chr13	27856441	27856623	rna76127	666317
exon_813717	chr13	27857495	27857791	rna76127	666317
exon_813718	chr13	27849342	27849432	rna76128	666317
exon_813719	chr13	27851678	27851853	rna76128	666317
exon_813720	chr13	27855219	27855326	rna76128	666317
exon_813721	chr13	27856441	27856623	rna76128	666317
exon_813722	chr13	27857501	27857708	rna76128	666317
exon_813729	chr13	28069599	28069660	rna76130	102637435
exon_813730	chr13	28072065	28072246	rna76130	102637435
exon_813731	chr13	28087330	28087437	rna76130	102637435
exon_813732	chr13	28088825	28089004	rna76130	102637435
exon_813733	chr13	28090588	28090650	rna76130	102637435
exon_813734	chr13	28091534	28091606	rna76130	102637435
exon_813735	chr13	28069599	28069660	rna76131	102637435
exon_813736	chr13	28072065	28072246	rna76131	102637435
exon_813737	chr13	28087330	28087437	rna76131	102637435
exon_813738	chr13	28088825	28089004	rna76131	102637435
exon_813739	chr13	28090588	28090807	rna76131	102637435
exon_813740	chr13	28142484	28142573	rna76132	28078
exon_813741	chr13	28145371	28145549	rna76132	28078
exon_813742	chr13	28148631	28148738	rna76132	28078
exon_813743	chr13	28149834	28150022	rna76132	28078
exon_813744	chr13	28151117	28151595	rna76132	28078
exon_813953	chr13	30003375	30003561	rna76171	105245398
exon_813954	chr13	30014915	30014991	rna76171	105245398
exon_813955	chr13	30016892	30016973	rna76171	105245398
exon_813956	chr13	30035222	30035446	rna76171	105245398
exon_813957	chr13	30003375	30003561	rna76172	105245398
exon_813958	chr13	30016892	30016973	rna76172	105245398
exon_813959	chr13	30035222	30035446	rna76172	105245398
exon_813984	chr13	30235125	30235651	rna76176	105245401
exon_813985	chr13	30234489	30234751	rna76176	105245401
exon_813986	chr13	30230827	30231739	rna76176	105245401
exon_813987	chr13	30234489	30234810	rna76177	105245401
exon_813988	chr13	30230827	30231739	rna76177	105245401
exon_813989	chr13	30232202	30232623	rna76178	105245401
exon_813990	chr13	30230827	30231739	rna76178	105245401
exon_813991	chr13	30336356	30336589	rna76179	11607
exon_813992	chr13	30344937	30345020	rna76179	11607
exon_813993	chr13	30380902	30382867	rna76179	11607
exon_813994	chr13	30336360	30336589	rna76180	11607
exon_813995	chr13	30344937	30345020	rna76180	11607
exon_813996	chr13	30345643	30345771	rna76180	11607
exon_813997	chr13	30380902	30382867	rna76180	11607
exon_813998	chr13	30344912	30345020	rna76181	11607
exon_813999	chr13	30380902	30382867	rna76181	11607
exon_814246	chr13	31582464	31582513	rna76205	71307
exon_814247	chr13	31579943	31580153	rna76205	71307
exon_814248	chr13	31579570	31579658	rna76205	71307
exon_814249	chr13	31567474	31567610	rna76205	71307
exon_814250	chr13	31567280	31567380	rna76205	71307
exon_814251	chr13	31565492	31565617	rna76205	71307
exon_814368	chr13	32851142	32851185	rna76221	66222
exon_814369	chr13	32850239	32850414	rna76221	66222
exon_814370	chr13	32848619	32848756	rna76221	66222
exon_814371	chr13	32847390	32847507	rna76221	66222
exon_814372	chr13	32845671	32845813	rna76221	66222
exon_814373	chr13	32845309	32845476	rna76221	66222
exon_814374	chr13	32842092	32843222	rna76221	66222
exon_814375	chr13	32850982	32851134	rna76222	66222
exon_814376	chr13	32850239	32850414	rna76222	66222
exon_814377	chr13	32848619	32848756	rna76222	66222
exon_814378	chr13	32847390	32847507	rna76222	66222
exon_814379	chr13	32845671	32845813	rna76222	66222
exon_814380	chr13	32845309	32845476	rna76222	66222
exon_814381	chr13	32842707	32843222	rna76222	66222
exon_814382	chr13	32865053	32866113	rna76223	102639635
exon_814383	chr13	32867934	32867991	rna76223	102639635
exon_814384	chr13	32869163	32870912	rna76223	102639635
exon_814385	chr13	32865053	32865811	rna76224	102639635
exon_814386	chr13	32866019	32866113	rna76224	102639635
exon_814387	chr13	32867934	32867991	rna76224	102639635
exon_814388	chr13	32869163	32870912	rna76224	102639635
exon_814453	chr13	33005595	33006525	rna76234	102640002
exon_814454	chr13	33002855	33002951	rna76234	102640002
exon_814455	chr13	33000998	33001206	rna76234	102640002
exon_814456	chr13	33005245	33006525	rna76235	102640002
exon_814457	chr13	33002855	33002951	rna76235	102640002
exon_814458	chr13	33000998	33001206	rna76235	102640002
exon_814580	chr13	33324077	33324126	rna76255	20709
exon_814581	chr13	33325817	33325994	rna76255	20709
exon_814582	chr13	33327246	33327386	rna76255	20709
exon_814583	chr13	33327825	33327942	rna76255	20709
exon_814584	chr13	33329369	33329511	rna76255	20709
exon_814585	chr13	33332122	33332277	rna76255	20709
exon_814586	chr13	33334245	33335370	rna76255	20709
exon_814590	chr13	33390922	33390949	rna76257	544923
exon_814591	chr13	33395761	33395938	rna76257	544923
exon_814592	chr13	33397192	33397332	rna76257	544923
exon_814593	chr13	33397771	33397888	rna76257	544923
exon_814594	chr13	33399333	33399475	rna76257	544923
exon_814595	chr13	33402028	33402183	rna76257	544923
exon_814596	chr13	33404160	33405140	rna76257	544923
exon_814597	chr13	33395756	33395938	rna76258	544923
exon_814598	chr13	33397192	33397332	rna76258	544923
exon_814599	chr13	33397771	33397888	rna76258	544923
exon_814600	chr13	33399333	33399475	rna76258	544923
exon_814601	chr13	33402028	33402183	rna76258	544923
exon_814602	chr13	33404160	33405140	rna76258	544923
exon_814603	chr13	33484790	33484850	rna76259	93806
exon_814604	chr13	33486521	33486698	rna76259	93806
exon_814605	chr13	33487952	33488092	rna76259	93806
exon_814606	chr13	33488531	33488648	rna76259	93806
exon_814607	chr13	33490080	33490222	rna76259	93806
exon_814608	chr13	33492807	33492962	rna76259	93806
exon_814609	chr13	33494875	33496002	rna76259	93806
exon_814738	chr13	33936032	33936097	rna76279	68808
exon_814739	chr13	33953317	33953541	rna76279	68808
exon_814740	chr13	33954707	33954825	rna76279	68808
exon_814741	chr13	33958601	33958658	rna76279	68808
exon_814742	chr13	33959873	33960181	rna76279	68808
exon_814859	chr13	34130567	34132243	rna76296	102640439
exon_814860	chr13	34134246	34134449	rna76296	102640439
exon_814861	chr13	34135754	34135884	rna76296	102640439
exon_814862	chr13	34136619	34137506	rna76296	102640439
exon_814863	chr13	34130567	34132243	rna76297	102640439
exon_814864	chr13	34134246	34134449	rna76297	102640439
exon_814865	chr13	34136619	34137506	rna76297	102640439
exon_814866	chr13	34130567	34131594	rna76298	102640439
exon_814867	chr13	34132152	34132243	rna76298	102640439
exon_814868	chr13	34134246	34134757	rna76298	102640439
exon_814869	chr13	34130567	34132243	rna76299	102640439
exon_814870	chr13	34132471	34132772	rna76299	102640439
exon_814873	chr13	34162964	34163249	rna76301	69666
exon_814874	chr13	34166061	34166136	rna76301	69666
exon_814875	chr13	34177981	34178172	rna76301	69666
exon_814876	chr13	34162964	34163249	rna76302	69666
exon_814877	chr13	34177981	34178172	rna76302	69666
exon_815740	chr13	37627515	37627571	rna76423	105245466
exon_815741	chr13	37626975	37627390	rna76423	105245466
exon_815742	chr13	37622849	37623018	rna76423	105245466
exon_815743	chr13	37616600	37617885	rna76423	105245466
exon_815744	chr13	37627515	37627571	rna76424	105245466
exon_815745	chr13	37626975	37627390	rna76424	105245466
exon_815746	chr13	37622849	37623018	rna76424	105245466
exon_815747	chr13	37618487	37618793	rna76424	105245466
exon_815764	chr13	37667498	37670077	rna76429	100042802
exon_815765	chr13	37658694	37658770	rna76429	100042802
exon_815766	chr13	37657013	37657617	rna76429	100042802
exon_815767	chr13	37667498	37670077	rna76430	100042802
exon_815768	chr13	37658694	37658770	rna76430	100042802
exon_815769	chr13	37657013	37658161	rna76430	100042802
exon_815770	chr13	37667498	37670077	rna76431	100042802
exon_815771	chr13	37657013	37658770	rna76431	100042802
exon_816421	chr13	39791448	39791698	rna76506	77753
exon_816422	chr13	39824210	39824406	rna76506	77753
exon_816423	chr13	39830561	39831052	rna76506	77753
exon_816424	chr13	39823418	39824473	rna76507	77753
exon_816425	chr13	39830561	39831173	rna76507	77753
exon_817220	chr13	43121847	43122915	rna76622	105245478
exon_817221	chr13	43116110	43119851	rna76622	105245478
exon_817222	chr13	43112884	43114374	rna76622	105245478
exon_817223	chr13	43121847	43122915	rna76623	105245478
exon_817224	chr13	43116110	43119851	rna76623	105245478
exon_817225	chr13	43112884	43115078	rna76623	105245478
exon_817226	chr13	43121847	43122915	rna76624	105245478
exon_817227	chr13	43112884	43119851	rna76624	105245478
exon_817486	chr13	44044901	44045134	rna76678	102636424
exon_817487	chr13	44018401	44018573	rna76678	102636424
exon_817488	chr13	44012111	44012342	rna76678	102636424
exon_817489	chr13	44010590	44010910	rna76678	102636424
exon_817490	chr13	44022462	44022750	rna76679	102636424
exon_817491	chr13	44018401	44018573	rna76679	102636424
exon_817492	chr13	44012111	44012342	rna76679	102636424
exon_817493	chr13	44010590	44010910	rna76679	102636424
exon_817494	chr13	44044901	44045135	rna76680	102636424
exon_817495	chr13	44012111	44012342	rna76680	102636424
exon_817496	chr13	44010823	44010910	rna76680	102636424
exon_817497	chr13	44044825	44044887	rna76681	102636424
exon_817498	chr13	44012111	44012342	rna76681	102636424
exon_817499	chr13	44010823	44010910	rna76681	102636424
exon_817512	chr13	44150588	44150667	rna76685	102636682
exon_817513	chr13	44151764	44151911	rna76685	102636682
exon_817514	chr13	44152734	44152755	rna76685	102636682
exon_817515	chr13	44150588	44150667	rna76686	102636682
exon_817516	chr13	44151764	44152019	rna76686	102636682
exon_817535	chr13	44470070	44470727	rna76692	102637133
exon_817536	chr13	44468595	44468689	rna76692	102637133
exon_817537	chr13	44467501	44467663	rna76692	102637133
exon_817538	chr13	44467124	44467408	rna76692	102637133
exon_817539	chr13	44468595	44470727	rna76693	102637133
exon_817540	chr13	44467501	44467663	rna76693	102637133
exon_817541	chr13	44467124	44467408	rna76693	102637133
exon_817970	chr13	46273721	46273904	rna76756	380842
exon_817971	chr13	46285381	46285561	rna76756	380842
exon_817972	chr13	46289662	46289813	rna76756	380842
exon_817973	chr13	46298599	46298730	rna76756	380842
exon_817974	chr13	46299402	46300115	rna76756	380842
exon_817984	chr13	46496092	46496192	rna76759	102638580
exon_817985	chr13	46492740	46492887	rna76759	102638580
exon_817986	chr13	46474807	46474867	rna76759	102638580
exon_817987	chr13	46473549	46474028	rna76759	102638580
exon_817988	chr13	46492740	46493809	rna76760	102638580
exon_817989	chr13	46474807	46474867	rna76760	102638580
exon_817990	chr13	46473549	46474028	rna76760	102638580
exon_818020	chr13	46669443	46670255	rna76764	97863
exon_818021	chr13	46671209	46671329	rna76764	97863
exon_818022	chr13	46673546	46673669	rna76764	97863
exon_818023	chr13	46675512	46678064	rna76764	97863
exon_818024	chr13	46669522	46670255	rna76765	97863
exon_818025	chr13	46671209	46671329	rna76765	97863
exon_818026	chr13	46673546	46673669	rna76765	97863
exon_818027	chr13	46674253	46674392	rna76765	97863
exon_818028	chr13	46675512	46675773	rna76765	97863
exon_818747	chr13	48111603	48111641	rna76820	102640229
exon_818748	chr13	48109845	48109966	rna76820	102640229
exon_818749	chr13	48107897	48108473	rna76820	102640229
exon_818750	chr13	48109827	48110117	rna76821	102640229
exon_818751	chr13	48107897	48108473	rna76821	102640229
exon_818752	chr13	48109845	48110116	rna76822	102640229
exon_818753	chr13	48107897	48108473	rna76822	102640229
exon_818819	chr13	48491403	48492083	rna76838	102640299
exon_818820	chr13	48495740	48495858	rna76838	102640299
exon_818821	chr13	48503103	48503248	rna76838	102640299
exon_818822	chr13	48491403	48492083	rna76839	102640299
exon_818823	chr13	48503103	48503248	rna76839	102640299
exon_819548	chr13	49215937	49216067	rna76891	68480
exon_819549	chr13	49208004	49208146	rna76891	68480
exon_819550	chr13	49205192	49205345	rna76891	68480
exon_819551	chr13	49203718	49203789	rna76891	68480
exon_819552	chr13	49202950	49203235	rna76891	68480
exon_819553	chr13	49215937	49216026	rna76892	68480
exon_819554	chr13	49208004	49208146	rna76892	68480
exon_819555	chr13	49205192	49205345	rna76892	68480
exon_819556	chr13	49203929	49203988	rna76892	68480
exon_819557	chr13	49203718	49203789	rna76892	68480
exon_819558	chr13	49202951	49203235	rna76892	68480
exon_820141	chr13	50267847	50268101	rna76960	102633258
exon_820142	chr13	50268903	50269020	rna76960	102633258
exon_820143	chr13	50273334	50273532	rna76960	102633258
exon_820144	chr13	50275232	50275280	rna76960	102633258
exon_820145	chr13	50276509	50276670	rna76960	102633258
exon_820146	chr13	50284292	50284515	rna76960	102633258
exon_820147	chr13	50285064	50285140	rna76960	102633258
exon_820148	chr13	50285842	50289832	rna76960	102633258
exon_820149	chr13	50280538	50280565	rna76961	102633258
exon_820150	chr13	50284292	50284504	rna76961	102633258
exon_820151	chr13	50285064	50285140	rna76961	102633258
exon_820152	chr13	50285842	50289832	rna76961	102633258
exon_820306	chr13	50467307	50467458	rna76981	328250
exon_820307	chr13	50469327	50470020	rna76981	328250
exon_820308	chr13	50471001	50471129	rna76981	328250
exon_820309	chr13	50472260	50472399	rna76981	328250
exon_820310	chr13	50472832	50473127	rna76981	328250
exon_820311	chr13	50473802	50473918	rna76981	328250
exon_820312	chr13	50474336	50475355	rna76981	328250
exon_820328	chr13	50561473	50561685	gene32646	676982
exon_820329	chr13	50562921	50562972	gene32646	676982
exon_820330	chr13	50563484	50563544	gene32646	676982
exon_820331	chr13	50563772	50564771	gene32646	676982
exon_820332	chr13	50568863	50570517	gene32646	676982
exon_820333	chr13	50570780	50570906	gene32646	676982
exon_820378	chr13	50697269	50698541	rna77000	667693
exon_820379	chr13	50699771	50699822	rna77000	667693
exon_820380	chr13	50700346	50700406	rna77000	667693
exon_820381	chr13	50700627	50702233	rna77000	667693
exon_820382	chr13	50702935	50703013	rna77000	667693
exon_820383	chr13	50698329	50698541	rna77001	667693
exon_820384	chr13	50699771	50699822	rna77001	667693
exon_820385	chr13	50700346	50700406	rna77001	667693
exon_820386	chr13	50700627	50703409	rna77001	667693
exon_820823	chr13	52096741	52096840	rna77053	74050
exon_820824	chr13	52098542	52098845	rna77053	74050
exon_820825	chr13	52099294	52099379	rna77053	74050
exon_820826	chr13	52118167	52118691	rna77053	74050
exon_820827	chr13	52119138	52119559	rna77053	74050
exon_820828	chr13	52120066	52120202	rna77053	74050
exon_820829	chr13	52122157	52122741	rna77053	74050
exon_820830	chr13	52123048	52124160	rna77053	74050
exon_821083	chr13	53461317	53462181	rna77099	102636789
exon_821084	chr13	53473975	53476598	rna77099	102636789
exon_821085	chr13	53477053	53478244	rna77099	102636789
exon_821086	chr13	53461317	53462181	rna77100	102636789
exon_821087	chr13	53473975	53475926	rna77100	102636789
exon_821088	chr13	53477053	53478244	rna77100	102636789
exon_821089	chr13	53461317	53462181	rna77101	102636789
exon_821090	chr13	53473975	53475798	rna77101	102636789
exon_821091	chr13	53475876	53475926	rna77101	102636789
exon_821092	chr13	53477053	53478244	rna77101	102636789
exon_821281	chr13	54222833	54223023	rna77147	105245508
exon_821282	chr13	54220369	54220464	rna77147	105245508
exon_821283	chr13	54215385	54219949	rna77147	105245508
exon_821284	chr13	54222833	54222897	rna77148	105245508
exon_821285	chr13	54220369	54220464	rna77148	105245508
exon_821286	chr13	54215385	54219397	rna77148	105245508
exon_821451	chr13	54611078	54611272	rna77177	74325
exon_821452	chr13	54606644	54606690	rna77177	74325
exon_821453	chr13	54599044	54599161	rna77177	74325
exon_821454	chr13	54598722	54598833	rna77177	74325
exon_821455	chr13	54592939	54594042	rna77177	74325
exon_821456	chr13	54611078	54611397	rna77178	74325
exon_821457	chr13	54606644	54606690	rna77178	74325
exon_821458	chr13	54599044	54599161	rna77178	74325
exon_821459	chr13	54598722	54598833	rna77178	74325
exon_821460	chr13	54597026	54597079	rna77178	74325
exon_821461	chr13	54593551	54594042	rna77178	74325
exon_822621	chr13	55322055	55322281	rna77272	66494
exon_822622	chr13	55322853	55323078	rna77272	66494
exon_822623	chr13	55324331	55324444	rna77272	66494
exon_822624	chr13	55324527	55324605	rna77272	66494
exon_822625	chr13	55324830	55325272	rna77272	66494
exon_822723	chr13	55426712	55426802	rna77283	58992
exon_822724	chr13	55426303	55426360	rna77283	58992
exon_822725	chr13	55422673	55422772	rna77283	58992
exon_822726	chr13	55422406	55422476	rna77283	58992
exon_822727	chr13	55421967	55422077	rna77283	58992
exon_822728	chr13	55421753	55421884	rna77283	58992
exon_822729	chr13	55421525	55421629	rna77283	58992
exon_822730	chr13	55421243	55421408	rna77283	58992
exon_822731	chr13	55420975	55421147	rna77283	58992
exon_822732	chr13	55420649	55420871	rna77283	58992
exon_822733	chr13	55420347	55420483	rna77283	58992
exon_822734	chr13	55420117	55420260	rna77283	58992
exon_822735	chr13	55418352	55418500	rna77283	58992
exon_822736	chr13	55417966	55418266	rna77283	58992
exon_823048	chr13	55528449	55528538	rna77317	27261
exon_823049	chr13	55527332	55527637	rna77317	27261
exon_823050	chr13	55524481	55524580	rna77317	27261
exon_823051	chr13	55524219	55524391	rna77317	27261
exon_823052	chr13	55523235	55524111	rna77317	27261
exon_825487	chr13	59694037	59694101	rna77599	70900
exon_825488	chr13	59693385	59693566	rna77599	70900
exon_825489	chr13	59691558	59691656	rna77599	70900
exon_825490	chr13	59690449	59690944	rna77599	70900
exon_825491	chr13	59687402	59689701	rna77599	70900
