"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T","ND410-M","ND422-M","ND430-M","SLE1077-M","SLE1169-M","SLE985-M"
"100859930",88,187,77,24,17,22,12,33,23,38,22,29,255,621,281,207,79,197
"100861402",104,122,123,38,18,39,55,72,63,41,41,36,202,144,190,43,70,63
"100861412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100861437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100861504",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100861510",0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"100861514",5,1,2,0,4,1,1,1,1,0,2,0,2,3,2,1,2,3
"100861518",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100861523",2,1,22,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0
"100861540",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"100861541",4,6,3,16,9,11,10,12,7,5,10,3,2,1,0,3,0,0
"100861542",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100861548",159,168,240,121,124,89,154,109,60,71,226,71,157,187,222,93,96,130
"100861554",2,5,6,0,1,0,2,1,1,0,2,0,2,15,7,0,2,0
"100861555",6,10,19,3,1,2,113,84,87,20,43,9,21,6,21,2,2,3
"100862671",20,26,16,18,20,6,56,56,26,12,16,6,49,26,52,16,24,16
"100862692",0,0,0,0,0,2,1,0,3,0,1,2,0,0,0,0,0,0
"100862704",0,0,7,0,1,3,0,1,5,0,2,1,0,1,0,0,0,0
"100862728",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100873165",1,2,0,3,7,6,3,2,0,1,0,2,3,0,5,4,7,5
"100873740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873917",1,0,1,0,0,0,2,2,0,0,0,0,0,0,3,0,1,0
"100873920",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873922",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100873924",0,3,2,0,2,0,0,0,0,0,0,0,1,2,3,1,2,5
"100873932",6,3,0,1,2,0,6,2,11,3,5,1,5,5,17,1,3,3
"100873933",1,1,0,1,0,0,5,2,2,0,5,0,9,0,1,3,6,1
"100873935",2,0,2,6,8,1,0,1,0,5,3,0,0,1,1,3,2,1
"100873939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873941",4,2,1,1,5,4,0,3,2,2,4,3,2,0,1,4,1,0
"100873942",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"100873945",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100873946",7,0,5,2,6,2,0,0,0,1,1,1,2,0,1,2,10,5
"100873948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873949",3,1,6,4,3,1,2,1,0,5,1,1,1,4,2,1,1,3
"100873954",288,364,440,271,256,226,386,214,313,451,692,391,584,216,381,313,356,425
"100873962",0,20,0,3,0,0,0,6,0,3,0,0,0,26,0,5,0,0
"100873965",38,28,35,38,26,34,34,22,5,36,65,21,32,40,27,29,42,35
"100873974",3,3,0,3,8,2,0,1,0,1,3,2,0,4,0,2,0,1
"100873982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100873989",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100873997",6,0,1,0,3,2,1,0,0,1,2,0,0,0,0,0,0,0
"100873998",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"100874002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"100874006",42,7,19,14,25,25,25,9,29,7,23,9,9,4,5,5,2,4
"100874012",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100874018",5,2,4,6,8,6,6,0,0,4,4,0,1,0,0,1,0,1
"100874027",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100874028",7,5,6,1,3,6,2,3,2,3,2,3,1,1,2,0,0,3
"100874029",0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"100874031",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"100874032",4,2,3,0,0,0,5,1,8,0,0,0,1,1,2,0,0,0
"100874034",2,1,2,1,2,1,4,5,1,2,4,2,2,0,4,3,2,3
"100874038",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874039",0,1,0,3,0,0,4,0,0,0,3,2,0,0,1,1,2,1
"100874041",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"100874042",1,1,0,5,5,2,3,1,7,5,2,1,4,1,7,4,12,10
"100874047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874048",5,3,14,5,8,3,6,3,4,8,14,2,6,5,6,5,7,8
"100874051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874052",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"100874054",0,0,0,1,0,0,0,0,0,0,1,2,1,0,2,0,0,0
"100874055",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"100874058",10,7,11,12,16,10,12,15,25,13,29,11,3,0,5,2,3,6
"100874063",0,0,1,1,1,0,3,3,5,0,0,0,0,0,0,0,0,0
"100874071",1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0
"100874074",1,0,4,0,0,0,1,4,0,0,1,0,4,0,3,0,1,0
"100874086",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874093",0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
"100874095",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"100874096",0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
"100874107",1,3,5,1,6,5,4,6,1,0,1,1,1,0,3,0,0,1
"100874123",4,5,4,2,1,1,11,1,1,6,6,1,1,2,2,0,0,0
"100874127",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874151",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"100874158",0,0,0,0,3,0,1,0,0,1,1,1,1,0,0,3,0,0
"100874178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"100874188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874190",7,25,10,1,0,0,0,1,0,0,0,0,6,3,1,5,2,3
"100874194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"100874195",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100874198",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874203",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"100874204",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874205",8,8,2,3,2,2,10,8,30,2,7,1,7,2,16,4,4,3
"100874206",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"100874207",0,4,0,0,0,0,0,0,0,0,0,0,2,5,1,2,7,7
"100874212",16,8,11,6,9,8,12,7,3,1,5,5,12,2,15,1,4,1
"100874214",0,1,1,4,0,0,0,0,0,1,1,0,3,2,5,6,4,2
"100874222",39,17,24,66,93,55,37,12,18,88,102,60,18,12,30,33,53,46
"100874231",1,1,1,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0
"100874236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100874239",4,0,2,1,0,0,1,3,3,1,0,0,3,0,6,1,3,5
"100874241",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,1
"100874243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"100874249",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"100874255",1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"100874261",23,17,6,2,2,3,9,8,11,1,5,2,8,11,9,8,32,7
"100874264",0,1,0,0,2,0,5,0,0,0,6,2,0,2,5,2,3,2
"100874273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874278",1,2,1,2,0,0,0,0,2,0,1,0,0,0,1,0,0,0
"100874291",19,9,10,13,27,14,47,23,3,11,39,19,14,4,12,6,4,5
"100874296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874300",1,0,0,0,0,3,3,3,0,1,1,1,2,0,4,0,0,3
"100874309",2,1,13,2,2,3,2,2,0,0,2,2,0,0,0,0,0,1
"100874323",0,5,7,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0
"100874342",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"100874343",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
"100874353",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"100874362",0,1,0,1,0,0,2,0,0,2,3,0,0,0,0,0,0,2
"100874372",2,1,0,1,0,0,1,1,1,2,2,1,3,3,3,4,1,9
"100874528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100874530",2,2,0,0,1,0,0,0,0,0,0,0,2,3,6,2,3,1
"100885776",13,5,25,5,17,1,5,6,17,3,7,0,2,3,4,1,2,3
"100885777",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100885779",2,0,0,0,0,0,2,4,2,1,0,0,3,1,6,0,0,0
"100885780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100885782",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"100885789",14,6,49,12,17,8,25,5,7,4,4,3,1,0,4,1,0,0
"100885795",1,2,1,0,5,0,2,1,0,2,6,7,0,0,2,0,0,1
"100885796",3,0,3,1,0,0,1,1,11,0,1,1,1,0,1,0,0,0
"100885848",2,1,0,3,5,1,2,3,0,0,3,2,1,0,1,0,0,0
"100885850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100887750",28,22,10,91,145,117,38,20,24,76,199,78,4,4,19,22,21,26
"100887755",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"100996246",1,1,0,6,1,6,5,2,1,17,43,11,0,1,1,4,1,1
"100996255",6,5,3,0,1,0,0,3,0,0,3,0,0,6,5,0,0,3
"100996259",0,3,0,0,0,1,1,0,0,0,0,1,0,1,3,0,0,0
"100996266",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,10,1
"100996273",15,10,24,21,56,22,14,15,19,5,13,12,10,5,2,2,19,11
"100996274",7,4,1,5,9,5,8,12,5,12,13,8,4,1,11,12,5,10
"100996280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100996288",1,1,16,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
"100996290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"100996295",28,5,0,4,1,1,3,1,1,4,0,1,64,32,58,38,49,30
"100996301",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"100996307",1,1,3,0,3,0,2,4,1,1,0,1,0,0,1,0,0,0
"100996318",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"100996342",0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0
"100996345",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100996350",0,0,0,4,0,0,0,0,1,5,0,6,0,0,0,1,0,3
"100996369",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"100996385",0,0,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"100996401",1,1,2,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0
"100996404",0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0
"100996405",1,2,0,4,15,1,2,0,0,2,0,0,0,1,1,2,0,0
"100996419",3,6,8,1,6,1,25,59,18,1,9,1,2,5,10,3,3,7
"100996425",3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"100996433",1,1,4,2,1,0,0,0,0,1,0,2,1,3,7,13,13,6
"100996442",2,1,5,2,1,2,1,0,2,2,1,0,2,3,3,2,3,4
"100996455",0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
"100996457",3,1,3,5,0,0,2,0,2,2,0,1,5,7,1,3,6,10
"100996465",0,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"100996478",2,0,3,1,5,0,0,1,8,0,0,0,0,1,1,0,0,0
"100996482",9,4,1,1,5,4,0,2,0,0,0,0,0,3,6,0,0,0
"100996485",100,83,50,108,59,85,67,42,15,90,64,81,191,126,196,232,189,276
"100996492",0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"100996497",6,4,10,19,31,12,20,13,1,19,48,17,3,6,11,11,8,9
"100996506",9,11,19,11,18,7,27,15,10,8,30,6,12,0,17,7,11,6
"100996517",0,0,0,0,0,0,0,0,1,1,0,0,1,7,2,0,1,1
"100996535",5,5,14,11,5,8,15,3,38,3,12,6,19,5,19,10,1,5
"100996539",3,0,0,1,0,0,5,2,4,0,0,1,1,1,2,1,0,0
"100996541",30,21,12,37,10,7,17,8,7,19,9,7,51,38,71,55,25,67
"100996549",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100996557",2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"100996567",14,11,28,10,53,9,107,88,58,30,119,25,1,1,2,1,2,0
"100996569",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
"100996571",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"100996573",21,27,14,5,49,18,37,27,19,9,27,5,31,12,18,20,12,9
"100996574",0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0
"100996598",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"100996602",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100996634",1,5,3,1,1,0,1,2,0,0,1,1,4,7,6,0,1,1
"100996643",0,1,8,1,3,0,0,0,0,0,1,1,3,1,1,2,8,2
"100996648",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"100996660",0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100996662",3,0,29,0,3,0,1,1,6,0,2,0,1,0,0,0,0,0
"100996663",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100996664",0,0,0,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1
"100996668",7,0,1,7,15,9,29,16,8,18,19,8,0,0,1,2,2,3
"100996693",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"100996695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100996696",2,2,0,1,0,1,2,0,2,0,0,0,0,1,1,1,0,0
"100996712",1,2,0,3,1,2,3,3,0,0,3,1,3,7,13,4,1,4
"100996716",1,1,0,0,0,1,0,0,4,0,0,0,1,3,0,0,0,0
"100996717",12,7,13,6,1,3,5,3,15,1,2,0,35,19,28,5,5,6
"100996721",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"100996723",3,1,0,1,0,1,0,1,0,1,1,0,6,2,1,1,0,1
"100996724",62,29,47,27,38,23,195,112,43,73,75,52,67,32,50,21,61,12
"100996732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"100996740",1,3,2,0,2,3,3,3,6,4,5,2,1,1,1,0,1,1
"100996741",14,10,19,13,19,11,66,36,45,12,34,9,2,16,13,6,9,5
"100996756",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"100996761",42,19,9,1,4,3,3,7,0,4,1,1,61,69,82,16,38,22
"100996763",32,45,46,41,12,31,9,23,4,25,7,17,48,59,8,57,31,75
"100996792",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"100996808",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"100996813",0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"100996873",14,2,38,8,9,12,14,14,9,2,12,5,9,14,13,6,5,6
"100996876",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"100996909",2,4,1,0,5,3,2,5,1,3,3,0,2,2,3,3,3,0
"100996928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100996939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100996941",0,0,0,0,0,0,0,1,0,2,4,2,0,0,0,0,0,0
"101054525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101055625",2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
"101059906",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101059915",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101059918",12,11,15,4,1,5,9,2,16,1,3,0,17,8,14,1,5,6
"101059936",6,0,0,0,0,1,2,0,0,1,0,1,7,2,2,2,0,7
"101059938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101059948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101059953",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101059954",0,1,1,3,5,2,5,1,0,14,4,8,0,0,0,0,0,0
"101059976",6,4,32,2,6,7,10,10,39,2,7,2,0,0,5,0,0,0
"101060024",0,0,0,0,0,0,2,4,2,0,0,0,0,0,2,0,0,0
"101060026",0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
"101060032",1,9,1,1,4,2,0,4,2,1,1,1,8,5,17,13,17,11
"101060038",0,1,38,2,3,3,21,12,8,53,25,117,1,2,8,1,0,0
"101060060",0,3,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,0
"101060106",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101060146",0,0,0,0,0,0,1,1,0,1,0,1,0,2,0,0,0,0
"101060153",0,2,0,0,0,0,0,0,0,0,0,0,6,8,0,1,0,3
"101060171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101060179",16,14,8,4,14,1,13,6,2,1,9,2,10,10,3,3,1,6
"101060181",16,4,8,17,25,9,13,7,18,9,13,3,1,4,7,5,7,8
"101060187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101060195",8,7,11,19,29,13,16,4,15,6,27,7,5,4,21,0,4,9
"101060200",81,6,105,35,47,60,26,27,44,36,61,18,3,3,8,1,0,3
"101060212",9,7,1,14,14,8,13,12,0,3,8,3,7,1,5,2,3,5
"101060226",705,353,142,93,45,65,207,169,112,78,61,68,1430,571,702,200,210,212
"101060264",0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1
"101060301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101060321",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101060341",0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"101060351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"101060376",8,17,11,6,7,6,15,11,6,4,6,5,10,14,14,4,3,5
"101060389",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101060391",0,0,0,2,2,0,3,0,0,2,0,1,0,0,0,0,0,0
"101060398",50,13,25,22,14,29,29,22,16,20,45,18,40,33,30,26,34,26
"101060400",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"101060494",14,9,7,10,12,4,13,10,5,4,14,4,17,30,36,17,12,13
"101060498",0,2,0,0,0,1,2,0,1,0,2,1,2,0,0,0,1,0
"101060553",2,6,1,2,2,4,1,2,0,1,6,2,4,7,2,3,2,4
"101060569",2,0,0,1,0,1,0,2,7,1,5,1,0,0,2,0,1,0
"101060581",4,3,4,0,4,0,3,4,0,2,7,0,1,0,3,2,1,2
"101060626",4,0,0,1,0,0,4,0,0,0,0,0,3,1,1,2,1,0
"101060684",184,142,94,110,111,39,117,90,46,60,73,21,268,148,174,71,72,89
"101101775",0,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"101154753",1,1,0,0,0,0,1,1,1,0,0,0,1,2,3,0,0,1
"101180901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101241891",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101241892",0,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0
"101241902",1,2,6,3,2,0,3,3,0,1,0,0,0,1,1,1,1,1
"101243544",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"101243555",2,8,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"101409253",0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"101409256",1,0,14,0,4,1,3,2,19,1,7,2,0,1,0,0,0,0
"101409257",2,0,2,0,3,0,2,1,2,1,2,1,1,1,0,0,1,0
"101409258",3,3,18,0,5,1,2,4,0,1,3,0,0,1,3,2,0,0
"101409261",2,1,0,2,0,0,4,0,0,2,6,4,0,0,1,4,0,1
"101410533",3,10,1,2,0,3,1,4,0,3,3,1,5,20,7,2,2,6
"101410535",0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
"101410537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101410538",34,33,22,24,16,17,10,13,3,18,35,14,54,66,50,55,59,91
"101410541",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"101410543",5,1,2,1,4,2,0,4,0,1,1,0,0,0,0,0,2,0
"101410544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101559451",0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,4
"101593348",1,2,0,2,1,3,9,3,2,0,4,3,1,3,4,2,3,1
"101669764",0,2,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"101669766",6,3,1,3,4,10,7,3,0,3,8,4,6,0,7,3,2,6
"101730217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101735302",18,12,9,16,28,19,7,3,8,8,13,10,5,4,8,3,7,8
"101752334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101752399",60,44,43,49,67,36,47,19,31,13,38,12,18,26,15,14,17,18
"101752400",14,22,95,18,25,7,49,35,2,12,23,14,24,27,63,23,23,24
"101805488",1,4,0,0,0,0,6,4,15,0,0,1,1,0,0,0,0,0
"101805489",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"101805491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101805492",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"101867536",23,7,74,10,16,9,113,86,131,37,53,21,4,1,8,11,5,4
"101926886",0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1
"101926887",4,38,4,3,1,5,2,7,1,4,12,11,4,20,10,7,1,21
"101926889",0,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
"101926893",70,4,11,63,49,82,2,3,0,2,1,1,1,2,1,0,2,0
"101926894",0,0,7,2,2,4,0,0,3,1,1,1,0,0,1,1,0,1
"101926895",0,4,6,3,4,2,4,6,0,2,8,2,5,2,5,0,3,4
"101926896",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101926900",0,0,0,2,0,0,4,1,14,0,0,0,0,1,3,1,0,2
"101926901",5,2,3,6,3,4,2,6,4,1,6,0,2,3,8,6,2,4
"101926902",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"101926907",2,2,0,0,3,2,2,4,1,2,3,1,0,1,3,3,1,2
"101926909",2,3,0,2,4,4,5,4,15,2,8,1,1,0,2,0,0,0
"101926916",3,2,0,0,5,1,1,7,2,0,1,0,0,2,0,0,0,0
"101926917",3,1,0,0,3,1,3,4,7,1,1,4,0,0,0,0,0,0
"101926918",3,3,12,0,4,4,3,1,13,1,6,6,1,1,10,0,2,1
"101926920",0,2,0,1,4,1,0,0,0,2,2,1,1,0,0,0,4,1
"101926922",0,1,0,1,3,3,4,0,0,1,2,0,0,0,0,0,1,0
"101926931",4,3,8,5,2,2,2,5,11,4,7,2,4,3,1,1,0,0
"101926935",1,3,0,0,1,0,2,3,0,3,9,4,0,2,3,1,0,0
"101926936",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0
"101926937",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"101926943",69,49,47,33,33,26,32,35,15,14,25,14,52,34,48,12,35,19
"101926947",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101926948",5,1,4,0,0,1,1,5,1,0,0,0,1,0,2,0,0,0
"101926961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101926967",22,10,33,19,30,15,22,11,4,3,19,4,26,18,27,24,19,21
"101926974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101926975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101926977",1,1,0,1,6,2,5,0,0,0,0,0,0,0,0,1,0,0
"101926980",18,5,25,9,32,11,19,14,19,5,23,13,10,1,7,10,7,9
"101926989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101926994",2,2,8,2,0,2,1,5,13,0,4,0,8,8,5,1,3,3
"101926997",0,0,0,0,0,0,1,1,0,0,2,0,2,1,3,0,0,0
"101927002",2,4,2,5,2,0,2,0,1,0,1,2,0,0,2,0,0,0
"101927010",4,0,2,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0
"101927011",3,0,0,0,2,0,0,3,2,0,1,0,0,0,2,0,2,0
"101927018",25,25,43,22,55,24,138,97,48,39,92,38,15,23,40,16,10,19
"101927023",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927028",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"101927029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101927030",2,2,2,3,1,2,5,5,5,2,1,0,2,3,1,0,0,0
"101927031",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4
