"","symbol","chromosome","length","num_transcript"
"221421","RSPH9","chr6",929.4,5
"221424","LRRC73","chr6",1505,3
"221438","TREML5P","chr6",213,1
"221442","ADCY10P1","chr6",4569,1
"221443","OARD1","chr6",1174,1
"221468","TMEM217","chr6",1701,5
"221472","FGD2","chr6",2570.66666666667,6
"221476","PI16","chr6",2008,4
"221477","C6orf89","chr6",6013,5
"221481","ARMC12","chr6",1428.33333333333,6
"221491","C6orf1","chr6",991.142857142857,7
"221496","LEMD2","chr6",2649.5,2
"221504","ZBTB9","chr6",2712,1
"221527","ZBTB12","chr6",1865,1
"221545","C6orf136","chr6",1483,3
"221584","ZSCAN12P1","chr6",4055,1
"221656","KDM1B","chr6",4004.625,8
"221662","RBM24","chr6",2474.75,4
"221687","RNF182","chr6",3391.75,4
"221692","PHACTR1","chr6",4585.25,8
"221710","SMIM13","chr6",4693,1
"221711","SYCP2L","chr6",3130,1
"221718","LINC00518","chr6",3018,1
"221749","PXDC1","chr6",1568,2
"221785","ZSCAN25","chr7",3252.66666666667,6
"221786","FAM200A","chr7",2441,2
"221806","VWDE","chr7",5139,2
"221823","PRPS1L1","chr7",1090,1
"221830","TWISTNB","chr7",3892,1
"221833","SP8","chr7",3682,2
"221895","JAZF1","chr7",3138,2
"221908","PPP1R35","chr7",932,2
"221914","GPC2","chr7",2151.33333333333,3
"221927","BRAT1","chr7",2984.85714285714,7
"221935","SDK1","chr7",6755,2
"221937","FOXK1","chr7",11191,1
"221955","DAGLB","chr7",2716.5,2
"221960","CCZ1B","chr7",1836,1
"221981","THSD7A","chr7",9295,5
"222008","VSTM2A","chr7",3309.2,5
"222068","TMED4","chr7",1022,1
"222161","DKFZP586I1420","chr7",2760,1
"222166","MTURN","chr7",5090,2
"222171","PRR15","chr7",1720.66666666667,3
"222183","SRRM3","chr7",3616,1
"222194","RSBN1L","chr7",3220,1
"222223","KIAA1324L","chr7",6371,5
"222229","LRWD1","chr7",2153.33333333333,3
"222234","FAM185A","chr7",2072.75,4
"222235","FBXL13","chr7",2488.5,12
"222236","NAPEPLD","chr7",5218.14285714286,7
"222255","ATXN7L1","chr7",4234,12
"222256","CDHR3","chr7",3651.375,8
"222389","BEND7","chr10",2242.2962962963,27
"222484","LNX2","chr13",4503,2
"222487","222487",NA,NA,NA
"222537","HS3ST5","chr6",2897,2
"222545","GPRC6A","chr6",2636,3
"222546","RFX6","chr6",3507,1
"222553","SLC35F1","chr6",4352.5,2
"222584","FAM83B","chr6",5152.5,2
"222611","222611",NA,NA,NA
"222642","TSPO2","chr6",919,2
"222643","UNC5CL","chr6",3128,1
"222658","KCTD20","chr6",4794.125,8
"222659","PXT1","chr6",2108,1
"222662","LHFPL5","chr6",2147,1
"222663","SCUBE3","chr6",6791,5
"222696","ZSCAN23","chr6",2489.5,2
"222698","NKAPL","chr6",1662,1
"222699","TOB2P1","chr6",3592,1
"222826","FAM217A","chr6",1804.2,5
"222865","TMEM130","chr7",2939,3
"222894","FERD3L","chr7",640,1
"222901","RPL23P8","chr7",523,1
"222950","NYAP1","chr7",3732.25,4
"222962","SLC29A4","chr7",2833,6
"222967","RSPH10B","chr7",2629.5,4
"223075","CCDC129","chr7",4020,5
"223082","ZNRF2","chr7",3460,1
"223117","SEMA3D","chr7",6261,1
"245711","SPDYA","chr2",1589.33333333333,3
"245802","MS4A6E","chr11",660,1
"245812","CNPY4","chr7",1470,1
"245909","DEFB106A","chr8",303,1
"245910","DEFB107A","chr8",389,1
"245912","DEFB109P1","chr8",189,1
"245913","DEFB110","chr6",309.5,2
"245928","DEFB114","chr6",210,1
"245934","DEFB121","chr20",522.666666666667,3
"245972","ATP6V0D2","chr8",2370,1
"245973","ATP6V1C2","chr2",2935.66666666667,3
"246119","TTTY10","chrY",1628,1
"246126","246126",NA,NA,NA
"246175","CNOT6L","chr4",8448.33333333333,3
"246176","GAS2L2","chr17",3127.5,2
"246181","AKR7L","chr1",2215.5,2
"246182","AKR7A2P1","chr1",1324,1
"246184","CDC26","chr9",872,1
"246213","SLC17A8","chr12",3908,2
"246243","RNASEH1","chr2",1874.25,4
"246269","LACE1","chr6",3380,2
"246312","C21orf91-OT1","chr21",464.5,2
"246329","STAC3","chr12",1406,4
"246330","PELI3","chr11",2496.83333333333,6
"246721","POLR2J2","chr7",1987,1
"246744","STH","chr17",445,1
"246754","MTVR2","chr17",812,1
"246777","SPESP1","chr15",1431,1
"246778","IL27","chr16",1044,1
"252839","TMEM9","chr1",1749.45454545455,11
"252884","ZNF396","chr18",2173.25,4
"252969","NEIL2","chr8",2285.14285714286,7
"252983","STXBP4","chr17",3644.5,4
"252995","FNDC5","chr1",2615,3
"253012","HEPACAM2","chr7",2150,4
"253018","HCG27","chr6",1720,1
"253039","PSMD5-AS1","chr9",3798,1
"253128","LINC00612","chr12",2210,1
"253143","PRR14L","chr22",11118.2,5
"253152","EPHX4","chr1",1443,1
"253190","SERHL2","chr22",1403.71428571429,7
"253260","RICTOR","chr5",9351.4,5
"253264","ZNF503-AS1","chr10",1669,4
"253314","EIF4E1B","chr5",1735.5,2
"253430","IPMK","chr10",6133,1
"253461","ZBTB38","chr3",6907.88888888889,9
"253512","SLC25A30","chr13",2104.5,8
"253558","LCLAT1","chr2",4927.4,5
"253559","CADM2","chr3",9053.77777777778,9
"253582","TMEM244","chr6",545,1
"253635","GPATCH11","chr2",3771.5,2
"253639","ZNF620","chr3",2131.5,6
"253650","ANKRD18A","chr9",3856,2
"253714","MMS22L","chr6",7714.75,4
"253724","GNN","chr12",4516,1
"253725","FAM21C","chr10",4529,3
"253738","EBF3","chr10",4397.18181818182,11
"253769","WDR27","chr6",2536.83333333333,6
"253782","CERS6","chr2",6677,3
"253827","MSRB3","chr12",4391.75,4
"253832","ZDHHC20","chr13",5338.33333333333,9
"253935","ANGPTL5","chr11",1837.5,2
"253943","YTHDF3","chr8",4913.875,8
"253959","RALGAPA1","chr14",7833.86666666667,15
"253962","CACNA1G-AS1","chr17",1433,1
"253980","KCTD13","chr16",1717,1
"253982","ASPHD1","chr16",1625.66666666667,3
"254013","METTL20","chr12",2147,4
"254042","METAP1D","chr2",1534,1
"254048","UBN2","chr7",10534.8,5
"254050","LRRC43","chr12",1969.5,2
"254065","BRWD3","chrX",9750.4,5
"254100","SSSCA1-AS1","chr11",1194,1
"254102","EHBP1L1","chr11",3879.57142857143,7
"254122","SNX32","chr11",1794.33333333333,3
"254128","NIFK-AS1","chr2",1635.66666666667,3
"254158","CXorf58","chrX",1544,2
"254170","FBXO33","chr14",5149,1
"254173","TTLL10","chr1",2231.875,8
"254187","TSGA10IP","chr11",1726,1
"254225","RNF169","chr11",7823,1
"254228","FAM26E","chr6",3539,1
"254240","BPIFC","chr22",1635.33333333333,3
"254251","LCORL","chr4",4307,2
"254263","CNIH2","chr11",1363.33333333333,3
"254268","AKNAD1","chr1",2987.5,2
"254295","PHYHD1","chr9",1811.33333333333,3
"254359","ZDHHC24","chr11",1084,3
"254394","MCM9","chr6",3656,2
"254427","PROSER2","chr10",3297.5,2
"254428","SLC41A1","chr1",4773.5,2
"254439","C11orf86","chr11",1185,1
"254528","MEIOB","chr16",1799.5,2
"254531","LPCAT4","chr15",1883.25,4
"254552","NUDT8","chr11",780,2
"254559","LINC00925","chr15",4198,1
"254773","LYG2","chr2",1135.5,2
"254778","C8orf46","chr8",3465,1
"254783","OR6C74","chr12",939,1
"254786","OR6C3","chr12",936,1
"254827","NAALADL2","chr3",4896,3
"254863","TMEM256","chr17",481,1
"254887","ZDHHC23","chr3",4746,10
"254896","LOC254896","chr8",1242,1
"254910","LCE5A","chr1",819,1
"254950","KRTAP15-1","chr21",453,1
"254956","MORN5","chr9",601.6,5
"254973","OR1L4","chr9",936,1
"255022","CALHM1","chr10",3056,1
"255027","MPV17L","chr16",1861,3
"255031","LINC00957","chr7",1025,3
"255043","TMEM86B","chr19",1751,1
"255057","C19orf26","chr19",2420.66666666667,6
"255061","TAC4","chr17",592.833333333333,6
"255082","CASC2","chr10",2947.33333333333,3
"255101","CCDC108","chr2",3997.5,6
"255104","TMCO4","chr1",2997.5,8
"255119","C4orf22","chr4",1322.8,5
"255130","IGFBP7-AS1","chr4",1389,1
"255167","LINC01018","chr5",3046,2
"255189","PLA2G4F","chr15",3843.66666666667,3
"255193","CSNK1G2-AS1","chr19",1313,1
"255220","TXNDC8","chr9",708.166666666667,6
"255231","MCOLN2","chr1",2574.75,4
"255239","ANKK1","chr11",2313.66666666667,3
"255252","LRRC57","chr15",2415,1
"255275","MYADML2","chr17",2452,1
"255324","EPGN","chr4",2117.33333333333,9
"255349","TMEM211","chr22",507,1
"255374","MBLAC1","chr7",1495,2
"255394","TCP11L2","chr12",2553.85714285714,7
"255403","ZNF718","chr4",2759.5,2
"255426","RASGEF1C","chr5",2312,2
"255488","RNF144B","chr6",4972.75,4
"255512","TOLLIP-AS1","chr11",1000,1
"255520","ELMOD2","chr4",4496,3
"255626","HIST1H2BA","chr6",437,1
"255631","COL24A1","chr1",6500,1
"255649","OOSP1","chr11",780,1
"255725","OR52B2","chr11",972,1
"255738","PCSK9","chr1",3710,1
"255743","NPNT","chr4",4560.44444444444,9
"255758","TCTEX1D2","chr3",679,1
"255762","PDZD9","chr16",1284,5
"255783","255783",NA,NA,NA
"255798","255798",NA,NA,NA
"255809","C19orf38","chr19",1123,4
"255812","SDHAP1","chr3",2491,1
"255877","BCL6B","chr17",3525,1
"255919","CNEP1R1","chr16",2106.5,4
"255928","SYT14","chr1",4402,10
"255967","PAN3","chr13",5335.625,8
"256006","ANKRD31","chr5",6036,1
"256021","C12orf79","chr12",2196.4,5
"256051","ZNF549","chr19",4149.66666666667,3
"256076","COL6A5","chr3",9077.66666666667,3
"256126","SYCE2","chr19",1142,2
"256158","HMCN2","chr9",15733,1
"256227","STEAP1B","chr7",1298.5,2
"256236","NAPSB","chr19",1330,1
"256281","NUDT14","chr14",907.666666666667,3
"256297","PTF1A","chr10",1333,1
"256302","256302",NA,NA,NA
"256309","CCDC110","chr4",2713.83333333333,6
"256329","256329",NA,NA,NA
"256355","RPS2P32","chr7",1041,1
"256356","GK5","chr3",7812,3
"256364","EML3","chr11",3147,7
"256369","LINC00521","chr14",1694.66666666667,3
"256380","SCML4","chr6",3310.83333333333,6
"256394","SERPINA11","chr14",1238,2
"256435","ST6GALNAC3","chr1",2648.4,5
"256471","MFSD8","chr4",3914.5,6
"256472","TMEM151A","chr11",2530,1
"256536","TCERG1L","chr10",2617,1
"256586","LYSMD2","chr15",1396.5,2
"256643","CXorf23","chrX",4399.22222222222,9
"256646","NUTM1","chr15",4108,3
"256691","MAMDC2","chr9",3618,1
"256710","GLIPR1L1","chr12",1585.66666666667,3
"256714","MAP7D2","chrX",3938,9
"256764","WDR72","chr15",5536.2,5
"256815","C10orf67","chr10",2943,1
"256880","LOC256880","chr4",1985,1
"256892","OR51F1","chr11",939,1
"256949","KANK3","chr19",2876.66666666667,3
"256957","256957",NA,NA,NA
"256979","SUN3","chr7",1441.66666666667,3
"256987","SERINC5","chr5",4147.25,4
"257000","TINCR","chr19",3693,1
"257019","FRMD3","chr9",3268,6
"257044","C1orf101","chr1",3120.66666666667,6
"257062","CATSPERD","chr19",2513,1
"257068","PLCXD2","chr3",2105.5,2
"257101","ZNF683","chr1",1727,10
"257106","ARHGAP30","chr1",4177.28571428571,7
"257144","GCSAM","chr3",3343.2,5
"257160","RNF214","chr11",2567.4,5
"257169","C9orf43","chr9",1931.8,5
"257177","257177",NA,NA,NA
"257194","NEGR1","chr1",5669,1
"257203","DSCR9","chr21",1644,1
"257218","SHPRH","chr6",5684.375,8
"257236","CCDC96","chr4",2153,1
"257240","KLHL34","chrX",2840,1
"257313","UTS2B","chr3",2408,1
"257358","257358",NA,NA,NA
"257364","SNX33","chr15",3233,1
"257396","LOC257396","chr5",1972.5,2
"257397","TAB3","chrX",7021.8,5
"257407","C2orf72","chr2",3581,1
"257415","FAM133B","chr7",2406.5,4
"257629","ANKS4B","chr16",2906,1
"258010","SVIP","chr11",1389,1
"259173","ALS2CL","chr3",3675.11764705882,17
"259197","NCR3","chr6",998.25,4
"259215","LY6G6F","chr6",898,1
"259217","HSPA12A","chr10",5723.6,5
"259230","SGMS1","chr10",3146.33333333333,3
"259232","NALCN","chr13",6792.5,4
"259234","DSCR10","chr21",860,1
"259236","TMIE","chr3",2078.33333333333,3
"259249","MRGPRX1","chr11",1190,1
"259266","ASPM","chr1",8510.5,2
"259282","BOD1L1","chr4",10665,4
"259283","MDS2","chr1",1027,1
"259285","TAS2R39","chr7",1017,1
"259286","TAS2R40","chr7",972,1
"259287","TAS2R41","chr7",924,1
"259289","TAS2R43","chr12",1027,1
"259290","TAS2R31","chr12",1021,1
"259292","TAS2R46","chr12",930,1
"259293","TAS2R30","chr12",960,1
"259294","TAS2R19","chr12",900,1
"259295","TAS2R20","chr12",1914,1
"259296","TAS2R50","chr12",1000,1
"259307","IL4I1","chr19",2252.6,5
"259308","FAM205A","chr9",4298,1
"260293","CYP4X1","chr1",2357,1
"260294","NSUN5P2","chr7",1767,1
"260341","TFAMP1","chr7",2223,1
"260425","MAGI3","chr1",6924,3
"260429","PRSS33","chr16",1682,2
"260434","PYDC1","chr16",531,1
"260436","FDCSP","chr4",566,1
"261726","TIPRL","chr1",2028.5,2
"261729","STEAP2","chr7",4772.5,8
"261734","NPHP4","chr1",4727,13
"266629","SEC14L3","chr22",2238.8,5
"266655","LINC00094","chr9",5734,1
"266675","BEST4","chr1",1931.5,2
"266722","HS6ST3","chr13",7804,1
"266727","MDGA1","chr6",4728.33333333333,3
"266743","NPAS4","chr11",3302,1
"266747","RGL4","chr22",2885,1
"266812","NAP1L5","chr4",1958,1
"266971","PIPSL","chr10",3776,1
"266977","266977",NA,NA,NA
"267002","PGBD2","chr1",2904.2,5
"267004","PGBD3","chr10",2266,1
"267010","RNU12","chr22",149,1
"267012","DAOA","chr13",932.25,4
"267020","ATP5L2","chr22",799,1
"280636","C11orf31","chr11",1294,1
"280655","IGBP1P1","chr14",575,1
"280657","SSX6","chrX",1286,1
"282566","LINC00515","chr21",450,1
"282616","IFNL2","chr19",734,1
"282617","IFNL3","chr19",599,2
"282618","IFNL1","chr19",856,1
"282679","AQP11","chr11",1680,2
"282763","OR51B5","chr11",1052,2
"282770","OR10AG1","chr11",906,1
"282775","OR5J2","chr11",939,1
"282808","RAB40AL","chrX",1029,1
"282809","POC1B","chr12",3149.25,4
"282890","ZNF311","chr6",2679,7
"282969","FUOM","chr10",665,2
"282973","JAKMIP3","chr10",5720.875,8
"282974","STK32C","chr10",1805.33333333333,3
"282991","BLOC1S2","chr10",2705.5,6
"282996","RBM20","chr10",7233,1
"282997","PDCD4-AS1","chr10",2015,1
"283011","FLJ37201","chr10",3662,1
"283050","ZMIZ1-AS1","chr10",2270.33333333333,3
"283070","283070",NA,NA,NA
"283078","MKX","chr10",3141.4,5
"283080","C10orf126","chr10",2149,1
"283089","WDR11-AS1","chr10",2500,1
"283093","OR4C12","chr11",1063,1
"283102","KRT8P41","chr11",1828,1
"283104","SBF2-AS1","chr11",2708,1
"283106","CSNK2A3","chr11",1416,1
"283116","TRIM49B","chr11",1359,1
"283129","C11orf85","chr11",1337.375,8
"283130","SLC25A45","chr11",1671.07692307692,13
"283131","NEAT1","chr11",3735,1
"283143","LINC00900","chr11",2245,1
"283149","BCL9L","chr11",7314.4,5
"283150","FOXR1","chr11",1001,3
"283152","CCDC153","chr11",776.375,8
"283159","OR8D1","chr11",927,1
"283160","OR8D2","chr11",936,1
"283162","OR8B4","chr11",930,1
"283165","KIRREL3-AS3","chr11",1768,1
"283171","C11orf44","chr11",3547,1
"283174","MIR4697HG","chr11",5306,1
"283177","LOC283177","chr11",2737,1
"283189","OR9G4","chr11",984,1
"283208","P4HA3","chr11",2161,5
"283209","PGM2L1","chr11",8501,1
"283212","KLHL35","chr11",1938,1
"283214","LOC283214","chr11",1504,1
"283219","KCTD21","chr11",3528,8
"283229","283229",NA,NA,NA
"283232","TMEM80","chr11",1351.4,5
"283234","CCDC88B","chr11",4796.66666666667,3
"283237","TTC9C","chr11",1240.5,4
"283248","RCOR2","chr11",2532.5,2
"283254","HARBI1","chr11",1557.75,4
"283267","LINC00294","chr11",3305,1
"283284","IGSF22","chr11",4134.5,2
"283297","OR10A4","chr11",995,1
"283298","OLFML1","chr11",3040.5,2
"283303","MRGPRG-AS1","chr11",1790,1
"283310","OTOGL","chr12",8075.5,2
"283314","C1RL-AS1","chr12",5272,1
"283316","CD163L1","chr12",4286.5,4
"283337","ZNF740","chr12",3722,2
"283345","RPL13P5","chr12",634,1
"283349","RASSF3","chr12",2863,3
"283358","B4GALNT3","chr12",3438,1
"283365","OR6C6","chr12",945,1
"283373","ANKRD52","chr12",8656,1
"283375","SLC39A5","chr12",1948,3
"283377","SPRYD4","chr12",2107,1
"283383","283383",NA,NA,NA
"283385","MORN3","chr12",1030,3
"283392","TRHDE-AS1","chr12",3557.5,2
"283403","C12orf80","chr12",1292,1
"283404","LINC00592","chr12",1053,1
"283416","283416",NA,NA,NA
"283417","DPY19L2","chr12",3500.33333333333,12
"283420","CLEC9A","chr12",1673,1
"283431","GAS2L3","chr12",3653,3
"283432","LINC00485","chr12",3719,1
"283446","MYO1H","chr12",4258,1
"283450","HECTD4","chr12",15450,1
"283455","KSR2","chr12",10098.5,2
"283459","GATC","chr12",4297,2
"283460","HNF1A-AS1","chr12",2455,1
"283461","C12orf40","chr12",2293.5,4
"283463","MUC19","chr12",24727,1
"283464","GXYLT1","chr12",7442.5,2
"283471","TMPRSS12","chr12",1465,1
"283481","FGF14-AS2","chr13",1128,1
"283482","LOC283482","chr13",1990,1
"283487","LINC00346","chr13",6322,1
"283489","CHAMP1","chr13",3792.25,4
"283507","SUGT1P3","chr13",1051,1
"283514","SIAH3","chr13",4005,1
"283518","KCNRG","chr13",1576,2
"283521","LINC00282","chr13",4054.5,2
"283537","SLC46A3","chr13",2875,3
"283551","283551",NA,NA,NA
"283553","LINC00640","chr14",674,1
"283554","GPR137C","chr14",4649,2
"283571","PROX2","chr14",3294,3
"283576","ZDHHC22","chr14",2569.66666666667,3
"283578","TMED8","chr14",2565,2
"283579","C14orf178","chr14",639,2
"283587","LINC01146","chr14",833,1
"283592","FAM181A-AS1","chr14",2402,1
"283596","SNHG10","chr14",1645.5,2
"283598","C14orf177","chr14",1289,1
"283600","SLC25A47","chr14",1733,1
"283601","LINC00523","chr14",1627,1
"283624","LINC00641","chr14",3785,2
"283629","TSSK4","chr14",1432.66666666667,3
"283635","FAM177A1","chr14",3067.6,5
"283638","CEP170B","chr14",6693.33333333333,3
"283643","C14orf80","chr14",1619.75,4
"283651","HMGN2P46","chr15",1927,1
"283652","SLC24A5","chr15",1617,2
"283659","PRTG","chr15",9368.8,5
"283663","LINC00926","chr15",2516,1
"283673","283673",NA,NA,NA
"283677","283677",NA,NA,NA
"283682","283682",NA,NA,NA
"283683","LOC283683","chr15",1445,1
"283685","GOLGA6L2","chr15",1825,3
"283687","283687",NA,NA,NA
"283693","283693",NA,NA,NA
"283726","283726",NA,NA,NA
"283742","FAM98B","chr15",4388,1
"283748","PLA2G4D","chr15",3584,1
"283755","HERC2P3","chr15",4279,1
"283807","FBXL22","chr15",1712.6,5
"283820","NOMO2","chr16",4087.5,2
"283847","CCDC79","chr16",2346.33333333333,3
"283848","CES4A","chr16",2215.66666666667,6
"283849","EXOC3L1","chr16",2497,1
"283860","LINC00304","chr16",2243,1
"283870","BRICD5","chr16",2265.5,2
"283871","PGP","chr16",2450,3
"283875","LINC00514","chr16",3221,1
"283876","LINC00921","chr16",2443,1
"283887","LOC283887","chr16",1765,1
"283888","IL21R-AS1","chr16",2615,1
"283897","C16orf54","chr16",2598,1
"283899","INO80E","chr16",2008.75,4
"283922","LOC283922","chr16",2317,1
"283927","NUDT7","chr16",1090.5,4
"283932","FBXL19-AS1","chr16",3951,1
"283933","ZNF843","chr16",2013,1
"283948","NHLRC4","chr16",2044,1
"283951","C16orf91","chr16",978,1
"283953","TMEM114","chr16",945,1
"283970","PDXDC2P","chr16",4184,1
"283971","CLEC18C","chr16",1942.25,4
"283981","LINC00685","chrX",1860,2
"283982","LINC00469","chr17",1549,1
"283985","FADS6","chr17",2225,3
"283987","HID1","chr17",2843,3
"283989","TSEN54","chr17",2232.5,4
"283991","UBALD2","chr17",1589,1
"284001","CCDC57","chr17",3605,3
"284004","HEXDC","chr17",1796.33333333333,9
"284009","LOC284009","chr17",576,1
"284013","VMO1","chr17",743,4
"284018","C17orf58","chr17",1494.5,2
"284021","MILR1","chr17",1451.125,8
"284023","LOC284023","chr17",2525,1
"284029","LINC00324","chr17",2094,1
"284040","CDRT4","chr17",2498,1
"284047","CCDC144B","chr17",8697,1
"284058","KANSL1","chr17",5128.28571428571,7
"284067","C17orf105","chr17",827,1
"284071","C17orf104","chr17",4205.66666666667,3
"284076","TTLL6","chr17",3014.83333333333,6
"284083","C17orf47","chr17",2127,1
"284086","NEK8","chr17",2404,2
"284098","PIGW","chr17",2398.33333333333,3
"284099","C17orf78","chr17",1915,2
"284100","YWHAEP7","chr17",2455,1
"284106","CISD3","chr17",2636,1
"284110","GSDMA","chr17",2173,2
"284111","SLC13A5","chr17",3192.2,5
"284114","TMEM102","chr17",1956.5,2
"284116","KRT42P","chr17",2864,1
"284119","PTRF","chr17",2680.5,2
"284129","SLC26A11","chr17",2808.33333333333,9
"284131","ENDOV","chr17",1504.66666666667,12
"284161","GDPD1","chr17",1924.5,4
"284184","C17orf89","chr17",560,1
"284185","LINC00482","chr17",2970,1
"284186","TMEM105","chr17",3321,1
"284194","LGALS9B","chr17",1426.5,2
"284207","METRNL","chr17",1378.5,2
"284215","DLGAP1-AS5","chr18",3220,1
"284217","LAMA1","chr18",9657,1
"284232","ANKRD20A9P","chr13",37567,1
"284233","CYP4F35P","chr18",2876,1
"284240","LOC284240","chr18",4394,1
"284252","KCTD1","chr18",2091.66666666667,6
"284254","DYNAP","chr18",2027,1
"284260","LINC00907","chr18",1889.83333333333,6
"284266","SIGLEC15","chr18",1455.5,2
"284273","ZADH2","chr18",5224,3
"284274","SMIM21","chr18",1369,1
"284276","LINC00908","chr18",2243,1
"284293","HMSD","chr18",626,1
"284297","SSC5D","chr19",3995.5,2
"284306","ZNF547","chr19",2776,1
"284307","ZIK1","chr19",3574.5,2
"284309","ZNF776","chr19",5292,1
"284312","ZSCAN1","chr19",2818,2
"284323","ZNF780A","chr19",3494.75,8
"284325","C19orf54","chr19",2326,6
"284338","PRR19","chr19",1317,4
"284339","TMEM145","chr19",1780,2
"284340","CXCL17","chr19",853,1
"284346","ZNF575","chr19",1628.66666666667,3
"284348","LYPD5","chr19",1906.2,5
"284349","ZNF283","chr19",2483.33333333333,6
"284352","PPP1R37","chr19",2715,2
"284353","NKPD1","chr19",4687,1
"284355","TPRX1","chr19",1879.66666666667,3
"284358","MAMSTR","chr19",1828.25,4
"284359","IZUMO1","chr19",1445.2,10
"284361","EMC10","chr19",1773.25,4
"284365","MGC45922","chr19",936,1
"284366","KLK9","chr19",1438,1
"284367","SIGLEC17P","chr19",1515.66666666667,3
"284369","SIGLECL1","chr19",1691.25,4
"284370","ZNF615","chr19",4075.5,2
"284371","ZNF841","chr19",3351,2
"284379","LOC284379","chr19",1225,1
"284382","ACTL9","chr19",1434,1
"284383","OR2Z1","chr19",1056,1
"284385","284385",NA,NA,NA
"284390","ZNF763","chr19",2639,1
"284391","ZNF844","chr19",3230.5,4
"284402","SCGB2B2","chr19",427,1
"284403","WDR62","chr19",4702.33333333333,3
"284406","ZFP82","chr19",2575.33333333333,3
"284408","ZNF790-AS1","chr19",957,2
"284412","LOC284412","chr19",2344,1
"284415","VSTM1","chr19",877.166666666667,6
"284417","TMEM150B","chr19",1152,7
"284418","FAM71E2","chr19",3183,1
"284422","284422",NA,NA,NA
"284424","MIR7-3HG","chr19",768,1
"284427","SLC25A41","chr19",1491,2
"284434","NWD1","chr19",7645,1
"284439","SLC25A42","chr19",3231.66666666667,3
"284440","LINC00663","chr19",2372,1
"284443","ZNF493","chr19",3857.625,8
"284454","LOC284454","chr19",1774,1
"284459","HKR1","chr19",2929,1
"284486","THEM5","chr1",2358.5,2
"284498","C1orf167","chr1",4679,3
"284521","OR2L13","chr1",1884,1
"284525","SLC9C2","chr1",4427,1
"284532","OR14A16","chr1",1031.75,4
"284541","CYP4A22","chr1",1480.6,5
"284546","C1orf185","chr1",1276,2
"284561","LOC284561","chr1",4436,1
"284565","NBPF15","chr1",4224.4,5
"284576","LEMD1-AS1","chr1",2781,1
"284578","LOC284578","chr1",2363,1
"284581","LOC284581","chr1",2418,2
"284593","FAM41C","chr1",1706,1
"284600","LOC284600","chr1",2889,1
"284611","FAM102B","chr1",5340,1
"284612","SYPL2","chr1",2454,2
"284613","CYB561D1","chr1",4953,8
"284615","ANKRD34A","chr1",2957.33333333333,3
"284618","RUSC1-AS1","chr1",1306,1
"284648","LOC284648","chr1",1490,1
"284649","SMG7-AS1","chr1",2456,1
"284656","EPHA10","chr1",2775.75,4
"284677","C1orf204","chr1",2501,1
"284680","C1orf111","chr1",1232,2
"284695","ZNF326","chr1",2197,4
"284697","BTBD8","chr1",1443,1
"284702","HNRNPU-AS1","chr1",5045,1
"284716","RIMKLA","chr1",5914.5,2
"284723","SLC25A34","chr1",2937,2
"284729","ESPNP","chr1",2015,1
"284739","LINC00176","chr20",5249,2
"284749","LINC00494","chr20",3592,1
"284756","C20orf197","chr20",2732,1
"284759","SIRPB2","chr20",1926.25,4
"284800","FAM182A","chr20",5111,1
"284802","FRG1B","chr20",946,1
"284805","C20orf203","chr20",4948,2
"284827","KRTAP13-4","chr21",483,1
"284835","LINC00323","chr21",2019,1
"284837","284837",NA,NA,NA
"284889","284889",NA,NA,NA
"284898","LOC284898","chr22",2370,1
"284900","TTC28-AS1","chr22",3028.5,2
"284904","SEC14L4","chr22",2466.875,8
"284942","RPL23AP82","chr22",1484,2
"284948","SH2D6","chr2",850.666666666667,3
"284992","CCDC150","chr2",3186.66666666667,3
"284996","RNF149","chr2",1991.5,4
"284998","LINC01114","chr2",2437,1
"285016","FAM150B","chr2",1339,5
"285025","CCDC141","chr2",7652.5,2
"285033","STARD7-AS1","chr2",2482,1
"285043","LOC285043","chr2",1415,1
"285045","LINC00486","chr2",1332.66666666667,3
"285051","C2orf61","chr2",1515,2
"285074","LOC285074","chr2",2201,1
"285093","285093",NA,NA,NA
"285095","LOC285095","chr2",825,3
"285116","AHCTF1P1","chr2",8836,1
"285126","DNAJC5G","chr2",2082.4,5
"285148","IAH1","chr2",1123,7
"285150","FLJ33534","chr2",1635,1
"285154","CYP1B1-AS1","chr2",1757,1
"285172","FAM126B","chr2",4958.28571428571,7
"285175","UNC80","chr2",13052.8181818182,11
"285180","RUFY4","chr2",3018.66666666667,3
"285189","PLGLA","chr2",841,1
"285190","RGPD4","chr2",6306.5,2
"285193","DUSP28","chr2",2437,3
"285195","SLC9A9","chr3",3627,1
"285203","EOGT","chr3",4639,6
"285205","LINC00636","chr3",1307,1
"285220","EPHA6","chr3",2496.85714285714,7
"285224","DNAJB8-AS1","chr3",1798,1
"285231","FBXW12","chr3",1610.5,4
"285237","C3orf38","chr3",2638,2
"285242","HTR3E","chr3",1920.33333333333,6
"285266","ENTPD3-AS1","chr3",2039,1
"285267","ZNF619","chr3",3222.83333333333,6
"285268","ZNF621","chr3",4015.16666666667,6
"285282","RABL3","chr3",3845,2
"285286","LINC00877","chr3",2315,1
"285311","C3orf56","chr3",1740,1
"285313","IGSF10","chr3",5975.33333333333,9
"285315","C3orf33","chr3",1781,4
"285331","CCDC66","chr3",2843.6,10
"285335","SLC9C1","chr3",4162.66666666667,3
